experiment_name,mean_fit_time,mean_score_time,mean_test_score,param_alpha,param_colsample_bytree,param_lambda,param_max_depth,param_min_child_weight,param_subsample,params,rank_test_score,run_number,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_fit_time,std_score_time,std_test_score
random search for 1 group,0.453076696395874,0.004956197738647461,0.6436359702507859,,,,4,3,,"{'max_depth': 4, 'min_child_weight': 3}",113,1,0.6938275769897768,0.6322986078474166,0.5622639950426171,0.6584247599535085,0.6713649114206108,0.16623983151853391,0.0002661104845334221,0.04529179617073415
random search for 1 group,0.638516616821289,0.005273103713989258,0.642000610172335,,,,7,6,,"{'max_depth': 7, 'min_child_weight': 6}",136,1,0.700784311104035,0.6344014319065386,0.6020944565185362,0.6255508126437883,0.6471720386887767,0.02031128158353458,0.00021924514151780525,0.03287282043456068
random search for 1 group,0.898218822479248,0.005639410018920899,0.6305370093643334,,,,8,4,,"{'max_depth': 8, 'min_child_weight': 4}",207,1,0.68744834512186,0.6012508644863743,0.6173001317371654,0.5931430734746531,0.653542632001614,0.048114329593412886,0.00023836343127455555,0.035211811833774864
random search for 1 group,0.6658058643341065,0.0053631305694580075,0.6392722735171613,,,,7,5,,"{'max_depth': 7, 'min_child_weight': 5}",149,1,0.6905585114381925,0.6184113511283627,0.6225688548685377,0.6123903160529944,0.6524323340977192,0.014229747532861924,0.0002457438759512171,0.029121426164061784
random search for 1 group,0.43810305595397947,0.005151081085205078,0.6475159499747634,,,,5,3,,"{'max_depth': 5, 'min_child_weight': 3}",96,1,0.7213059058477109,0.6298917951505261,0.5944498742897433,0.6384366489595725,0.6534955256262637,0.008669419103365748,0.00013346308334916883,0.04168876549264796
random search for 1 group,0.9726199626922607,0.005738210678100586,0.6314537832939452,,,,8,3,,"{'max_depth': 8, 'min_child_weight': 3}",190,1,0.699797748227383,0.610777301655608,0.5971163865046354,0.6102091190144437,0.6393683610676562,0.031280350989386606,0.00011004151598914614,0.03685497946197997
random search for 1 group,0.4351231575012207,0.0050909996032714845,0.6506950391443072,,,,5,4,,"{'max_depth': 5, 'min_child_weight': 4}",47,1,0.7225733239105259,0.6176451255877349,0.6154086497298282,0.6410766688309115,0.6567714276625352,0.00919028215914487,0.0001247001102480555,0.039072623228677245
random search for 1 group,0.6999658107757568,0.005524063110351562,0.6505777932427157,,,,8,8,,"{'max_depth': 8, 'min_child_weight': 8}",56,1,0.6914030941887829,0.6439658528297041,0.6055514552346808,0.6546556747066724,0.6573128892537384,0.04284401907648414,0.00021939736241052013,0.02756731652986106
random search for 1 group,0.538578987121582,0.005523109436035156,0.6474485754399055,,,,6,4,,"{'max_depth': 6, 'min_child_weight': 4}",99,1,0.7346023790738694,0.6248150799140801,0.6127151554419047,0.6092402704216315,0.6558699923480416,0.01194246452303854,0.0006348701251190949,0.04657309503877257
random search for 1 group,0.5459501266479492,0.005162096023559571,0.6485051606696295,,,,6,3,,"{'max_depth': 6, 'min_child_weight': 3}",79,1,0.7189948597776128,0.632309096029887,0.6081036868158528,0.6195821917176397,0.6635359690071547,0.007768008822479213,4.498942794125182e-05,0.03981420000950244
random search for 1 group,0.3689082622528076,0.004894256591796875,0.6436359702507859,,,,4,3,,"{'max_depth': 4, 'min_child_weight': 3}",113,1,0.6938275769897768,0.6322986078474166,0.5622639950426171,0.6584247599535085,0.6713649114206108,0.009007047863910902,9.735410391867484e-05,0.04529179617073415
random search for 1 group,0.5742826461791992,0.005118036270141601,0.6312042965351058,,,,6,1,,"{'max_depth': 6, 'min_child_weight': 1}",200,1,0.6781255468896761,0.6239661746742327,0.6079173887139948,0.6053591515398546,0.6406532208577704,0.01078752175838005,8.453189141288565e-05,0.026659061909448466
random search for 1 group,0.32897496223449707,0.004979276657104492,0.6505939930587898,,,,3,9,,"{'max_depth': 3, 'min_child_weight': 9}",51,1,0.7041709128219857,0.6355412989753935,0.5598165710175411,0.6847214101184442,0.6687197723605852,0.008585307217498218,0.00019975371610446397,0.050657348437114676
random search for 1 group,0.33210225105285646,0.004960870742797852,0.6501751530503082,,,,3,8,,"{'max_depth': 3, 'min_child_weight': 8}",62,1,0.708448969663916,0.6360259974933586,0.5520665799531479,0.6834364939650391,0.6708977241760792,0.010133927582512234,0.0001190116770297698,0.05432691814259408
random search for 1 group,0.4339632034301758,0.005057239532470703,0.6506950391443072,,,,5,4,,"{'max_depth': 5, 'min_child_weight': 4}",47,1,0.7225733239105259,0.6176451255877349,0.6154086497298282,0.6410766688309115,0.6567714276625352,0.010143507496810741,8.23610554290597e-05,0.039072623228677245
random search for 1 group,0.42044925689697266,0.004915189743041992,0.6535561668980392,,,,5,7,,"{'max_depth': 5, 'min_child_weight': 7}",25,1,0.7184080545715117,0.6324705232803323,0.5853317524092747,0.664825863758102,0.6667446404709756,0.01415738845812485,0.00017149290453754836,0.04383123164233953
random search for 1 group,0.5010922431945801,0.005100393295288086,0.6476388847901207,,,,6,7,,"{'max_depth': 6, 'min_child_weight': 7}",92,1,0.699406370757079,0.6378901233182898,0.5893328963335072,0.6548855438281411,0.6566794897135867,0.013361046915975044,0.00014220436927014769,0.035521108789203504
random search for 1 group,0.3632087707519531,0.005014801025390625,0.6524730417535233,,,,4,8,,"{'max_depth': 4, 'min_child_weight': 8}",36,1,0.7067146151144796,0.6347086565259357,0.5708477141001187,0.6740822159904953,0.6760120070365871,0.00738040589861279,5.537485918219526e-05,0.046779172877495175
random search for 1 group,0.6311564922332764,0.005226802825927734,0.642000610172335,,,,7,6,,"{'max_depth': 7, 'min_child_weight': 6}",136,1,0.700784311104035,0.6344014319065386,0.6020944565185362,0.6255508126437883,0.6471720386887767,0.019261663764862037,0.00011535551260641758,0.03287282043456068
random search for 1 group,0.4898169994354248,0.005346870422363282,0.657019070702337,,,,6,9,,"{'max_depth': 6, 'min_child_weight': 9}",7,1,0.7014836093509699,0.6518895694025653,0.5886814389823316,0.6807373029123847,0.6623034328634338,0.016269594581332338,0.00020849731869513618,0.03811539823362361
