experiment_name,mean_fit_time,mean_score_time,mean_test_score,param_alpha,param_colsample_bytree,param_lambda,param_max_depth,param_min_child_weight,param_subsample,params,rank_test_score,run_number,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_fit_time,std_score_time,std_test_score
random search for 1 group,0.6359750747680664,0.0062252521514892575,0.6466490834757563,,,,4,4,,"{'max_depth': 4, 'min_child_weight': 4}",108,2,0.6982764339366263,0.6312214785967827,0.5751063699708179,0.6496660088745085,0.6789751260000463,0.195473163076687,0.0006592320291999584,0.04260476270959566
random search for 1 group,0.8021557331085205,0.005791854858398437,0.6312042965351058,,,,6,1,,"{'max_depth': 6, 'min_child_weight': 1}",208,2,0.6781255468896761,0.6239661746742327,0.6079173887139948,0.6053591515398546,0.6406532208577704,0.02413092481169325,0.00029239953923543467,0.026659061909448466
random search for 1 group,0.4945484161376953,0.0052835941314697266,0.6445201645166188,,,,3,2,,"{'max_depth': 3, 'min_child_weight': 2}",122,2,0.707219510655684,0.6270967807884528,0.5517166510962614,0.6693436014722424,0.6672242785704534,0.013309206750873591,0.00010747712801170839,0.052875238490671654
random search for 1 group,0.5429016590118408,0.005496072769165039,0.6517914850028206,,,,4,6,,"{'max_depth': 4, 'min_child_weight': 6}",38,2,0.7061073593817335,0.6408930881623333,0.5673045562636321,0.6658087282405926,0.6788436929658119,0.008349162610059217,0.0002318927001821846,0.047191811693723114
random search for 1 group,0.8110751628875732,0.005592775344848633,0.6502157254341994,,,,7,8,,"{'max_depth': 7, 'min_child_weight': 8}",65,2,0.7060232094929373,0.6329650611184205,0.6072640929453329,0.6464226407872394,0.6584036228270664,0.02741093810305662,0.00014936754822439147,0.03267516667016634
random search for 1 group,0.5367453575134278,0.0053042411804199215,0.6568717433459696,,,,4,7,,"{'max_depth': 4, 'min_child_weight': 7}",5,2,0.7084013480693749,0.6349473612078613,0.5663631191971372,0.6957378320128869,0.6789090562425879,0.013986425512637811,0.00015449572492452508,0.0516217119986754
random search for 1 group,0.4947636127471924,0.005318260192871094,0.6483210879979175,,,,3,6,,"{'max_depth': 3, 'min_child_weight': 6}",88,2,0.7064330630194322,0.6358017815723074,0.5508468211754239,0.6810647122074753,0.6674590620149485,0.010617884595097762,8.202272764530105e-05,0.05380218274887263
random search for 1 group,0.8014245986938476,0.005595350265502929,0.6312042965351058,,,,6,1,,"{'max_depth': 6, 'min_child_weight': 1}",208,2,0.6781255468896761,0.6239661746742327,0.6079173887139948,0.6053591515398546,0.6406532208577704,0.01153694216865921,7.38462975520667e-05,0.026659061909448466
random search for 1 group,0.4909055709838867,0.005208635330200195,0.6445199774469427,,,,3,4,,"{'max_depth': 3, 'min_child_weight': 4}",127,2,0.7120550716578278,0.6345999166298066,0.5487146045077389,0.6699830714344861,0.657247223004854,0.009925708753818692,7.11700185157649e-05,0.0541265516648134
random search for 1 group,0.5438836574554443,0.005580806732177734,0.6350066618630212,,,,4,1,,"{'max_depth': 4, 'min_child_weight': 1}",178,2,0.6805950419924609,0.6438366011921748,0.5630578210784793,0.6348287465812052,0.6527150984707865,0.00774433900195401,0.0003014584200033603,0.03910632762753599
