experiment_name,mean_fit_time,mean_score_time,mean_test_score,param_alpha,param_colsample_bytree,param_lambda,param_max_depth,param_min_child_weight,param_subsample,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_fit_time,std_score_time,std_test_score
grid search,8.716773748397827,0.05047445297241211,0.6453725345054927,0.25,0.625,0.25,8,8,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.25, 'max_depth': 8, 'min_child_weight': 8, 'subsample': 0.75}",154,0.7073764520806113,0.6520934890144721,0.575143227204695,0.655239943747556,0.6370095604801291,0.057239258123232606,0.0011517841448151754,0.04240074935145134
grid search,8.144760942459106,0.052309274673461914,0.6426629216417645,0.25,0.625,0.25,8,8,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.25, 'max_depth': 8, 'min_child_weight': 8, 'subsample': 0.875}",244,0.7071532835425448,0.6457697468039729,0.58909804583374,0.639244256650181,0.6320492753783837,0.0603143736653028,0.0042206178592099795,0.03784756747359092
grid search,3.1894442081451415,0.016920185089111327,0.5936441705259661,0.25,0.625,0.5,2,2,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 2, 'min_child_weight': 2, 'subsample': 0.625}",721,0.6595178582260872,0.600335460671514,0.48624791476429874,0.6258000846990206,0.5963195342689096,0.014870753058514765,0.0007818750312204707,0.058239560839883346
grid search,3.002891445159912,0.01684870719909668,0.5951147983416727,0.25,0.625,0.5,2,2,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 2, 'min_child_weight': 2, 'subsample': 0.75}",703,0.6599668122353393,0.6071331138953113,0.478364814347648,0.6268268421953043,0.6032824090347608,0.02387850747225827,0.0005027784337024615,0.06173029396856081
grid search,2.828583097457886,0.017780399322509764,0.5962192614340825,0.25,0.625,0.5,2,2,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 2, 'min_child_weight': 2, 'subsample': 0.875}",685,0.6654283281978559,0.602417306868416,0.48298764863665655,0.6323988629788913,0.5978641604885928,0.013452384163319734,0.0002448911232922583,0.06158145514205614
grid search,3.1970276832580566,0.01666250228881836,0.5951697650806032,0.25,0.625,0.5,2,5,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 2, 'min_child_weight': 5, 'subsample': 0.625}",694,0.6630585263152204,0.6079389562119701,0.48441787321658036,0.617602810916158,0.6028306587430866,0.003999476674413599,0.0004505168876827314,0.0593293325982156
grid search,2.9964884757995605,0.017014598846435545,0.5978345982342066,0.25,0.625,0.5,2,5,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 2, 'min_child_weight': 5, 'subsample': 0.75}",649,0.6657924088737441,0.6071300071894893,0.4899672469456454,0.6252998864115209,0.6009834417506337,0.013596669678567857,0.0005539087797337792,0.058488103745512075
grid search,2.817689847946167,0.017571067810058592,0.5965331331907044,0.25,0.625,0.5,2,5,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 2, 'min_child_weight': 5, 'subsample': 0.875}",676,0.6770389603281993,0.595631502348536,0.4882092016485525,0.6248330596607587,0.5969529419674754,0.016090016830226383,0.0008644907051074521,0.06167193423857583
grid search,3.1949735641479493,0.016829776763916015,0.5966031835554816,0.25,0.625,0.5,2,8,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 2, 'min_child_weight': 8, 'subsample': 0.625}",667,0.6623450340868325,0.5998092557400762,0.4809538179005084,0.6280068907397905,0.6119009193102001,0.018090056636504287,0.0005762756958008992,0.061526025600027213
grid search,3.02886700630188,0.017280769348144532,0.5948345414808454,0.25,0.625,0.5,2,8,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 2, 'min_child_weight': 8, 'subsample': 0.75}",712,0.663808058363611,0.6066906257055418,0.4729695570485767,0.6214609768936061,0.6092434893928915,0.02504967898655065,0.000544602195999157,0.06428930243472754
grid search,2.8115588665008544,0.016913461685180663,0.5967346182172379,0.25,0.625,0.5,2,8,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 2, 'min_child_weight': 8, 'subsample': 0.875}",658,0.6743599414938131,0.6062471866785162,0.47636683903249455,0.6188167682833337,0.6078823555980326,0.00794318147770665,0.00030069138713392015,0.0651405794242624
grid search,6.313973093032837,0.034998083114624025,0.6334381650337366,0.25,0.625,0.5,5,2,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.625}",379,0.6947911118169596,0.6346491504569498,0.5888575806292087,0.6212873870234015,0.6276055952421634,0.017734544848484756,0.0015079663171670152,0.03445210979652621
grid search,5.878651237487793,0.03617362976074219,0.6378267646631012,0.25,0.625,0.5,5,2,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.75}",325,0.712345586710396,0.6479285151165504,0.5766560558494734,0.6201092585208066,0.6320944071182795,0.035690379827096795,0.0019884384642785374,0.04414459370121265
grid search,5.426842880249024,0.03594985008239746,0.6519993214996126,0.25,0.625,0.5,5,2,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.875}",19,0.7168570784693828,0.6546539648012617,0.5990851703488436,0.6443951122812297,0.6450052815973454,0.022203739800200576,0.0008125073134104332,0.0377365174710297
grid search,6.234109020233154,0.03366079330444336,0.6435209948268035,0.25,0.625,0.5,5,5,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.625}",235,0.7039355176346938,0.6525850543444387,0.5648691111130422,0.650627881635325,0.6455874094065179,0.03623665121414738,0.0007871327424516801,0.04466087429079676
grid search,5.799858570098877,0.034533452987670896,0.6445046968811626,0.25,0.625,0.5,5,5,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.75}",181,0.713467020525355,0.6420726859992234,0.5823333499178189,0.6414754486091907,0.643174979354225,0.06018683254317094,0.0014289073167171292,0.04156425780972726
grid search,5.150904798507691,0.033765411376953124,0.6525216426788383,0.25,0.625,0.5,5,5,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.875}",1,0.7119210474317254,0.6613411516186739,0.586399747667545,0.6460028561328376,0.6569434105434095,0.09900360919920156,0.001226356522595142,0.04010043548866299
grid search,5.897419834136963,0.03147854804992676,0.6462663192385778,0.25,0.625,0.5,5,8,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 5, 'min_child_weight': 8, 'subsample': 0.625}",118,0.7148826751506632,0.6567499438132567,0.5661199692988035,0.6488159104781008,0.6447630974520647,0.013256353249777761,0.00034611111395903185,0.0474348146044098
grid search,5.441396474838257,0.03169879913330078,0.6444553270882426,0.25,0.625,0.5,5,8,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 5, 'min_child_weight': 8, 'subsample': 0.75}",190,0.7102056003294364,0.6514630564990054,0.5620927670827714,0.6577066358509572,0.6408085756790424,0.02094298400847751,0.0004817737295071021,0.04763337899667889
grid search,5.195633363723755,0.03374481201171875,0.6489719405683725,0.25,0.625,0.5,5,8,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 5, 'min_child_weight': 8, 'subsample': 0.875}",46,0.6943700665775547,0.6580140933742991,0.5751515808761349,0.660882755603658,0.6564412064102156,0.12928294367578905,0.0012955467884603691,0.03947113711213183
grid search,9.957280254364013,0.05499768257141113,0.6243003860814053,0.25,0.625,0.5,8,2,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 8, 'min_child_weight': 2, 'subsample': 0.625}",469,0.6651111708360958,0.6260502431554538,0.5929792490658786,0.6033747227633619,0.633986544586236,0.03964116373486383,0.0015003195737656354,0.025224198016585132
grid search,9.358239698410035,0.05861811637878418,0.6255156778926412,0.25,0.625,0.5,8,2,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 8, 'min_child_weight': 2, 'subsample': 0.75}",460,0.6728031755246657,0.6331783504337418,0.6031666617618217,0.5912690695299347,0.627161132213042,0.0432428820675796,0.001891634867411775,0.028177438524662306
grid search,8.753876733779908,0.05938334465026855,0.6286411046119158,0.25,0.625,0.5,8,2,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 8, 'min_child_weight': 2, 'subsample': 0.875}",442,0.704404131142797,0.6102566145440274,0.6100096787459005,0.585812264861757,0.6327228337650974,0.051250496981472334,0.0012933792766817163,0.040684458264061564
grid search,9.62487335205078,0.05223140716552734,0.6328396286024692,0.25,0.625,0.5,8,5,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 8, 'min_child_weight': 5, 'subsample': 0.625}",397,0.6861092595347108,0.6249052796940553,0.5833797281029779,0.6386037285077264,0.6312001471728759,0.07048092225467384,0.0015251109127678458,0.03281097979869857
grid search,9.0322735786438,0.05350041389465332,0.6356575086444923,0.25,0.625,0.5,8,5,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 8, 'min_child_weight': 5, 'subsample': 0.75}",352,0.690443397178333,0.6327563987153317,0.5928852987669228,0.623998637649683,0.6382038109121908,0.09887936351819375,0.002253546161827587,0.031565122800922045
grid search,8.343840646743775,0.05349798202514648,0.6379213720588126,0.25,0.625,0.5,8,5,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 8, 'min_child_weight': 5, 'subsample': 0.875}",316,0.7063492101667086,0.637347057559317,0.5898429790021498,0.6165839028941604,0.6394837106717268,0.043460305736177825,0.0011738908194252925,0.038605593471593216
grid search,9.369960451126099,0.049627685546875,0.6377815762498568,0.25,0.625,0.5,8,8,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 8, 'min_child_weight': 8, 'subsample': 0.625}",334,0.6888795863017565,0.657160732526878,0.5739894645109187,0.6357174320178348,0.6331606658918956,0.12202296889014733,0.0015354196077497174,0.03763404138099792
grid search,8.759430980682373,0.05082626342773437,0.6453725345054927,0.25,0.625,0.5,8,8,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 8, 'min_child_weight': 8, 'subsample': 0.75}",154,0.7073764520806113,0.6520934890144721,0.575143227204695,0.655239943747556,0.6370095604801291,0.06590062685273818,0.0004361314215838244,0.04240074935145134
grid search,8.085527992248535,0.0507662296295166,0.6426629216417645,0.25,0.625,0.5,8,8,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.5, 'max_depth': 8, 'min_child_weight': 8, 'subsample': 0.875}",244,0.7071532835425448,0.6457697468039729,0.58909804583374,0.639244256650181,0.6320492753783837,0.03725694161140636,0.0009137022682209631,0.03784756747359092
grid search,3.195902109146118,0.016847562789916993,0.5936441705259661,0.25,0.625,0.75,2,2,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.75, 'max_depth': 2, 'min_child_weight': 2, 'subsample': 0.625}",721,0.6595178582260872,0.600335460671514,0.48624791476429874,0.6258000846990206,0.5963195342689096,0.014696739032632697,0.0003152082036513922,0.058239560839883346
grid search,2.983694887161255,0.016957664489746095,0.5951147983416727,0.25,0.625,0.75,2,2,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.75, 'max_depth': 2, 'min_child_weight': 2, 'subsample': 0.75}",703,0.6599668122353393,0.6071331138953113,0.478364814347648,0.6268268421953043,0.6032824090347608,0.009506588180243209,0.0005827930901697764,0.06173029396856081
grid search,2.814522886276245,0.017369556427001952,0.5962192614340825,0.25,0.625,0.75,2,2,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.75, 'max_depth': 2, 'min_child_weight': 2, 'subsample': 0.875}",685,0.6654283281978559,0.602417306868416,0.48298764863665655,0.6323988629788913,0.5978641604885928,0.010528448763977107,0.0007834604201101443,0.06158145514205614
grid search,3.198343801498413,0.01723332405090332,0.5951697650806032,0.25,0.625,0.75,2,5,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.75, 'max_depth': 2, 'min_child_weight': 5, 'subsample': 0.625}",694,0.6630585263152204,0.6079389562119701,0.48441787321658036,0.617602810916158,0.6028306587430866,0.0034897971113116368,0.0006336651372873212,0.0593293325982156
grid search,3.00693678855896,0.016662788391113282,0.5978345982342066,0.25,0.625,0.75,2,5,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.75, 'max_depth': 2, 'min_child_weight': 5, 'subsample': 0.75}",649,0.6657924088737441,0.6071300071894893,0.4899672469456454,0.6252998864115209,0.6009834417506337,0.021376850796174345,0.00044093535526525416,0.058488103745512075
grid search,2.8092273235321046,0.017705678939819336,0.5965331331907044,0.25,0.625,0.75,2,5,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.75, 'max_depth': 2, 'min_child_weight': 5, 'subsample': 0.875}",676,0.6770389603281993,0.595631502348536,0.4882092016485525,0.6248330596607587,0.5969529419674754,0.008384298317399732,0.00042786082997265713,0.06167193423857583
grid search,3.2161596775054933,0.01706728935241699,0.5966031835554816,0.25,0.625,0.75,2,8,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.75, 'max_depth': 2, 'min_child_weight': 8, 'subsample': 0.625}",667,0.6623450340868325,0.5998092557400762,0.4809538179005084,0.6280068907397905,0.6119009193102001,0.03274656641430886,0.0008172638712027893,0.061526025600027213
grid search,2.978917121887207,0.016548585891723634,0.5948345414808454,0.25,0.625,0.75,2,8,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.75, 'max_depth': 2, 'min_child_weight': 8, 'subsample': 0.75}",712,0.663808058363611,0.6066906257055418,0.4729695570485767,0.6214609768936061,0.6092434893928915,0.022136505616307624,0.000635686858396976,0.06428930243472754
grid search,2.802611541748047,0.017403554916381837,0.5967346182172379,0.25,0.625,0.75,2,8,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.75, 'max_depth': 2, 'min_child_weight': 8, 'subsample': 0.875}",658,0.6743599414938131,0.6062471866785162,0.47636683903249455,0.6188167682833337,0.6078823555980326,0.00967240940860523,0.0007353659748637843,0.0651405794242624
grid search,6.284088850021362,0.03514695167541504,0.6334381650337366,0.25,0.625,0.75,5,2,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.75, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.625}",379,0.6947911118169596,0.6346491504569498,0.5888575806292087,0.6212873870234015,0.6276055952421634,0.015570414707196237,0.0003056851621135575,0.03445210979652621
grid search,5.834915971755981,0.03478784561157226,0.6378267646631012,0.25,0.625,0.75,5,2,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.75, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.75}",325,0.712345586710396,0.6479285151165504,0.5766560558494734,0.6201092585208066,0.6320944071182795,0.03407160730911963,0.0007025988882862144,0.04414459370121265
grid search,5.406724548339843,0.035183954238891604,0.6519993214996126,0.25,0.625,0.75,5,2,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.75, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.875}",19,0.7168570784693828,0.6546539648012617,0.5990851703488436,0.6443951122812297,0.6450052815973454,0.027475965942576185,0.0007326448524578411,0.0377365174710297
grid search,6.21995267868042,0.03301858901977539,0.6435209948268035,0.25,0.625,0.75,5,5,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.75, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.625}",235,0.7039355176346938,0.6525850543444387,0.5648691111130422,0.650627881635325,0.6455874094065179,0.01282119244274912,0.0009227649762855811,0.04466087429079676
grid search,5.771015262603759,0.035438156127929686,0.6445046968811626,0.25,0.625,0.75,5,5,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.75, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.75}",181,0.713467020525355,0.6420726859992234,0.5823333499178189,0.6414754486091907,0.643174979354225,0.03252019114058492,0.00140732258334604,0.04156425780972726
grid search,5.335089921951294,0.035418128967285155,0.6525216426788383,0.25,0.625,0.75,5,5,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.75, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.875}",1,0.7119210474317254,0.6613411516186739,0.586399747667545,0.6460028561328376,0.6569434105434095,0.030709470331332207,0.001395684756281009,0.04010043548866299
