experiment_name,mean_fit_time,mean_score_time,mean_test_score,param_alpha,param_colsample_bytree,param_lambda,param_max_depth,param_min_child_weight,param_subsample,params,rank_test_score,run_number,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_fit_time,std_score_time,std_test_score
random search for 1 group,0.9208480834960937,0.0056591033935546875,0.6283601687629187,,,,9,5,,"{'max_depth': 9, 'min_child_weight': 5}",217,7,0.6675066356595779,0.6193587218263101,0.60506741246331,0.6075205344885053,0.6423475393768898,0.059481172385263126,5.5834353128401745e-05,0.023604920278876885
random search for 1 group,0.34501080513000487,0.004760122299194336,0.649218409527402,,,,4,9,,"{'max_depth': 4, 'min_child_weight': 9}",65,7,0.7076490539837288,0.6347110150307216,0.555109332444599,0.6764509894968633,0.672171656681097,0.011237453717498656,0.00011869765158498386,0.052439656869076964
random search for 1 group,0.3143044948577881,0.004685831069946289,0.6474590208487027,,,,3,3,,"{'max_depth': 3, 'min_child_weight': 3}",89,7,0.704132685508851,0.6332856156001344,0.5490708601436938,0.6811237481839766,0.6696821948068575,0.008858437021716188,0.00017122201854621739,0.0542590143231491
random search for 1 group,0.6092141628265381,0.005268192291259766,0.6392722735171613,,,,7,5,,"{'max_depth': 7, 'min_child_weight': 5}",157,7,0.6905585114381925,0.6184113511283627,0.6225688548685377,0.6123903160529944,0.6524323340977192,0.013148554901613091,0.0002223073233610933,0.029121426164061784
random search for 1 group,0.414002799987793,0.005008268356323242,0.6475159499747634,,,,5,3,,"{'max_depth': 5, 'min_child_weight': 3}",83,7,0.7213059058477109,0.6298917951505261,0.5944498742897433,0.6384366489595725,0.6534955256262637,0.007625775630194343,0.00021466684568045063,0.04168876549264796
random search for 1 group,0.7795905590057373,0.005417013168334961,0.635256722818928,,,,9,8,,"{'max_depth': 9, 'min_child_weight': 8}",175,7,0.6750541508207026,0.6264736439193792,0.6120360769641002,0.6183778747533848,0.6443418676370729,0.042241749227436357,0.00014738168786530316,0.02266103048324953
random search for 1 group,0.41226763725280763,0.005039882659912109,0.6506950391443072,,,,5,4,,"{'max_depth': 5, 'min_child_weight': 4}",47,7,0.7225733239105259,0.6176451255877349,0.6154086497298282,0.6410766688309115,0.6567714276625352,0.011417503952002224,0.0001679556530797462,0.039072623228677245
random search for 1 group,0.3162368297576904,0.004929208755493164,0.6445199774469427,,,,3,4,,"{'max_depth': 3, 'min_child_weight': 4}",112,7,0.7120550716578278,0.6345999166298066,0.5487146045077389,0.6699830714344861,0.657247223004854,0.008724023236921584,0.0001607981297127647,0.0541265516648134
random search for 1 group,0.7990204334259033,0.0054951667785644535,0.6339744175865637,,,,9,7,,"{'max_depth': 9, 'min_child_weight': 7}",188,7,0.67974759813655,0.6199409022501351,0.6038073678905376,0.6306376447973692,0.6357385748582267,0.0607015821768229,0.00018110163529118137,0.025363047140467162
random search for 1 group,0.9853949069976806,0.005553150177001953,0.628941341671297,,,,9,4,,"{'max_depth': 9, 'min_child_weight': 4}",213,7,0.6768474288523698,0.6050411240723713,0.6024358420722264,0.612536119102078,0.6478461942574396,0.06452571507724751,6.938260849475963e-05,0.02896646294638775
random search for 1 group,0.3961578369140625,0.004978561401367187,0.6535561668980392,,,,5,7,,"{'max_depth': 5, 'min_child_weight': 7}",20,7,0.7184080545715117,0.6324705232803323,0.5853317524092747,0.664825863758102,0.6667446404709756,0.010807318163486106,0.0001648944398612452,0.04383123164233953
random search for 1 group,0.8775574684143066,0.005540370941162109,0.6314537832939452,,,,8,3,,"{'max_depth': 8, 'min_child_weight': 3}",200,7,0.699797748227383,0.610777301655608,0.5971163865046354,0.6102091190144437,0.6393683610676562,0.031803672514698816,0.00010122164597235487,0.03685497946197997
random search for 1 group,0.46662158966064454,0.004954099655151367,0.6476388847901207,,,,6,7,,"{'max_depth': 6, 'min_child_weight': 7}",80,7,0.699406370757079,0.6378901233182898,0.5893328963335072,0.6548855438281411,0.6566794897135867,0.012230452180241085,5.491417037462562e-05,0.035521108789203504
random search for 1 group,1.1202642440795898,0.005586814880371094,0.6123808516305624,,,,9,3,,"{'max_depth': 9, 'min_child_weight': 3}",228,7,0.6706726775744859,0.5878327607985796,0.5942972166307536,0.573205302172505,0.635896300976488,0.06577811082652626,0.00010936376391405716,0.0358197253575729
random search for 1 group,0.53000807762146,0.005244588851928711,0.6312042965351058,,,,6,1,,"{'max_depth': 6, 'min_child_weight': 1}",203,7,0.6781255468896761,0.6239661746742327,0.6079173887139948,0.6053591515398546,0.6406532208577704,0.006964104823719392,0.00032621435440710253,0.026659061909448466
