mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_colsample_bytree,param_lambda,param_max_depth,param_min_child_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,run_number,experiment_name
0.7398043632507324,0.026329199408649685,0.005774068832397461,0.0005627412748108667,0.8239353283997506,0.6591648561558658,0.12492537641684365,7,4,0.9571574911644136,"{'alpha': 0.8239353283997506, 'colsample_bytree': 0.6591648561558658, 'lambda': 0.12492537641684365, 'max_depth': 7, 'min_child_weight': 4, 'subsample': 0.9571574911644136}",0.7016532585246921,0.630886974560335,0.6110058636588975,0.6271241253303603,0.6540559984838683,0.6449452441116307,0.031514801306089885,316,6,random search
0.38038034439086915,0.010214240857919563,0.005106639862060547,0.00014409908468453043,0.8616123197955499,0.9256857077832868,0.15398061344604652,4,5,0.7551039701674649,"{'alpha': 0.8616123197955499, 'colsample_bytree': 0.9256857077832868, 'lambda': 0.15398061344604652, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 0.7551039701674649}",0.7154569369012226,0.6380109075191689,0.5711249486843548,0.6773629906148133,0.6726573398554505,0.6549226247150021,0.04856037434233435,66,6,random search
0.28724236488342286,0.008547792751230392,0.005217933654785156,0.00028802810066651805,0.009243255803814243,0.8312907682398949,0.3379583234660446,1,2,0.6488688394280981,"{'alpha': 0.009243255803814243, 'colsample_bytree': 0.8312907682398949, 'lambda': 0.3379583234660446, 'max_depth': 1, 'min_child_weight': 2, 'subsample': 0.6488688394280981}",0.39861220344921877,0.3942595264035338,0.304753594244489,0.40443112529287883,0.4007076141534137,0.3805528127087068,0.03804188992981199,727,6,random search
0.5431222915649414,0.020343063372095814,0.0055106163024902345,0.00011813648052578909,0.8607234070333785,0.6913543639708193,0.5944846293122376,6,3,0.5136880267286559,"{'alpha': 0.8607234070333785, 'colsample_bytree': 0.6913543639708193, 'lambda': 0.5944846293122376, 'max_depth': 6, 'min_child_weight': 3, 'subsample': 0.5136880267286559}",0.6907883108050383,0.6400617697240671,0.5936861494208499,0.630191400088491,0.6434220996111382,0.6396299459299168,0.031085893209925664,418,6,random search
0.8418614387512207,0.02762513310804396,0.006081771850585937,0.0007277563848546231,0.7927917209757439,0.6712759370861628,0.237987393094658,8,5,0.7693585805864416,"{'alpha': 0.7927917209757439, 'colsample_bytree': 0.6712759370861628, 'lambda': 0.237987393094658, 'max_depth': 8, 'min_child_weight': 5, 'subsample': 0.7693585805864416}",0.6780281216114907,0.6348397016423375,0.605320398637488,0.6259645514892674,0.6335111370911397,0.6355327820943446,0.02372661139212904,462,6,random search
0.3766769886016846,0.011918623277276273,0.005718612670898437,0.0008503979252410713,0.43760611829560603,0.5865535537535631,0.560234700114967,4,7,0.546804155732995,"{'alpha': 0.43760611829560603, 'colsample_bytree': 0.5865535537535631, 'lambda': 0.560234700114967, 'max_depth': 4, 'min_child_weight': 7, 'subsample': 0.546804155732995}",0.7057090756146442,0.6400262593110286,0.5689582153868125,0.6632639603228871,0.6522147896063217,0.6460344600483389,0.04443637668254595,287,6,random search
0.5360615253448486,0.019225846320104358,0.005637216567993164,0.00023829439743869264,0.08157478382942096,0.5609268546728792,0.7096081780101445,6,5,0.707000161229232,"{'alpha': 0.08157478382942096, 'colsample_bytree': 0.5609268546728792, 'lambda': 0.7096081780101445, 'max_depth': 6, 'min_child_weight': 5, 'subsample': 0.707000161229232}",0.6944002844539126,0.6374758457868186,0.6020576908023163,0.6551055171107418,0.6390920708831211,0.6456262818073821,0.029920250259631694,298,6,random search
0.4466104984283447,0.009774504746944258,0.005185747146606445,0.00015192495819114595,0.11433256727514451,0.6788085344658836,0.7276333456374354,5,4,0.878615656701335,"{'alpha': 0.11433256727514451, 'colsample_bytree': 0.6788085344658836, 'lambda': 0.7276333456374354, 'max_depth': 5, 'min_child_weight': 4, 'subsample': 0.878615656701335}",0.7011560760196922,0.6504284137165908,0.5798437845551525,0.6271566093775367,0.6521764402236709,0.6421522647785286,0.03938945255835626,379,6,random search
0.38250093460083007,0.009460789345339508,0.005203771591186524,0.00019348330348307875,0.6626139554215787,0.6531962933391167,0.6649362579415536,4,3,0.8043016210842462,"{'alpha': 0.6626139554215787, 'colsample_bytree': 0.6531962933391167, 'lambda': 0.6649362579415536, 'max_depth': 4, 'min_child_weight': 3, 'subsample': 0.8043016210842462}",0.7215048932614614,0.6447472103609745,0.5826099526467423,0.6446521464124573,0.6731930130417219,0.6533414431446715,0.04515008133348393,95,6,random search
0.3855288982391357,0.012416845404972237,0.005266523361206055,0.00010917879998163258,0.13549706931430883,0.5413722448913738,0.6761447549720782,4,4,0.9029602732750913,"{'alpha': 0.13549706931430883, 'colsample_bytree': 0.5413722448913738, 'lambda': 0.6761447549720782, 'max_depth': 4, 'min_child_weight': 4, 'subsample': 0.9029602732750913}",0.7127333331953822,0.6458992495698184,0.5803537752714247,0.6608471292602303,0.6548185043198701,0.6509303983233451,0.04228341012431477,146,6,random search
