experiment_name,mean_fit_time,mean_score_time,mean_test_score,param_alpha,param_colsample_bytree,param_lambda,param_max_depth,param_min_child_weight,param_subsample,params,rank_test_score,run_number,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_fit_time,std_score_time,std_test_score
random search for 1 group,0.5050822734832764,0.004928493499755859,0.6405056126148437,,,,5,2,,"{'max_depth': 5, 'min_child_weight': 2}",158,4,0.7066092428485564,0.6283856452346024,0.5866734139006866,0.6303809451657538,0.6504788159246193,0.17041908822122676,0.00023942214514271297,0.039029380812374684
random search for 1 group,0.6956043720245362,0.005274677276611328,0.643484098778365,,,,8,6,,"{'max_depth': 8, 'min_child_weight': 6}",148,4,0.6959995288226339,0.6335452090179006,0.6102195060162341,0.6217139167663233,0.6559423332687333,0.04123117075049084,0.00031301072973008047,0.03030621548623321
random search for 1 group,0.8029358386993408,0.005332660675048828,0.6339744175865637,,,,9,7,,"{'max_depth': 9, 'min_child_weight': 7}",193,4,0.67974759813655,0.6199409022501351,0.6038073678905376,0.6306376447973692,0.6357385748582267,0.0638586283086828,0.00022686894751983332,0.025363047140467162
random search for 1 group,0.35611629486083984,0.0053008079528808595,0.6350066618630212,,,,4,1,,"{'max_depth': 4, 'min_child_weight': 1}",186,4,0.6805950419924609,0.6438366011921748,0.5630578210784793,0.6348287465812052,0.6527150984707865,0.00816343695480947,0.0005961478223423241,0.03910632762753599
random search for 1 group,0.5059701919555664,0.0049397945404052734,0.6474485754399055,,,,6,4,,"{'max_depth': 6, 'min_child_weight': 4}",111,4,0.7346023790738694,0.6248150799140801,0.6127151554419047,0.6092402704216315,0.6558699923480416,0.013193229227281174,8.065147631844623e-05,0.04657309503877257
random search for 1 group,0.9500959873199463,0.005523395538330078,0.6228384289470545,,,,8,2,,"{'max_depth': 8, 'min_child_weight': 2}",230,4,0.6445139820908323,0.6206593012809565,0.6104128396926273,0.5875407912687381,0.6510652304021182,0.028793485911436833,0.0003344793067787809,0.023115574904582884
random search for 1 group,0.3504207611083984,0.004735565185546875,0.6517914850028206,,,,4,6,,"{'max_depth': 4, 'min_child_weight': 6}",37,4,0.7061073593817335,0.6408930881623333,0.5673045562636321,0.6658087282405926,0.6788436929658119,0.00637438020361688,0.00010813764756547913,0.047191811693723114
random search for 1 group,0.31819796562194824,0.004792451858520508,0.6483210879979175,,,,3,6,,"{'max_depth': 3, 'min_child_weight': 6}",85,4,0.7064330630194322,0.6358017815723074,0.5508468211754239,0.6810647122074753,0.6674590620149485,0.011635071758713828,0.0002482377791017982,0.05380218274887263
random search for 1 group,0.3530098915100098,0.004698276519775391,0.6466490834757563,,,,4,4,,"{'max_depth': 4, 'min_child_weight': 4}",117,4,0.6982764339366263,0.6312214785967827,0.5751063699708179,0.6496660088745085,0.6789751260000463,0.00982398607913821,3.121153272540429e-05,0.04260476270959566
random search for 1 group,0.5004695892333985,0.004881572723388672,0.6474485754399055,,,,6,4,,"{'max_depth': 6, 'min_child_weight': 4}",111,4,0.7346023790738694,0.6248150799140801,0.6127151554419047,0.6092402704216315,0.6558699923480416,0.012322296821933507,3.8979330501707274e-05,0.04657309503877257
