split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_child_weight,params,experiment_name,run_number,iter_num,param_reg_alpha,param_reg_lambda,param_colsample_bytree,param_subsample
0.8061511530156654,0.6423290626881777,0.3083946957776519,0.5856249704938317,0.20712619057670012,195,0.32215436299641925,0.0035414439371878135,0.0013023217519124348,0.0001020729188888068,5.0,2.0,"OrderedDict([('max_depth', 5), ('min_child_weight', 2)])",BO for 1 group,8,1,,,,
0.6469148282308576,0.6573185377946087,0.2749058996290722,0.5263797552181795,0.1778695857959048,240,0.6099214553833008,0.022617716728840567,0.001629352569580078,0.00011242660056010696,9.0,1.0,"OrderedDict([('max_depth', 9), ('min_child_weight', 1)])",BO for 1 group,8,2,,,,
0.8081405063997423,0.6482059581980344,0.309295044293585,0.5885471696304538,0.20797608365064454,187,0.3421794573465983,0.002481796714849481,0.0014049212137858074,7.483010181077757e-05,14.0,18.0,"OrderedDict([('max_depth', 14), ('min_child_weight', 18)])",BO for 1 group,8,3,,,,
0.7862267633362452,0.6950309235392493,0.3287161141184421,0.6033246003313123,0.19771450094207876,135,0.3325114250183105,0.0034500386720335012,0.0013044675191243489,4.667987098170365e-05,8.0,13.0,"OrderedDict([('max_depth', 8), ('min_child_weight', 13)])",BO for 1 group,8,4,,,,
0.8317142676325753,0.6858378063317796,0.3106171156274682,0.609389729863941,0.2194975956644063,102,0.255037784576416,0.002765417588895477,0.0010582605997721355,4.175949036665469e-05,3.0,8.0,"OrderedDict([('max_depth', 3), ('min_child_weight', 8)])",BO for 1 group,8,5,,,,
0.7809898466453571,0.6575575075922431,0.28333421807740233,0.5739605241050009,0.21159178134238613,218,0.3901203473409017,0.0012453705924416211,0.0014360745747884116,5.364941936388114e-05,16.0,15.0,"OrderedDict([('max_depth', 16), ('min_child_weight', 15)])",BO for 1 group,8,6,,,,
0.7924522591906797,0.6744678746037942,0.3302321321890185,0.5990507553278308,0.19609125063138613,155,0.35679062207539874,0.0045937329094604355,0.001400152842203776,7.42796219711458e-05,11.0,14.0,"OrderedDict([('max_depth', 11), ('min_child_weight', 14)])",BO for 1 group,8,7,,,,
0.8430552282161391,0.6107700104530065,0.334136395985884,0.5959872115516766,0.20802803145597076,171,1.3532098929087322,0.018446848501518433,0.0022001266479492188,0.00040551923593634974,20.0,4.0,"OrderedDict([('max_depth', 20), ('min_child_weight', 4)])",BO for 1 group,8,8,,,,
0.8535152712792579,0.6070356166571865,0.18485341602434235,0.5484681013202622,0.2761035851002205,228,0.2323422431945801,0.004220346964385589,0.0010635852813720703,7.911498235614962e-05,2.0,19.0,"OrderedDict([('max_depth', 2), ('min_child_weight', 19)])",BO for 1 group,8,9,,,,
0.8215542681203128,0.6741703050666482,0.35123435600487785,0.6156529763972797,0.1964152289564412,59,0.3542986710866292,0.006505907135932517,0.0013821125030517578,7.910707855810963e-05,7.0,6.0,"OrderedDict([('max_depth', 7), ('min_child_weight', 6)])",BO for 1 group,8,10,,,,
