mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_child_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,experiment_name,run_number,param_alpha,param_lambda,param_colsample_bytree,param_subsample
0.3608651161193848,0.005563423890050718,0.0013039588928222654,3.423757207114804e-05,13.0,17.0,"{'max_depth': 13, 'min_child_weight': 17}",0.7147215823416101,0.8275727819874175,0.7937576234280671,0.4997281315055262,-0.08993488236084324,0.5491690473803554,0.3393046094533609,221,random search for 1 group,2,,,,
0.27564229965209963,0.003355681664795594,0.0010080814361572263,1.588404624832187e-05,4.0,7.0,"{'max_depth': 4, 'min_child_weight': 7}",0.7578516174720482,0.8686676344577987,0.7619918573074692,0.506960020157417,0.4728400029538719,0.6736622264697211,0.1555868101306225,4,random search for 1 group,2,,,,
0.901753044128418,0.024298627473933854,0.0018159866333007813,0.0001674958920015381,12.0,1.0,"{'max_depth': 12, 'min_child_weight': 1}",0.7665070949863858,0.7723741301484393,0.7872364536404233,0.5181830460205266,0.34630685113622073,0.6381215151863991,0.17679531732228848,71,random search for 1 group,2,,,,
0.3368404388427734,0.0018294946996545288,0.0012297630310058596,2.843765024485925e-05,9.0,17.0,"{'max_depth': 9, 'min_child_weight': 17}",0.7166134957964384,0.8222901644681323,0.7883257536180963,0.4907231132135485,-0.0836929222971583,0.5468519209598114,0.3357773287622664,229,random search for 1 group,2,,,,
0.7045178890228272,0.009098986088737805,0.0016354084014892575,4.466404128515155e-05,18.0,6.0,"{'max_depth': 18, 'min_child_weight': 6}",0.7264684078141134,0.875861933717797,0.7905898843553066,0.5179918575680909,0.2606091795828176,0.6343042526076251,0.2211090791179186,86,random search for 1 group,2,,,,
0.6653911590576171,0.03169855771730549,0.0015270233154296875,4.9887605016136046e-05,11.0,2.0,"{'max_depth': 11, 'min_child_weight': 2}",0.7549298733878858,0.8576665165576073,0.7194790071925264,0.5461153792358142,0.3582561288169398,0.6472893810381547,0.17597315499657498,43,random search for 1 group,2,,,,
0.4777244567871094,0.004515546443589253,0.0015019416809082034,2.7382910946969698e-05,16.0,10.0,"{'max_depth': 16, 'min_child_weight': 10}",0.7478648717561553,0.8519443870175545,0.7792366134705359,0.5276223374926428,0.2525822763986404,0.6318500972271057,0.2183260017922744,95,random search for 1 group,2,,,,
0.3069024562835693,0.0014253327838183835,0.0010859012603759766,4.2058442972442984e-05,5.0,5.0,"{'max_depth': 5, 'min_child_weight': 5}",0.7425427915582441,0.8743473476304882,0.7914989133333341,0.5047713853504165,0.3661870181934693,0.6558694912131904,0.18994038414838735,34,random search for 1 group,2,,,,
0.4006619930267334,0.004023306635815413,0.0014537334442138669,0.00014395291296010962,14.0,13.0,"{'max_depth': 14, 'min_child_weight': 13}",0.7236865843867586,0.8483178293402951,0.7612046914195616,0.5220409429354373,0.2833557488087437,0.6277211593781592,0.20270468720073315,110,random search for 1 group,2,,,,
0.4969186782836914,0.007552620842116219,0.0015489578247070313,5.2533390149877506e-05,16.0,9.0,"{'max_depth': 16, 'min_child_weight': 9}",0.764989825363697,0.8556986402435816,0.7822557373711454,0.5290660263215681,0.11424133012580327,0.6092503118851591,0.2706975668640401,171,random search for 1 group,2,,,,
