mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_child_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,experiment_name,run_number,param_alpha,param_lambda,param_colsample_bytree,param_subsample
0.2501675605773926,0.0070823153934690235,0.000983428955078125,3.9196884535438285e-05,3.0,18.0,"{'max_depth': 3, 'min_child_weight': 18}",0.7451047075508774,0.8350444635630627,0.7643173410320611,0.4752343967718633,0.1589761229554425,0.5957354063746614,0.2503114246882342,196,random search for 1 group,5,,,,
0.252516508102417,0.0016667183253349144,0.0009939193725585938,6.927697272084742e-05,3.0,16.0,"{'max_depth': 3, 'min_child_weight': 16}",0.7615319821945784,0.8359544251277787,0.7673431469172021,0.4565146991828333,0.2542022255973411,0.6151092958039467,0.22306657260253568,169,random search for 1 group,5,,,,
0.5335779190063477,0.00548977507666263,0.0015967845916748044,9.707584796164892e-05,17.0,9.0,"{'max_depth': 17, 'min_child_weight': 9}",0.7656623569067345,0.8546619893978349,0.7832626266637726,0.5301058258692769,0.1550697946019819,0.6177525186879201,0.25579455010839314,158,random search for 1 group,5,,,,
0.37010831832885743,0.009218948715428707,0.0012962818145751953,1.2333409458520474e-05,9.0,10.0,"{'max_depth': 9, 'min_child_weight': 10}",0.7298799233703251,0.8604202924648536,0.7800836236367183,0.5373160194638013,0.21584584174843705,0.624709140136827,0.2304641514034733,135,random search for 1 group,5,,,,
0.5300887584686279,0.002840567789783363,0.0014236927032470702,3.339991570169169e-05,18.0,15.0,"{'max_depth': 18, 'min_child_weight': 15}",0.7136514348860293,0.8380832781547676,0.7819288548931299,0.4972209428675851,0.20644995449129253,0.6074668930585607,0.23145833520376544,182,random search for 1 group,5,,,,
0.39871768951416015,0.008672003938218709,0.0014135360717773438,0.00012036586464211579,10.0,8.0,"{'max_depth': 10, 'min_child_weight': 8}",0.7648908078427121,0.8648693052498493,0.7846957621808507,0.4790661783506759,0.2566166046549233,0.6300277316558023,0.22780960208805284,117,random search for 1 group,5,,,,
0.3517442226409912,0.0027147386059333503,0.0013292312622070312,3.684794428263642e-05,11.0,17.0,"{'max_depth': 11, 'min_child_weight': 17}",0.7173231829578126,0.8156894754942909,0.793305460335663,0.4931755025475015,-0.09876401977948436,0.5441459203111567,0.3410976158224685,231,random search for 1 group,5,,,,
0.3230241298675537,0.002064647858781164,0.0011958599090576172,3.5748924111688285e-05,6.0,7.0,"{'max_depth': 6, 'min_child_weight': 7}",0.734378885818193,0.8598577259344597,0.7711116392121777,0.5162388641155181,0.32748187734202805,0.6418137984844753,0.193599071329709,69,random search for 1 group,5,,,,
0.3153194904327393,0.0039018921908834147,0.0011678218841552734,1.6249865976039405e-05,6.0,9.0,"{'max_depth': 6, 'min_child_weight': 9}",0.7392288005404409,0.8536438145542896,0.7683072858964375,0.5103853003548819,0.21357582620748766,0.6170282055107075,0.23149592809228495,161,random search for 1 group,5,,,,
0.2066754341125488,0.0010399069643241003,0.0008548736572265625,1.739286003595161e-05,1.0,11.0,"{'max_depth': 1, 'min_child_weight': 11}",0.7763660812561659,0.8252256550409298,0.6513468910578704,0.4350728470752373,0.4642912263903152,0.6304605401641037,0.15839615399286006,115,random search for 1 group,5,,,,
