mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_child_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,experiment_name,run_number,param_alpha,param_lambda,param_colsample_bytree,param_subsample
0.823019552230835,0.3063776417097481,0.0017391681671142581,9.797937330535048e-05,16.0,4.0,"{'max_depth': 16, 'min_child_weight': 4}",0.7527839873411967,0.8866370152552339,0.8001389813963533,0.554568166200712,0.3292466172368693,0.6646749534860732,0.20000826729642449,29,random search for 1 group,1,,,,
0.5439099788665771,0.008464548388376148,0.0014775276184082029,4.099729309589761e-05,18.0,14.0,"{'max_depth': 18, 'min_child_weight': 14}",0.7458317494685405,0.8382688639936204,0.7904729155334085,0.4934078055342624,0.1995042074052037,0.6134971083870071,0.2388165816633197,162,random search for 1 group,1,,,,
0.25258374214172363,0.001533458829610816,0.001041555404663086,3.9509519567326395e-05,3.0,18.0,"{'max_depth': 3, 'min_child_weight': 18}",0.7451047075508774,0.8350444635630627,0.7643173410320611,0.4752343967718633,0.1589761229554425,0.5957354063746614,0.2503114246882342,197,random search for 1 group,1,,,,
0.27128167152404786,0.00102631013546116,0.0010686874389648434,6.843711352870294e-05,4.0,13.0,"{'max_depth': 4, 'min_child_weight': 13}",0.7378649326255299,0.849539228249896,0.7626201355814357,0.4890263278875785,0.2683037918204865,0.6214708832329853,0.21342652640601173,139,random search for 1 group,1,,,,
0.3293715476989746,0.004526488305776845,0.0012215137481689452,8.491986511033533e-06,8.0,16.0,"{'max_depth': 8, 'min_child_weight': 16}",0.7174055253350909,0.8197046444183254,0.7948267392832703,0.4928731775251522,0.056986824201187614,0.5763593821526053,0.284097419073662,203,random search for 1 group,1,,,,
0.5289321899414062,0.027769810862273224,0.001540231704711914,4.1430097403554055e-05,12.0,4.0,"{'max_depth': 12, 'min_child_weight': 4}",0.7617060838806999,0.8895866377491732,0.7892111121760189,0.5569103726797036,0.3323140453283636,0.6659456503627919,0.19878554555097727,25,random search for 1 group,1,,,,
0.9611131191253662,0.02862975489315632,0.0017848014831542969,3.916310927010675e-05,18.0,3.0,"{'max_depth': 18, 'min_child_weight': 3}",0.7496000096139505,0.8878803201484218,0.8111854773935543,0.5193650349958485,0.3589423512565028,0.6653946386816555,0.1965110893688384,27,random search for 1 group,1,,,,
0.4205168724060059,0.006336596452251249,0.0014422416687011716,3.464752735502356e-05,13.0,10.0,"{'max_depth': 13, 'min_child_weight': 10}",0.7402304852381048,0.8554949691722114,0.7669490336876323,0.5225313964210101,0.22820758561900126,0.6226826940275919,0.2255981866069149,135,random search for 1 group,1,,,,
0.33356585502624514,0.0024498001896524173,0.0012444019317626952,2.652629296466343e-05,9.0,18.0,"{'max_depth': 9, 'min_child_weight': 18}",0.6929975261622583,0.8235169225919149,0.7798268980131753,0.4975031655574503,0.04416499386098383,0.5676019012371565,0.28465981061940226,215,random search for 1 group,1,,,,
0.4182848930358887,0.0025390116868900803,0.0013737201690673829,2.413210625892866e-05,16.0,15.0,"{'max_depth': 16, 'min_child_weight': 15}",0.7137851408577882,0.8380832781547676,0.7828514770536861,0.496254524013452,0.20644995449129253,0.6074848749141972,0.23170240120587315,176,random search for 1 group,1,,,,
0.350324296951294,0.004161276200188885,0.0012766838073730471,2.6460552785974866e-05,9.0,13.0,"{'max_depth': 9, 'min_child_weight': 13}",0.7188051582344288,0.8475388494702456,0.7462654670341367,0.5014711006330238,0.2453855906310778,0.6118932332005824,0.21519099090324148,172,random search for 1 group,1,,,,
1.4067396640777587,0.04104740267503601,0.00196528434753418,4.6815356401130374e-05,18.0,1.0,"{'max_depth': 18, 'min_child_weight': 1}",0.7642441712250482,0.7804986368583786,0.7987079223133047,0.5340818669239239,0.35570071539513204,0.6466466625431575,0.17446405313061805,61,random search for 1 group,1,,,,
0.3064100742340088,0.0027023991047126408,0.001250314712524414,0.00010763128366080092,6.0,13.0,"{'max_depth': 6, 'min_child_weight': 13}",0.6735811973771834,0.8321987011658675,0.7598431926629738,0.5031661561012025,0.24208917424061396,0.6021756843095682,0.2108713162951169,187,random search for 1 group,1,,,,
0.3492769718170166,0.004326730952243763,0.001336669921875,2.279590841090763e-05,10.0,16.0,"{'max_depth': 10, 'min_child_weight': 16}",0.7128837052335302,0.7999232347567732,0.8008346637501502,0.4870847614775478,0.06081660685256263,0.5723085944141129,0.2802431464590897,207,random search for 1 group,1,,,,
0.5554792881011963,0.002890072834761971,0.0015404224395751953,0.00015712164236058202,18.0,13.0,"{'max_depth': 18, 'min_child_weight': 13}",0.7218319340409548,0.8492254614283805,0.7548976518847451,0.5208092470210689,0.2707284223040666,0.6234985433358431,0.2063393674881084,132,random search for 1 group,1,,,,
0.9112922191619872,0.02706366339188237,0.0017544269561767581,4.625925044233813e-05,12.0,1.0,"{'max_depth': 12, 'min_child_weight': 1}",0.7665070949863858,0.7723741301484393,0.7872364536404233,0.5181830460205266,0.34630685113622073,0.6381215151863991,0.17679531732228848,84,random search for 1 group,1,,,,
0.43305745124816897,0.007823021209544123,0.00147705078125,4.44117947995172e-05,14.0,10.0,"{'max_depth': 14, 'min_child_weight': 10}",0.7389437146110052,0.8537581592064596,0.7780362851147276,0.5259136361322981,0.21604165281328136,0.6225386895755542,0.2305507827172947,136,random search for 1 group,1,,,,
0.3297982692718506,0.0010018510218012225,0.0012843608856201172,4.807596993941509e-05,9.0,19.0,"{'max_depth': 9, 'min_child_weight': 19}",0.6901516849465543,0.8218770255979126,0.7778414465404015,0.5005757252106784,-0.13007661630083378,0.5320738531989426,0.3489445703503425,243,random search for 1 group,1,,,,
0.3394755363464356,0.003693451543655717,0.001262187957763672,2.8638031484788507e-05,9.0,16.0,"{'max_depth': 9, 'min_child_weight': 16}",0.7046876158810179,0.7873623203202418,0.7935855289540044,0.4799603847113454,0.08214148039223368,0.5695474660517685,0.2688827493405602,208,random search for 1 group,1,,,,
0.3110692501068115,0.003373610351593102,0.0011817455291748048,3.0994268563730264e-05,7.0,19.0,"{'max_depth': 7, 'min_child_weight': 19}",0.7007251697500437,0.8200731084054581,0.7772186870614284,0.5096613578677696,-0.058395505840184166,0.5498565634489031,0.32219810276762023,228,random search for 1 group,1,,,,
0.43384175300598143,0.004184307001218989,0.0013133525848388673,2.274148339964124e-05,17.0,18.0,"{'max_depth': 17, 'min_child_weight': 18}",0.6967856220817703,0.8252737461790689,0.788890529616149,0.5027913588698192,0.02460749370402704,0.5676697500901668,0.29363078191965925,212,random search for 1 group,1,,,,
0.7304667472839356,0.01869251594229247,0.0016843318939208985,3.2073316399474454e-05,17.0,4.0,"{'max_depth': 17, 'min_child_weight': 4}",0.7474651685460028,0.8866726786668928,0.8037351430135315,0.5576458983749483,0.32655283989627193,0.6644143456995295,0.20062721089665947,34,random search for 1 group,1,,,,
0.386191987991333,0.004359501890280751,0.0013481616973876956,3.931018462775036e-05,11.0,11.0,"{'max_depth': 11, 'min_child_weight': 11}",0.7558859115368896,0.8489420443833136,0.7741555538962501,0.4934559944223651,0.2455942464756372,0.6236067501428912,0.2239515062795936,129,random search for 1 group,1,,,,
0.450460147857666,0.006668528044920182,0.0015289783477783205,9.765469002222784e-05,15.0,10.0,"{'max_depth': 15, 'min_child_weight': 10}",0.7430690062998038,0.8518952406186142,0.7788263472771606,0.5320174959428203,0.22149418812553606,0.625460455652787,0.2282743576316921,121,random search for 1 group,1,,,,
0.5081631183624268,0.004050216407966472,0.0013339996337890625,3.066044387642678e-05,18.0,18.0,"{'max_depth': 18, 'min_child_weight': 18}",0.6967856220817703,0.8252737461790689,0.788890529616149,0.5027913588698192,0.02460749370402704,0.5676697500901668,0.29363078191965925,212,random search for 1 group,1,,,,
0.25268006324768066,0.0023781829653339733,0.0010982036590576171,0.00012743934938786987,3.0,9.0,"{'max_depth': 3, 'min_child_weight': 9}",0.7856732081517277,0.8148343096606037,0.7801888203942875,0.5049816736974748,0.374599893271426,0.6520555810351039,0.17853912999108185,54,random search for 1 group,1,,,,
0.3518978118896484,0.001756674145761631,0.0012948036193847655,3.8132187839232185e-05,10.0,15.0,"{'max_depth': 10, 'min_child_weight': 15}",0.7218538084365143,0.8335228965859874,0.7764988529826815,0.5019271163989509,0.1741050259863779,0.6015815400781024,0.24146447026732126,191,random search for 1 group,1,,,,
0.25240225791931153,0.0018838949189855269,0.0009881973266601565,3.282441154693131e-05,3.0,15.0,"{'max_depth': 3, 'min_child_weight': 15}",0.754172553002167,0.8367889908148854,0.7657379902042303,0.4519380406332351,0.25377955201161506,0.6124834253332265,0.22285378459601166,168,random search for 1 group,1,,,,
0.34705252647399903,0.0026373585504860485,0.001348876953125,0.0001541090630530272,9.0,14.0,"{'max_depth': 9, 'min_child_weight': 14}",0.7454716339885825,0.8432968603593887,0.7767454865323622,0.4762803154761045,0.16064042554139069,0.6004869443795657,0.25295712522030445,192,random search for 1 group,1,,,,
0.2542845726013184,0.0016281823940089489,0.0009542465209960938,3.2509525115698215e-05,3.0,2.0,"{'max_depth': 3, 'min_child_weight': 2}",0.7848963721797322,0.8399033394027046,0.7474665670520918,0.5340111498229274,0.5187363779463352,0.6850027612807582,0.13290419601361694,5,random search for 1 group,1,,,,
0.3809966087341309,0.004873578097208509,0.0014098644256591794,0.00016209690473945084,11.0,12.0,"{'max_depth': 11, 'min_child_weight': 12}",0.7409124012674726,0.8424860516964476,0.7380388008327974,0.5162274473647865,0.3048118360033845,0.6284953074329778,0.1938063366579468,108,random search for 1 group,1,,,,
0.3527109622955322,0.0029571197632914524,0.001271677017211914,3.711661968835546e-05,11.0,17.0,"{'max_depth': 11, 'min_child_weight': 17}",0.7173231829578126,0.8156894754942909,0.793305460335663,0.4931755025475015,-0.09876401977948436,0.5441459203111567,0.3410976158224685,232,random search for 1 group,1,,,,
0.3311766624450684,0.004134510110004288,0.0013014793395996096,0.0001419451716634664,8.0,15.0,"{'max_depth': 8, 'min_child_weight': 15}",0.7389190203532778,0.8316297828812401,0.7797178098093159,0.49195655981969105,0.1893968103178878,0.6063239966362826,0.23887977786829276,182,random search for 1 group,1,,,,
0.2751183032989502,0.0018143009244517983,0.001086759567260742,4.244263232465705e-05,4.0,8.0,"{'max_depth': 4, 'min_child_weight': 8}",0.7574289791357802,0.8401523931395563,0.7648200263027732,0.4985932895724114,0.4019703032330033,0.6525929982767049,0.17046504677237664,50,random search for 1 group,1,,,,
0.41060233116149897,0.003867654241230417,0.001532125473022461,4.287171795475876e-05,14.0,12.0,"{'max_depth': 14, 'min_child_weight': 12}",0.7428212275400836,0.8403797391567305,0.7456787771112369,0.5062606549854298,0.28905753144938073,0.6248395860485723,0.2008929498566492,123,random search for 1 group,1,,,,
0.3936246395111084,0.004930864364172057,0.001305389404296875,5.004005566044766e-05,16.0,19.0,"{'max_depth': 16, 'min_child_weight': 19}",0.7059296428710748,0.8187914915973094,0.782903427173396,0.5153240250259707,-0.12963221519122706,0.5386632742953048,0.3502189858610573,237,random search for 1 group,1,,,,
0.20674519538879396,0.0019022141214244711,0.0008654117584228517,5.6431899830413634e-05,1.0,12.0,"{'max_depth': 1, 'min_child_weight': 12}",0.7763660812561659,0.8301164769719838,0.6494598755160474,0.4350728470752373,0.4747096176729543,0.6331449796984778,0.15742335541918792,94,random search for 1 group,1,,,,
0.9500644683837892,0.036149475175552094,0.0017978668212890625,3.4539735020155664e-05,16.0,2.0,"{'max_depth': 16, 'min_child_weight': 2}",0.7645087145647854,0.8653378793791129,0.7201914795583009,0.5492881428600217,0.3183809856071671,0.6435414403938777,0.19199738317169035,67,random search for 1 group,1,,,,
0.2852480888366699,0.0018565837595406586,0.0011192798614501954,3.6164444189977505e-05,5.0,18.0,"{'max_depth': 5, 'min_child_weight': 18}",0.6897791307410763,0.820252044109752,0.7722196448419184,0.4864726091200196,-0.003724573950948829,0.5529997709723634,0.3008513198740012,224,random search for 1 group,1,,,,
0.5119839191436768,0.008795873307614886,0.0015487194061279295,7.72310462880485e-05,14.0,6.0,"{'max_depth': 14, 'min_child_weight': 6}",0.7327421762016655,0.8760101847147036,0.7803063793268572,0.5117029479854079,0.2963812289064368,0.6394285834270141,0.20905509294656627,80,random search for 1 group,1,,,,
