mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_child_weight,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,experiment_name,run_number
2.283439874649048,0.2655425024909518,0.3945047855377197,0.03299201816899762,4,4,"{'max_depth': 4, 'min_child_weight': 4}",0.9267930693297131,0.9261027635242413,0.9256417041545383,0.926179179002831,0.00047313841222019554,22,random search for 1 group,9.0
4.1581166585286455,0.4152041120544991,0.47177426020304364,0.13451074831129403,9,12,"{'max_depth': 9, 'min_child_weight': 12}",0.9236061575277849,0.9234335810764168,0.9229724909971582,0.9233374098671199,0.00026748207931539706,85,random search for 1 group,9.0
9.788491090138754,0.39657461735216615,0.6820347309112549,0.102037528103094,13,6,"{'max_depth': 13, 'min_child_weight': 6}",0.9227662854644607,0.9220989898525047,0.9231910903505643,0.9226854552225099,0.00044949677082703064,129,random search for 1 group,9.0
4.154772043228149,0.3313347450238178,0.45333075523376465,0.07210088016996989,9,15,"{'max_depth': 9, 'min_child_weight': 15}",0.9230424077866495,0.9233070250120804,0.9245256969292543,0.9236250432426614,0.0006459558118936523,83,random search for 1 group,9.0
2.215563933054606,0.13506832972184676,0.6670526663462321,0.12726939742540486,1,16,"{'max_depth': 1, 'min_child_weight': 16}",0.9137002692192642,0.9118939690282796,0.9141940011735333,0.9132627464736923,0.0009886376424048321,234,random search for 1 group,9.0
9.045163551966349,0.2819654971723696,0.6448834737141927,0.07675653571700077,17,19,"{'max_depth': 17, 'min_child_weight': 19}",0.9220759796589889,0.9221450102395361,0.9225467975194726,0.9222559291393324,0.00020759675043480235,172,random search for 1 group,9.0
2.5005458990732827,0.35459557337610387,0.44302137692769367,0.10350604398130625,5,17,"{'max_depth': 5, 'min_child_weight': 17}",0.9261717941047884,0.9259647023631469,0.9259638505700841,0.9260334490126731,9.782537084740501e-05,26,random search for 1 group,9.0
2.662139654159546,0.10987459012983002,0.6139535109202067,0.048671947560684395,4,14,"{'max_depth': 4, 'min_child_weight': 14}",0.9259416921696312,0.926712533652408,0.9263895440477697,0.9263479232899363,0.0003160678866998577,16,random search for 1 group,9.0
2.4169389406840005,0.09093833761759045,0.6711557706197103,0.11902228798057332,1,19,"{'max_depth': 1, 'min_child_weight': 19}",0.9137002692192642,0.9118939690282796,0.9141940011735333,0.9132627464736923,0.0009886376424048321,234,random search for 1 group,9.0
24.661784092585247,0.2190402724796901,0.627146323521932,0.18703644918756143,19,1,"{'max_depth': 19, 'min_child_weight': 1}",0.9231344485607124,0.9238707747532157,0.9234442053913504,0.9234831429017595,0.0003018621790699015,84,random search for 1 group,9.0
3.133153518040975,0.7700350359525319,0.4507600466410319,0.04964941061207653,5,14,"{'max_depth': 5, 'min_child_weight': 14}",0.926286845072367,0.926206309395062,0.9262399760691234,0.9262443768455175,3.302548464845547e-05,17,random search for 1 group,9.0
10.264928499857584,1.0245278488072662,0.6610075632731119,0.06169606450921497,13,5,"{'max_depth': 13, 'min_child_weight': 5}",0.9228583262385237,0.9226857497871557,0.9225928184359792,0.9227122981538862,0.00011000669717506447,128,random search for 1 group,9.0
10.959352811177572,0.32221252409820955,0.645047664642334,0.2004509888044562,17,9,"{'max_depth': 17, 'min_child_weight': 9}",0.9214662095308221,0.9212476126924227,0.9223051877078132,0.9216730033103527,0.00045584279361343563,220,random search for 1 group,9.0
13.519477049509684,0.6734012094808974,0.6463704903920492,0.129685400595755,19,7,"{'max_depth': 19, 'min_child_weight': 7}",0.921650291078948,0.9222945764973883,0.9215918635019617,0.9218455770260993,0.0003183853423672561,208,random search for 1 group,9.0
8.895378907521566,0.6027262878526877,0.6677483717600504,0.2155206563901228,15,12,"{'max_depth': 15, 'min_child_weight': 12}",0.9224326376584827,0.9221680204330518,0.9222706720204333,0.9222904433706559,0.0001089304019880226,165,random search for 1 group,9.0
4.34501592318217,0.43121657966666616,0.631544828414917,0.07605376946577663,8,11,"{'max_depth': 8, 'min_child_weight': 11}",0.9235141167537219,0.924353988817046,0.9249053694904334,0.9242578250204003,0.0005720324298445789,70,random search for 1 group,9.0
10.176818370819092,0.8407487856390563,0.6621371110280355,0.09935595460763343,18,16,"{'max_depth': 18, 'min_child_weight': 16}",0.9216387859821901,0.9219494235946525,0.9222706720204333,0.9219529605324253,0.0002579785181990931,196,random search for 1 group,9.0
9.466270764668783,0.7103325296899758,0.6052505175272623,0.10094804741269613,14,9,"{'max_depth': 14, 'min_child_weight': 9}",0.9221335051427783,0.9221795255298098,0.9216493896475948,0.921987473440061,0.00023979846684503894,195,random search for 1 group,9.0
8.869971831639608,0.8213174955744647,0.5620207786560059,0.1314972671488347,11,2,"{'max_depth': 11, 'min_child_weight': 2}",0.9220759796589889,0.9231804689477439,0.9221556197291669,0.9224706894453,0.0005029419063614182,150,random search for 1 group,9.0
1.8466235001881917,0.021604838167345833,0.3873496850331624,0.014779151379897678,2,4,"{'max_depth': 2, 'min_child_weight': 4}",0.9222945764973883,0.9234450861731747,0.9233061426418308,0.9230152684374646,0.0005127533393967218,109,random search for 1 group,9.0
6.754259824752808,0.7490164040577518,0.6044923464457194,0.11988134184724629,13,17,"{'max_depth': 13, 'min_child_weight': 17}",0.9220989898525047,0.9209945005637498,0.9218564837718743,0.921649991396043,0.00047395743353243446,222,random search for 1 group,9.0
3.023083051045736,0.32420278084505016,0.7477680842081705,0.14079711569945041,3,9,"{'max_depth': 3, 'min_child_weight': 9}",0.9255620239766217,0.925446973009043,0.9256877250710448,0.9255655740189032,9.831866875855006e-05,39,random search for 1 group,9.0
