split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reg_alpha,param_reg_lambda,params,iter_num,experiment_name,run_number
0.7197240603094214,0.6806702359253056,0.6193806911719781,0.6732583291355683,0.041298912045057666,54,0.30617562929789227,0.05017097133074817,0.04863731066385905,0.0058775847206650805,0.05262789738474684,0.0556006159585415,"OrderedDict([('reg_alpha', 0.05262789738474684), ('reg_lambda', 0.0556006159585415)])",174,random search for 2 group,3
0.7197157866168463,0.6721772791448741,0.5748985635306119,0.6555972097641108,0.06027260876553707,231,0.2741735776265462,0.029619271197500855,0.04503504435221354,0.0018927798413177076,0.2776406336513069,0.5958177714962735,"OrderedDict([('reg_alpha', 0.2776406336513069), ('reg_lambda', 0.5958177714962735)])",175,random search for 2 group,3
0.711302888303601,0.6784416831550519,0.5663754165898157,0.6520399960161561,0.06204181292844693,267,0.2702163855234782,0.06039841997090569,0.048003435134887695,0.001962507782595035,0.6154945487317345,0.30687940403603137,"OrderedDict([('reg_alpha', 0.6154945487317345), ('reg_lambda', 0.30687940403603137)])",176,random search for 2 group,3
0.7193218743074483,0.672086016407494,0.61158421776082,0.6676640361585875,0.0440947169286836,192,0.2877347469329834,0.02817208898967849,0.04670341809590658,0.0030131955802121476,0.4000277706967196,0.7056442694240803,"OrderedDict([('reg_alpha', 0.4000277706967196), ('reg_lambda', 0.7056442694240803)])",177,random search for 2 group,3
0.7142686656020736,0.6800359318650966,0.6116397692440766,0.6686481222370823,0.04266485085725754,142,0.2690139611562093,0.058499133034781506,0.0601349671681722,0.006892890687645883,0.8846966874732975,0.9426114844377212,"OrderedDict([('reg_alpha', 0.8846966874732975), ('reg_lambda', 0.9426114844377212)])",178,random search for 2 group,3
0.7183275965164378,0.6720817316863739,0.6115794024485004,0.6673295768837706,0.04370912540604793,199,0.27919459342956543,0.05408927153448668,0.047270615895589195,0.0028183607054839467,0.46976770601642226,0.6841836562708259,"OrderedDict([('reg_alpha', 0.46976770601642226), ('reg_lambda', 0.6841836562708259)])",179,random search for 2 group,3
0.7220048110777955,0.6799327022508501,0.6115932130958447,0.6711769088081634,0.045498558082209054,108,0.2735116481781006,0.029181686981487338,0.045393149058024086,0.0006584399279903315,0.23812381267940713,0.7442548844278586,"OrderedDict([('reg_alpha', 0.23812381267940713), ('reg_lambda', 0.7442548844278586)])",180,random search for 2 group,3
0.7208302247806528,0.6807438626778843,0.6193660274957726,0.6736467049847699,0.04172547637560673,3,0.26752758026123047,0.058598560766900135,0.04823859532674154,0.005024912659192734,0.5334040381598216,0.024747657178726408,"OrderedDict([('reg_alpha', 0.5334040381598216), ('reg_lambda', 0.024747657178726408)])",181,random search for 2 group,3
0.7133371060062843,0.6800317662590287,0.6116314734891649,0.6683334485848259,0.04233711451931002,153,0.3070778052012126,0.0447638708552181,0.04785346984863281,0.005830982257437709,0.79415015017878,0.9078163741977044,"OrderedDict([('reg_alpha', 0.79415015017878), ('reg_lambda', 0.9078163741977044)])",182,random search for 2 group,3
0.7196003151740644,0.6720676706391783,0.580330362830366,0.6573327828812029,0.05780350389831691,226,0.2739275296529134,0.045379395012238616,0.04812932014465332,0.002848929881504683,0.9899180378833061,0.6142915776063087,"OrderedDict([('reg_alpha', 0.9899180378833061), ('reg_lambda', 0.6142915776063087)])",183,random search for 2 group,3
0.7158518947918736,0.6784125901718203,0.6193977020605617,0.6712207290080853,0.03970428166760775,102,0.3018195629119873,0.048900767520437226,0.04397892951965332,0.001434329778268521,0.9808793759546275,0.15111145633658432,"OrderedDict([('reg_alpha', 0.9808793759546275), ('reg_lambda', 0.15111145633658432)])",184,random search for 2 group,3
0.713173507293808,0.6800430394364013,0.6116532820649836,0.6682899429317309,0.04227048214151242,163,0.2827277183532715,0.029840104165849254,0.046699206034342446,0.003663849584452726,0.8379450275349505,0.9999716004302976,"OrderedDict([('reg_alpha', 0.8379450275349505), ('reg_lambda', 0.9999716004302976)])",185,random search for 2 group,3
0.7197569119114894,0.6742062271494152,0.6193597156153442,0.6711076182254163,0.04104550555159961,110,0.3298356533050537,0.03759670887940506,0.04962301254272461,0.0037225775467329674,0.41831622998272056,1.3765448476976697e-05,"OrderedDict([('reg_alpha', 0.41831622998272056), ('reg_lambda', 1.3765448476976697e-05)])",186,random search for 2 group,3
0.7098883558929433,0.6801347065947068,0.6116103164705107,0.667211126319387,0.04114938195994996,202,0.3047163486480713,0.041595992471404934,0.04480107625325521,0.001563175607207482,0.9408225344763403,0.8176002105289863,"OrderedDict([('reg_alpha', 0.9408225344763403), ('reg_lambda', 0.8176002105289863)])",187,random search for 2 group,3
0.7099833937343207,0.6720344834756364,0.5664280290239749,0.649481968744644,0.06073712552082579,274,0.29146655400594074,0.05430429668970179,0.04814394315083822,0.002890704193944285,0.9970352732819737,0.45067632516331224,"OrderedDict([('reg_alpha', 0.9970352732819737), ('reg_lambda', 0.45067632516331224)])",188,random search for 2 group,3
0.7158512760367759,0.6807550898155563,0.6193911680065303,0.6719991779529542,0.03986341350755023,77,0.32200415929158527,0.030832376883573626,0.04815959930419922,0.003152704134677904,0.9802083419938982,0.09738875437165587,"OrderedDict([('reg_alpha', 0.9802083419938982), ('reg_lambda', 0.09738875437165587)])",189,random search for 2 group,3
