split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_child_weight,params,experiment_name,run_number,param_reg_alpha,param_reg_lambda,param_colsample_bytree,param_subsample
0.8355060311423009,0.6210334766730646,0.34106126476639986,0.5992002575272551,0.2024457521458223,153,0.7724030812581381,0.02089970739236556,0.0013023217519124348,6.089415671658681e-05,16.0,5.0,"OrderedDict([('max_depth', 16), ('min_child_weight', 5)])",BO for 1 group,3,,,,
0.7958813054052047,0.644587751211787,0.2949542375134022,0.578474431376798,0.2097779939704072,212,0.5049480597178141,0.0042121537576338425,0.0010860761006673176,4.6374439570070224e-05,7.0,19.0,"OrderedDict([('max_depth', 7), ('min_child_weight', 19)])",BO for 1 group,3,,,,
0.8187170232275559,0.6794251458010273,0.3496413429432021,0.6159278373239284,0.19669253433795972,49,1.0539964040120442,0.005305129007291618,0.001354535420735677,3.339581575467069e-05,19.0,6.0,"OrderedDict([('max_depth', 19), ('min_child_weight', 6)])",BO for 1 group,3,,,,
0.7799639004641526,0.6507741572461025,0.2826167203706276,0.5711182593602943,0.21070888438434207,223,0.5385281244913737,0.006799395756290996,0.001153389612833659,3.868965402454256e-05,10.0,15.0,"OrderedDict([('max_depth', 10), ('min_child_weight', 15)])",BO for 1 group,3,,,,
0.8046676189228534,0.6437110153228771,0.3438605468875352,0.5974130603777552,0.1909509795445176,164,0.7100289662679037,0.002619445388970409,0.0012359619140625,3.805795853939045e-05,17.0,9.0,"OrderedDict([('max_depth', 17), ('min_child_weight', 9)])",BO for 1 group,3,,,,
0.8535152712792579,0.6070356166571865,0.18485341602434235,0.5484681013202622,0.2761035851002205,229,0.4258111317952474,0.0067229555262671966,0.0009726683298746744,3.0269041231419288e-05,2.0,19.0,"OrderedDict([('max_depth', 2), ('min_child_weight', 19)])",BO for 1 group,3,,,,
0.7809898466453571,0.6575575075922431,0.28333421807740233,0.5739605241050009,0.21159178134238613,219,0.6367703278859457,0.009265336307521814,0.001201152801513672,8.934644133882046e-05,17.0,15.0,"OrderedDict([('max_depth', 17), ('min_child_weight', 15)])",BO for 1 group,3,,,,
0.8081405063997423,0.6482059581980344,0.309295044293585,0.5885471696304538,0.20797608365064452,190,0.5436201890309652,0.0016636746896946677,0.0011192957560221355,3.946929785995171e-05,14.0,18.0,"OrderedDict([('max_depth', 14), ('min_child_weight', 18)])",BO for 1 group,3,,,,
0.8327755774226755,0.6103628381718698,0.3404179132712385,0.5945187762885946,0.2013161577964465,177,1.1136884689331057,0.0066297940369938685,0.001392523447672526,6.589340132467602e-05,19.0,5.0,"OrderedDict([('max_depth', 19), ('min_child_weight', 5)])",BO for 1 group,3,,,,
0.649186950155824,0.6392060780753168,0.2487212701171833,0.5123714327827747,0.18647334153897432,241,2.1033368905385337,0.06511896466093542,0.0015919208526611328,0.00010737221584416618,20.0,1.0,"OrderedDict([('max_depth', 20), ('min_child_weight', 1)])",BO for 1 group,3,,,,
0.8489308318671481,0.5522789256875136,0.22447574956468894,0.5418951690397836,0.2550384340381298,236,0.38517506917317706,0.00535454674473359,0.0009628931681315104,7.732076217129558e-05,1.0,7.0,"OrderedDict([('max_depth', 1), ('min_child_weight', 7)])",BO for 1 group,3,,,,
0.7974696115362909,0.6498610975180271,0.290505865568081,0.5792788582074664,0.2128997405839972,205,1.2992608547210691,0.006119106915831528,0.0011094411214192708,5.062614539029753e-06,20.0,20.0,"OrderedDict([('max_depth', 20), ('min_child_weight', 20)])",BO for 1 group,3,,,,
0.8536047212697302,0.5365652311914293,0.22225752251537434,0.5374758249921779,0.25774721883988777,237,0.38074278831481934,0.003367928837616628,0.0009134610493977863,3.0358424360750763e-05,1.0,1.0,"OrderedDict([('max_depth', 1), ('min_child_weight', 1)])",BO for 1 group,3,,,,
0.612817980831015,0.6464522549453467,0.2439136843412573,0.5010613067058731,0.18234855061051028,243,1.0285294850667317,0.051901198224877855,0.001497030258178711,0.00010923439767546899,12.0,1.0,"OrderedDict([('max_depth', 12), ('min_child_weight', 1)])",BO for 1 group,3,,,,
0.8041478226172991,0.6571893314745727,0.35746339201659205,0.6062668487028212,0.18587911766162965,114,1.4703776041666667,0.0008963749165418828,0.0013069311777750652,4.4144723499753085e-05,20.0,7.0,"OrderedDict([('max_depth', 20), ('min_child_weight', 7)])",BO for 1 group,3,,,,
0.8057562090352561,0.6520937064076422,0.3567161344129274,0.6048553499519419,0.1863381225884521,122,0.6558971405029297,0.014209341601045871,0.0012462933858235676,1.3795810893776532e-05,14.0,7.0,"OrderedDict([('max_depth', 14), ('min_child_weight', 7)])",BO for 1 group,3,,,,
0.7974696115362909,0.6498610975180271,0.290505865568081,0.5792788582074664,0.2128997405839972,205,0.5238352616628011,0.003586236919311361,0.0011458396911621096,3.2953553282110205e-05,12.0,20.0,"OrderedDict([('max_depth', 12), ('min_child_weight', 20)])",BO for 1 group,3,,,,
0.7969532276121161,0.6985046685089439,0.33691657941464903,0.6107914918452363,0.19778545689967372,87,1.3806796073913574,0.011802049123294831,0.001224358876546224,3.2595306809292865e-05,20.0,11.0,"OrderedDict([('max_depth', 20), ('min_child_weight', 11)])",BO for 1 group,3,,,,
0.8172696439134101,0.6367904028224739,0.3602417408624681,0.6047672625327839,0.1879498819318511,123,1.4361947377522786,0.018427912265295325,0.0012884934743245446,3.735511849888812e-05,20.0,8.0,"OrderedDict([('max_depth', 20), ('min_child_weight', 8)])",BO for 1 group,3,,,,
0.8371385062916789,0.5804805116113121,0.21549459533633555,0.5443712044131087,0.2550662653203599,232,0.3814848264058431,0.003583634532842601,0.0008459885915120442,1.945933176419445e-05,1.0,12.0,"OrderedDict([('max_depth', 1), ('min_child_weight', 12)])",BO for 1 group,3,,,,
0.8067508915652232,0.6699788241794755,0.3276784256842268,0.6014693804763085,0.2014907190562594,145,1.3535940647125244,0.011278649796965213,0.0012382666269938152,6.0201622333607053e-05,20.0,12.0,"OrderedDict([('max_depth', 20), ('min_child_weight', 12)])",BO for 1 group,3,,,,
0.8005033854347128,0.6925621866109732,0.33829717817175275,0.6104542500724796,0.19742497214563912,89,0.5950258572896322,0.0077486275216090625,0.0012862682342529295,0.00016849745677708288,13.0,11.0,"OrderedDict([('max_depth', 13), ('min_child_weight', 11)])",BO for 1 group,3,,,,
0.8076317931659611,0.6712692572047607,0.3357812403669144,0.6048940969125454,0.1982674666068616,121,0.5913758277893066,0.008966875978456175,0.0011759599049886071,7.276971791965399e-05,14.0,12.0,"OrderedDict([('max_depth', 14), ('min_child_weight', 12)])",BO for 1 group,3,,,,
0.8472479320674869,0.5404826592040388,0.2136104104893174,0.533780333920281,0.25872484491068665,238,0.3794904549916585,0.00362469828987998,0.0008375644683837893,3.577285201108634e-05,1.0,4.0,"OrderedDict([('max_depth', 1), ('min_child_weight', 4)])",BO for 1 group,3,,,,
0.8217516261751954,0.6746459120799757,0.3328340346003531,0.6097438576185079,0.20480773153183704,95,0.577816883722941,0.007909235963752141,0.0011478265126546225,3.126668753544313e-05,10.0,10.0,"OrderedDict([('max_depth', 10), ('min_child_weight', 10)])",BO for 1 group,3,,,,
0.8255334478393093,0.6708007168315766,0.34113096201328985,0.6124883755613919,0.20200938745004665,76,0.6193188031514486,0.006159275259705107,0.0011797746022542315,4.5978466474038784e-05,15.0,10.0,"OrderedDict([('max_depth', 15), ('min_child_weight', 10)])",BO for 1 group,3,,,,
0.8081405063997423,0.6482059581980344,0.309295044293585,0.5885471696304538,0.20797608365064452,190,1.316280444463094,0.008786309575893459,0.0011615753173828125,2.3901388234810145e-05,20.0,18.0,"OrderedDict([('max_depth', 20), ('min_child_weight', 18)])",BO for 1 group,3,,,,
0.8254286076302569,0.6717987168207746,0.3451582004589874,0.6141285083033395,0.2002653335185558,67,1.3848262627919514,0.006976899018157929,0.0012406508127848304,4.855017748644898e-05,20.0,10.0,"OrderedDict([('max_depth', 20), ('min_child_weight', 10)])",BO for 1 group,3,,,,
0.8102518133391533,0.6448148201984654,0.3495275532690104,0.6015313956022097,0.1905637287766309,143,0.5931204160054525,0.006512573388336117,0.0011771519978841145,4.2064647557896996e-05,11.0,9.0,"OrderedDict([('max_depth', 11), ('min_child_weight', 9)])",BO for 1 group,3,,,,
0.798781805215353,0.691399377018891,0.3351612415749171,0.6084474746030537,0.1981527531028757,101,0.6404380798339844,0.002048397204439967,0.001324176788330078,0.00022043419056740966,16.0,11.0,"OrderedDict([('max_depth', 16), ('min_child_weight', 11)])",BO for 1 group,3,,,,
