mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_colsample_bytree,param_lambda,param_max_depth,param_min_child_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,run_number,experiment_name
5.632898330688477,0.15049730713472936,0.20007777214050293,0.012935002271808936,0.601604231114008,0.6086438213420923,0.3104321555737205,15,3,0.8619581948322643,"{'alpha': 0.601604231114008, 'colsample_bytree': 0.6086438213420923, 'lambda': 0.3104321555737205, 'max_depth': 15, 'min_child_weight': 3, 'subsample': 0.8619581948322643}",0.6058422651840605,0.6275107499326097,0.6533120368309576,0.6288883506492092,0.0194039195843335,620,3,random_search
0.39629435539245605,0.03141418479540344,0.09235763549804688,0.008825464217883744,0.8182155704906076,0.8000455647964482,0.378843266363699,7,15,0.5567785949061221,"{'alpha': 0.8182155704906076, 'colsample_bytree': 0.8000455647964482, 'lambda': 0.378843266363699, 'max_depth': 7, 'min_child_weight': 15, 'subsample': 0.5567785949061221}",0.6331842571944333,0.638791444167313,0.6865448524892868,0.652840184617011,0.023942481265490152,238,3,random_search
0.14733163515726724,0.00041774093592219076,0.0427239735921224,0.000267462317020819,0.11469946220142047,0.8297140875873048,0.3597689087816428,2,6,0.745273512422807,"{'alpha': 0.11469946220142047, 'colsample_bytree': 0.8297140875873048, 'lambda': 0.3597689087816428, 'max_depth': 2, 'min_child_weight': 6, 'subsample': 0.745273512422807}",0.6179041384616873,0.5763496453720358,0.6412488891691333,0.6118342243342855,0.026840403058254015,657,3,random_search
2.025482654571533,0.06704175941409635,0.13184046745300293,0.0054764786127796845,0.5630857367603811,0.7852162387315492,0.48518367300946097,11,2,0.521732363864259,"{'alpha': 0.5630857367603811, 'colsample_bytree': 0.7852162387315492, 'lambda': 0.48518367300946097, 'max_depth': 11, 'min_child_weight': 2, 'subsample': 0.521732363864259}",0.6119793893815532,0.6339628190722001,0.6613747718314724,0.6357723267617419,0.020206132574086363,582,3,random_search
0.3063806692759196,0.0039410727057658775,0.0779720942179362,0.0016055556795709813,0.3301894651760461,0.526662272331122,0.2972744423604978,6,16,0.6496326580242805,"{'alpha': 0.3301894651760461, 'colsample_bytree': 0.526662272331122, 'lambda': 0.2972744423604978, 'max_depth': 6, 'min_child_weight': 16, 'subsample': 0.6496326580242805}",0.6413782483071053,0.6326454820673928,0.6891007312120725,0.6543748205288569,0.02481238878911591,180,3,random_search
0.3120111624399821,0.010388104289074409,0.0710741678873698,0.0037445416157447006,0.9303173272987516,0.7189230313328643,0.687753758913252,5,1,0.8647048860620048,"{'alpha': 0.9303173272987516, 'colsample_bytree': 0.7189230313328643, 'lambda': 0.687753758913252, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 0.8647048860620048}",0.6510367951275653,0.6496099809520337,0.6680715687577548,0.656239448279118,0.008386825221286354,123,3,random_search
0.29364172617594403,0.00274278989173044,0.0717605749766032,0.002551839738275853,0.06868424027392661,0.6533177786563855,0.16329257981661016,5,2,0.8168902759422858,"{'alpha': 0.06868424027392661, 'colsample_bytree': 0.6533177786563855, 'lambda': 0.16329257981661016, 'max_depth': 5, 'min_child_weight': 2, 'subsample': 0.8168902759422858}",0.6424793258935912,0.6430327430841323,0.6797588060052842,0.6550902916610025,0.017444736887520292,160,3,random_search
0.9425156911214193,0.051444449677275704,0.10780874888102214,0.0018788721140018904,0.06399771777638419,0.6570794028466668,0.7811373758664473,9,4,0.6824950976478086,"{'alpha': 0.06399771777638419, 'colsample_bytree': 0.6570794028466668, 'lambda': 0.7811373758664473, 'max_depth': 9, 'min_child_weight': 4, 'subsample': 0.6824950976478086}",0.6262459550622795,0.6471463915016322,0.6883497944080588,0.6539140469906568,0.02580145455828906,198,3,random_search
1.7037915388743083,0.05903508727129037,0.12653668721516928,0.0012702531745505162,0.20984021043181988,0.572253800913014,0.654919207868784,11,5,0.8485714013492778,"{'alpha': 0.20984021043181988, 'colsample_bytree': 0.572253800913014, 'lambda': 0.654919207868784, 'max_depth': 11, 'min_child_weight': 5, 'subsample': 0.8485714013492778}",0.6261366369875077,0.630815749281249,0.6603117862984385,0.6390880575223984,0.015128527584964432,548,3,random_search
0.14953533808390299,0.003490819732819441,0.044895331064860024,0.0007980541506747029,0.6441385032271637,0.65708393020562,0.2801031068944241,2,3,0.5998323601605623,"{'alpha': 0.6441385032271637, 'colsample_bytree': 0.65708393020562, 'lambda': 0.2801031068944241, 'max_depth': 2, 'min_child_weight': 3, 'subsample': 0.5998323601605623}",0.6239182952447238,0.580369229300059,0.6353531193804645,0.6132135479750823,0.02368896723053018,653,3,random_search
1.679977575937907,0.09726739337756439,0.1320060888926188,0.005396734841802562,0.14939662991014613,0.66837079440363,0.7028845241110564,11,4,0.7703163383003049,"{'alpha': 0.14939662991014613, 'colsample_bytree': 0.66837079440363, 'lambda': 0.7028845241110564, 'max_depth': 11, 'min_child_weight': 4, 'subsample': 0.7703163383003049}",0.6209352461405828,0.6432287249360402,0.6769590517531054,0.6470410076099095,0.02302993447981045,420,3,random_search
6.7077687581380205,0.2839826935017328,0.1994496981302897,0.00956290985820158,0.34951722251265516,0.5652443403331928,0.4749434955181894,15,2,0.8065188743968245,"{'alpha': 0.34951722251265516, 'colsample_bytree': 0.5652443403331928, 'lambda': 0.4749434955181894, 'max_depth': 15, 'min_child_weight': 2, 'subsample': 0.8065188743968245}",0.6047100022519828,0.6219350741715555,0.6508908383222787,0.6258453049152722,0.019054917709779746,632,3,random_search
