experiment_name,mean_fit_time,mean_score_time,mean_test_score,param_alpha,param_colsample_bytree,param_lambda,param_max_depth,param_min_child_weight,param_subsample,params,rank_test_score,run_number,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_fit_time,std_score_time,std_test_score
random search for 1 group,0.758875560760498,0.005684566497802734,0.6370821843331853,,,,9,9,,"{'max_depth': 9, 'min_child_weight': 9}",177,7,0.6781224672044344,0.6277967093619248,0.5895191901367075,0.6411540505239902,0.6488185044388702,0.04411185699778194,0.00029192952211540133,0.028938156763785593
random search for 1 group,0.3948686122894287,0.005089950561523437,0.657690334493021,,,,5,9,,"{'max_depth': 5, 'min_child_weight': 9}",1,7,0.710637271809118,0.6496578159468517,0.5823513220379177,0.6764954976597148,0.6693097650115029,0.0118386104743529,0.00023279727256043286,0.042502968485411144
random search for 1 group,0.3157545566558838,0.0048619270324707035,0.6474590208487027,,,,3,3,,"{'max_depth': 3, 'min_child_weight': 3}",87,7,0.704132685508851,0.6332856156001344,0.5490708601436938,0.6811237481839766,0.6696821948068575,0.01008493049798222,0.00014318210647292648,0.0542590143231491
random search for 1 group,0.35057764053344725,0.0049743175506591795,0.6436359702507859,,,,4,3,,"{'max_depth': 4, 'min_child_weight': 3}",121,7,0.6938275769897768,0.6322986078474166,0.5622639950426171,0.6584247599535085,0.6713649114206108,0.008896667322053938,8.727844776564985e-05,0.04529179617073415
random search for 1 group,0.31674747467041015,0.0049798011779785155,0.6445201645166188,,,,3,2,,"{'max_depth': 3, 'min_child_weight': 2}",112,7,0.707219510655684,0.6270967807884528,0.5517166510962614,0.6693436014722424,0.6672242785704534,0.009482037960112502,0.00023703442279456407,0.052875238490671654
random search for 1 group,1.1216004371643067,0.0056151866912841795,0.6123808516305624,,,,9,3,,"{'max_depth': 9, 'min_child_weight': 3}",231,7,0.6706726775744859,0.5878327607985796,0.5942972166307536,0.573205302172505,0.635896300976488,0.06730465558890818,0.00010662023411096518,0.0358197253575729
random search for 1 group,0.4044485092163086,0.005149221420288086,0.650781333794108,,,,5,5,,"{'max_depth': 5, 'min_child_weight': 5}",33,7,0.7044101922009518,0.6324102959356228,0.6062705916014565,0.6401919989326811,0.6706235902998279,0.010420287509083463,0.00024233700378661883,0.03376567728509559
random search for 1 group,1.2721405982971192,0.005865716934204101,0.6103806375290979,,,,9,2,,"{'max_depth': 9, 'min_child_weight': 2}",236,7,0.658294157668392,0.5869169684175619,0.5928297414389128,0.5690922542798997,0.6447700658407236,0.04039151576042523,0.00020658094741986876,0.03476103135643643
random search for 1 group,0.5539876461029053,0.0052825927734375,0.6463990438513192,,,,7,7,,"{'max_depth': 7, 'min_child_weight': 7}",102,7,0.6963285378735586,0.6362153166486636,0.6038753322553434,0.6474785799221014,0.6480974525569292,0.02585699609857257,0.00020731415517043488,0.02969504575248905
random search for 1 group,0.6576954364776612,0.005333328247070312,0.6426244284021827,,,,7,3,,"{'max_depth': 7, 'min_child_weight': 3}",143,7,0.6962307872359513,0.6209190161988865,0.6088978482278247,0.644699081622415,0.6423754087258357,0.012200314802687608,0.00012674844730001516,0.02995535021785122
random search for 1 group,0.8059776306152344,0.005488443374633789,0.6305370093643334,,,,8,4,,"{'max_depth': 8, 'min_child_weight': 4}",211,7,0.68744834512186,0.6012508644863743,0.6173001317371654,0.5931430734746531,0.653542632001614,0.04561274642901333,0.00014399222135679575,0.035211811833774864
random search for 1 group,0.5820805072784424,0.0051879405975341795,0.642000610172335,,,,7,6,,"{'max_depth': 7, 'min_child_weight': 6}",148,7,0.700784311104035,0.6344014319065386,0.6020944565185362,0.6255508126437883,0.6471720386887767,0.02172400792429917,0.0001418596876755379,0.03287282043456068
random search for 1 group,0.4147950649261475,0.005078649520874024,0.6405056126148437,,,,5,2,,"{'max_depth': 5, 'min_child_weight': 2}",157,7,0.7066092428485564,0.6283856452346024,0.5866734139006866,0.6303809451657538,0.6504788159246193,0.009197199983136159,0.00026949056841999634,0.039029380812374684
random search for 1 group,0.3512017250061035,0.0049474239349365234,0.6436359702507859,,,,4,3,,"{'max_depth': 4, 'min_child_weight': 3}",121,7,0.6938275769897768,0.6322986078474166,0.5622639950426171,0.6584247599535085,0.6713649114206108,0.009522944091422405,6.638405599692596e-05,0.04529179617073415
random search for 1 group,0.350579833984375,0.005007743835449219,0.6568717433459696,,,,4,7,,"{'max_depth': 4, 'min_child_weight': 7}",5,7,0.7084013480693749,0.6349473612078613,0.5663631191971372,0.6957378320128869,0.6789090562425879,0.011065807266890172,0.00011977054081177878,0.0516217119986754
