experiment_name,mean_fit_time,mean_score_time,mean_test_score,param_alpha,param_colsample_bytree,param_lambda,param_max_depth,param_min_child_weight,param_subsample,params,rank_test_score,run_number,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_fit_time,std_score_time,std_test_score
random search for 1 group,0.5875322818756104,0.005412626266479492,0.6502157254341994,,,,7,8,,"{'max_depth': 7, 'min_child_weight': 8}",61,5,0.7060232094929373,0.6329650611184205,0.6072640929453329,0.6464226407872394,0.6584036228270664,0.03204338978614166,0.0002580447975531748,0.03267516667016634
random search for 1 group,0.3293492317199707,0.004762411117553711,0.6501751530503082,,,,3,8,,"{'max_depth': 3, 'min_child_weight': 8}",65,5,0.708448969663916,0.6360259974933586,0.5520665799531479,0.6834364939650391,0.6708977241760792,0.008573102478034417,0.0001778550824800077,0.05432691814259408
random search for 1 group,0.3270090103149414,0.005500268936157226,0.6445199774469427,,,,3,4,,"{'max_depth': 3, 'min_child_weight': 4}",129,5,0.7120550716578278,0.6345999166298066,0.5487146045077389,0.6699830714344861,0.657247223004854,0.00931500910052686,0.0006848549411189503,0.0541265516648134
random search for 1 group,0.32676267623901367,0.004918813705444336,0.6475807814418817,,,,3,5,,"{'max_depth': 3, 'min_child_weight': 5}",101,5,0.710273189564977,0.6367598872162559,0.5500710045271147,0.6746558613127656,0.6661439645882953,0.009257096298234018,0.00038462041062936803,0.054098499240967116
random search for 1 group,0.724590253829956,0.006087875366210938,0.6426244284021827,,,,7,3,,"{'max_depth': 7, 'min_child_weight': 3}",150,5,0.6962307872359513,0.6209190161988865,0.6088978482278247,0.644699081622415,0.6423754087258357,0.017048455190910878,0.0012420813943302043,0.02995535021785122
random search for 1 group,0.4882746696472168,0.005274534225463867,0.657019070702337,,,,6,9,,"{'max_depth': 6, 'min_child_weight': 9}",4,5,0.7014836093509699,0.6518895694025653,0.5886814389823316,0.6807373029123847,0.6623034328634338,0.01551116643546001,0.00014918885180656064,0.03811539823362361
random search for 1 group,0.5259459972381592,0.005260276794433594,0.6412431744571337,,,,6,5,,"{'max_depth': 6, 'min_child_weight': 5}",156,5,0.6943662651829554,0.6328704374623356,0.5971699805237072,0.6301941755579807,0.6516150135586896,0.010998187061435283,0.00016459285966745826,0.03182535888112942
random search for 1 group,0.8493197441101075,0.005544614791870117,0.6340761379959088,,,,8,5,,"{'max_depth': 8, 'min_child_weight': 5}",193,5,0.6751917391883147,0.6127918121564904,0.6100443539496252,0.6173072623544325,0.6550455223306814,0.024491565841228642,0.0002232148742345386,0.026237195360622734
random search for 1 group,1.10175518989563,0.00580143928527832,0.628941341671297,,,,9,4,,"{'max_depth': 9, 'min_child_weight': 4}",215,5,0.6768474288523698,0.6050411240723713,0.6024358420722264,0.612536119102078,0.6478461942574396,0.07480766650344876,7.670559692385241e-05,0.02896646294638775
random search for 1 group,0.6926366806030273,0.005451297760009766,0.645074590906151,,,,7,4,,"{'max_depth': 7, 'min_child_weight': 4}",122,5,0.7014958114390037,0.6301407236889833,0.6171310030016468,0.6115389309508901,0.6650664854502313,0.0216989714142658,0.0002561205346714878,0.03379803236151498
