mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_colsample_bytree,param_lambda,param_max_depth,param_min_child_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,run_number,experiment_name
1.371142816543579,0.18479830214409956,0.00692296028137207,0.00046509592544944234,0.7262803245281917,0.5355600448418374,0.3859465614221965,9,9,0.7435555440604,"{'alpha': 0.7262803245281917, 'colsample_bytree': 0.5355600448418374, 'lambda': 0.3859465614221965, 'max_depth': 9, 'min_child_weight': 9, 'subsample': 0.7435555440604}",0.6875588287979794,0.638667252957249,0.6075812502899465,0.658765989240252,0.6404920676880468,0.6466130777946948,0.026261508857108793,255,5,random search
0.6586319923400878,0.013563069485415927,0.005436754226684571,5.1887814883109476e-05,0.4275912732167354,0.6135618513234262,0.5607585876053478,2,3,0.50016657407972,"{'alpha': 0.4275912732167354, 'colsample_bytree': 0.6135618513234262, 'lambda': 0.5607585876053478, 'max_depth': 2, 'min_child_weight': 3, 'subsample': 0.50016657407972}",0.6748949237642476,0.621372969608731,0.49935993749557117,0.6429650196352961,0.6157428003064924,0.6108671301620676,0.05949425468126887,611,5,random search
1.1667661666870117,0.029347072507361502,0.00642852783203125,0.00023261709889875465,0.8508527869491436,0.5523178195867324,0.13642361720580087,8,6,0.5516376175135992,"{'alpha': 0.8508527869491436, 'colsample_bytree': 0.5523178195867324, 'lambda': 0.13642361720580087, 'max_depth': 8, 'min_child_weight': 6, 'subsample': 0.5516376175135992}",0.6937889361214564,0.6347856312201552,0.5887206641676087,0.6613876499118501,0.6312193227353673,0.6419804408312876,0.03482795057653509,394,5,random search
1.5539056777954101,0.03559724180488862,0.007054710388183593,0.0007795918248847694,0.5341081297334463,0.8796947817870713,0.27732974163302904,8,2,0.6954985972702095,"{'alpha': 0.5341081297334463, 'colsample_bytree': 0.8796947817870713, 'lambda': 0.27732974163302904, 'max_depth': 8, 'min_child_weight': 2, 'subsample': 0.6954985972702095}",0.6794602306141253,0.6115852915455805,0.6173006568433046,0.6236574861937735,0.6472842443361809,0.635857581906593,0.024956383837278925,472,5,random search
1.1136990547180177,0.03134477424179259,0.006398773193359375,0.0001668899808337126,0.6722606381030503,0.8766842244849953,0.4359909428823703,7,6,0.8663768035563717,"{'alpha': 0.6722606381030503, 'colsample_bytree': 0.8766842244849953, 'lambda': 0.4359909428823703, 'max_depth': 7, 'min_child_weight': 6, 'subsample': 0.8663768035563717}",0.6899513440759283,0.6532015943275027,0.6009615411356399,0.6615587534929026,0.6452160382554457,0.6501778542574839,0.02887027349749622,171,5,random search
0.8246126174926758,0.01592290242552877,0.006127023696899414,0.0003252899984697712,0.8099587245341633,0.7933892354573959,0.4756101639916853,5,4,0.5764087563621887,"{'alpha': 0.8099587245341633, 'colsample_bytree': 0.7933892354573959, 'lambda': 0.4756101639916853, 'max_depth': 5, 'min_child_weight': 4, 'subsample': 0.5764087563621887}",0.7025190691009527,0.6422764607682568,0.5851004351456766,0.6271884890890292,0.6777633500722466,0.6469695608352325,0.04068196166704385,249,5,random search
0.7546757221221924,0.01664053641708859,0.005815362930297852,0.00020365639666125593,0.311159243326357,0.8872277348970845,0.6736923446703761,4,7,0.6020991141334959,"{'alpha': 0.311159243326357, 'colsample_bytree': 0.8872277348970845, 'lambda': 0.6736923446703761, 'max_depth': 4, 'min_child_weight': 7, 'subsample': 0.6020991141334959}",0.7018619831525144,0.6367949065074172,0.5895494889780764,0.671598450598766,0.6814434505104423,0.6562496559494433,0.03944159409635761,61,5,random search
1.3391633033752441,0.03440404783822545,0.00670313835144043,0.00015646966507642333,0.8903071379141895,0.576753087239265,0.15009165706023253,9,8,0.7487937683120511,"{'alpha': 0.8903071379141895, 'colsample_bytree': 0.576753087239265, 'lambda': 0.15009165706023253, 'max_depth': 9, 'min_child_weight': 8, 'subsample': 0.7487937683120511}",0.6942965548063378,0.6540428820103078,0.5894329309743555,0.652610466217242,0.6244630756832767,0.642969181938304,0.03481001734375726,363,5,random search
1.3401072025299072,0.026924329878850704,0.0065116405487060545,0.00011879270242859294,0.3192752945885079,0.6310073412084778,0.29282012366377874,8,3,0.6381162127540035,"{'alpha': 0.3192752945885079, 'colsample_bytree': 0.6310073412084778, 'lambda': 0.29282012366377874, 'max_depth': 8, 'min_child_weight': 3, 'subsample': 0.6381162127540035}",0.661075996166729,0.6256079364630664,0.5912875026371265,0.6256138882052319,0.6208082540132356,0.6248787154970779,0.022164176538277052,552,5,random search
0.7023894309997558,0.015570136171631463,0.005597209930419922,0.00012269323080615682,0.8695697559126557,0.7554984449850538,0.960273300005896,3,4,0.6645410193990524,"{'alpha': 0.8695697559126557, 'colsample_bytree': 0.7554984449850538, 'lambda': 0.960273300005896, 'max_depth': 3, 'min_child_weight': 4, 'subsample': 0.6645410193990524}",0.7186187764445329,0.6426582750918106,0.5640353037047565,0.670412546594369,0.670618525161438,0.6532686853993814,0.050873845012157776,103,5,random search
0.9020699501037598,0.02343756073311562,0.006068706512451172,9.00640501758041e-05,0.6397882432994159,0.778407931844729,0.33676018541968666,6,8,0.7335678100267485,"{'alpha': 0.6397882432994159, 'colsample_bytree': 0.778407931844729, 'lambda': 0.33676018541968666, 'max_depth': 6, 'min_child_weight': 8, 'subsample': 0.7335678100267485}",0.6927744535544755,0.6501044955100899,0.5955087552369929,0.6592763244636014,0.6612071213165027,0.6517742300163325,0.03160655265928288,131,5,random search
