experiment_name,mean_fit_time,mean_score_time,mean_test_score,param_alpha,param_colsample_bytree,param_lambda,param_max_depth,param_min_child_weight,param_subsample,params,rank_test_score,run_number,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_fit_time,std_score_time,std_test_score
random search for 1 group,0.4628898143768311,0.005435323715209961,0.657019070702337,,,,6,9,,"{'max_depth': 6, 'min_child_weight': 9}",10,10,0.7014836093509699,0.6518895694025653,0.5886814389823316,0.6807373029123847,0.6623034328634338,0.02404013243481506,0.00025224850623415323,0.03811539823362361
random search for 1 group,1.2856953620910645,0.0059336662292480465,0.6103806375290979,,,,9,2,,"{'max_depth': 9, 'min_child_weight': 2}",239,10,0.658294157668392,0.5869169684175619,0.5928297414389128,0.5690922542798997,0.6447700658407236,0.04789776870451537,0.00017600547191567648,0.03476103135643643
random search for 1 group,1.2821214199066162,0.0059203624725341795,0.6103806375290979,,,,9,2,,"{'max_depth': 9, 'min_child_weight': 2}",239,10,0.658294157668392,0.5869169684175619,0.5928297414389128,0.5690922542798997,0.6447700658407236,0.045271760066069304,0.00017609024890768985,0.03476103135643643
random search for 1 group,0.3481490135192871,0.004979515075683593,0.6524730417535233,,,,4,8,,"{'max_depth': 4, 'min_child_weight': 8}",30,10,0.7067146151144796,0.6347086565259357,0.5708477141001187,0.6740822159904953,0.6760120070365871,0.009476997091809537,9.41201664072401e-05,0.046779172877495175
random search for 1 group,0.9942167282104493,0.005794954299926758,0.628941341671297,,,,9,4,,"{'max_depth': 9, 'min_child_weight': 4}",223,10,0.6768474288523698,0.6050411240723713,0.6024358420722264,0.612536119102078,0.6478461942574396,0.06519527887498736,8.655328693189843e-05,0.02896646294638775
random search for 1 group,0.5041746139526367,0.005350160598754883,0.6474485754399055,,,,6,4,,"{'max_depth': 6, 'min_child_weight': 4}",105,10,0.7346023790738694,0.6248150799140801,0.6127151554419047,0.6092402704216315,0.6558699923480416,0.012279519622609144,0.00014903471958282845,0.04657309503877257
random search for 1 group,0.7520391464233398,0.005543804168701172,0.6370821843331853,,,,9,9,,"{'max_depth': 9, 'min_child_weight': 9}",181,10,0.6781224672044344,0.6277967093619248,0.5895191901367075,0.6411540505239902,0.6488185044388702,0.03838114781511813,6.579084550576286e-05,0.028938156763785593
random search for 1 group,0.5318764209747314,0.005219697952270508,0.6312042965351058,,,,6,1,,"{'max_depth': 6, 'min_child_weight': 1}",217,10,0.6781255468896761,0.6239661746742327,0.6079173887139948,0.6053591515398546,0.6406532208577704,0.008946392227076976,5.8182926764099456e-05,0.026659061909448466
random search for 1 group,0.6209874629974366,0.005416059494018554,0.6477693412821905,,,,8,9,,"{'max_depth': 8, 'min_child_weight': 9}",79,10,0.6947733049794449,0.6398302665925226,0.5956417852751483,0.6501439241836199,0.6584574253802165,0.02794313286777255,0.00020991743026508536,0.031967350190750844
random search for 1 group,0.3166670322418213,0.0051921367645263675,0.6501751530503082,,,,3,8,,"{'max_depth': 3, 'min_child_weight': 8}",56,10,0.708448969663916,0.6360259974933586,0.5520665799531479,0.6834364939650391,0.6708977241760792,0.008498795408119262,0.00015488685318652907,0.05432691814259408
random search for 1 group,0.39566836357116697,0.004965496063232422,0.6543050686014386,,,,5,8,,"{'max_depth': 5, 'min_child_weight': 8}",17,10,0.7170969625380923,0.6495076609526427,0.5797372408377612,0.6524206909713823,0.6727627877073142,0.010458658049540262,9.76477513117008e-05,0.044430701717029425
random search for 1 group,0.6417453765869141,0.005398941040039062,0.6505777932427157,,,,8,8,,"{'max_depth': 8, 'min_child_weight': 8}",47,10,0.6914030941887829,0.6439658528297041,0.6055514552346808,0.6546556747066724,0.6573128892537384,0.03624450591840808,7.149797542914782e-05,0.02756731652986106
random search for 1 group,0.35306801795959475,0.005193042755126953,0.6378937835227886,,,,4,2,,"{'max_depth': 4, 'min_child_weight': 2}",175,10,0.6862245558959039,0.6346440545400367,0.5667587391995594,0.6458457881055899,0.6559957798728531,0.008011649525562423,0.00020533066481784483,0.0394905950227485
random search for 1 group,0.8209540843963623,0.005847740173339844,0.6305370093643334,,,,8,4,,"{'max_depth': 8, 'min_child_weight': 4}",220,10,0.68744834512186,0.6012508644863743,0.6173001317371654,0.5931430734746531,0.653542632001614,0.04520621271529552,0.0002447186366765125,0.035211811833774864
random search for 1 group,0.4602027893066406,0.005402278900146484,0.657019070702337,,,,6,9,,"{'max_depth': 6, 'min_child_weight': 9}",10,10,0.7014836093509699,0.6518895694025653,0.5886814389823316,0.6807373029123847,0.6623034328634338,0.013947980482056086,0.00028565667734854175,0.03811539823362361
random search for 1 group,0.39656672477722166,0.005198526382446289,0.657690334493021,,,,5,9,,"{'max_depth': 5, 'min_child_weight': 9}",1,10,0.710637271809118,0.6496578159468517,0.5823513220379177,0.6764954976597148,0.6693097650115029,0.010725429951728744,9.555100416040693e-05,0.042502968485411144
random search for 1 group,0.31680912971496583,0.005023050308227539,0.6475807814418817,,,,3,5,,"{'max_depth': 3, 'min_child_weight': 5}",86,10,0.710273189564977,0.6367598872162559,0.5500710045271147,0.6746558613127656,0.6661439645882953,0.009303606750157192,0.00018935193345454512,0.054098499240967116
random search for 1 group,0.665214729309082,0.005533742904663086,0.6426244284021827,,,,7,3,,"{'max_depth': 7, 'min_child_weight': 3}",150,10,0.6962307872359513,0.6209190161988865,0.6088978482278247,0.644699081622415,0.6423754087258357,0.015384285543061985,0.00047611425916088793,0.02995535021785122
random search for 1 group,0.4073094367980957,0.005113458633422852,0.650781333794108,,,,5,5,,"{'max_depth': 5, 'min_child_weight': 5}",39,10,0.7044101922009518,0.6324102959356228,0.6062705916014565,0.6401919989326811,0.6706235902998279,0.008699263326903543,7.403695022016596e-05,0.03376567728509559
random search for 1 group,0.31588592529296877,0.005057668685913086,0.6475807814418817,,,,3,5,,"{'max_depth': 3, 'min_child_weight': 5}",86,10,0.710273189564977,0.6367598872162559,0.5500710045271147,0.6746558613127656,0.6661439645882953,0.008726841274792263,9.620792046256462e-05,0.054098499240967116
random search for 1 group,0.6403971672058105,0.005443143844604492,0.645074590906151,,,,7,4,,"{'max_depth': 7, 'min_child_weight': 4}",118,10,0.7014958114390037,0.6301407236889833,0.6171310030016468,0.6115389309508901,0.6650664854502313,0.020981050843840443,0.00029431934526271406,0.03379803236151498
random search for 1 group,0.31638803482055666,0.004976320266723633,0.6474590208487027,,,,3,3,,"{'max_depth': 3, 'min_child_weight': 3}",96,10,0.704132685508851,0.6332856156001344,0.5490708601436938,0.6811237481839766,0.6696821948068575,0.008320107227719854,0.00012527914262822987,0.0542590143231491
random search for 1 group,0.31735849380493164,0.00500798225402832,0.6483210879979175,,,,3,6,,"{'max_depth': 3, 'min_child_weight': 6}",75,10,0.7064330630194322,0.6358017815723074,0.5508468211754239,0.6810647122074753,0.6674590620149485,0.009524251643863682,0.0001145315804575233,0.05380218274887263
random search for 1 group,0.6943308353424072,0.005368280410766602,0.643484098778365,,,,8,6,,"{'max_depth': 8, 'min_child_weight': 6}",141,10,0.6959995288226339,0.6335452090179006,0.6102195060162341,0.6217139167663233,0.6559423332687333,0.0385751570851614,8.593624300166119e-05,0.03030621548623321
random search for 1 group,0.6450667381286621,0.005389785766601563,0.6505777932427157,,,,8,8,,"{'max_depth': 8, 'min_child_weight': 8}",47,10,0.6914030941887829,0.6439658528297041,0.6055514552346808,0.6546556747066724,0.6573128892537384,0.03689189849124858,0.0002059283307492337,0.02756731652986106
random search for 1 group,0.41500005722045896,0.005039215087890625,0.6475159499747634,,,,5,3,,"{'max_depth': 5, 'min_child_weight': 3}",94,10,0.7213059058477109,0.6298917951505261,0.5944498742897433,0.6384366489595725,0.6534955256262637,0.009503539449840637,5.722582315097126e-05,0.04168876549264796
random search for 1 group,0.9286441326141357,0.005676698684692383,0.6283601687629187,,,,9,5,,"{'max_depth': 9, 'min_child_weight': 5}",229,10,0.6675066356595779,0.6193587218263101,0.60506741246331,0.6075205344885053,0.6423475393768898,0.06217843355925085,0.00013951666931034983,0.023604920278876885
random search for 1 group,0.4113926410675049,0.005205965042114258,0.6506950391443072,,,,5,4,,"{'max_depth': 5, 'min_child_weight': 4}",40,10,0.7225733239105259,0.6176451255877349,0.6154086497298282,0.6410766688309115,0.6567714276625352,0.011036238178270662,0.00020773910859909353,0.039072623228677245
random search for 1 group,0.6940778255462646,0.005450153350830078,0.6337013193892,,,,7,2,,"{'max_depth': 7, 'min_child_weight': 2}",205,10,0.6748754745217361,0.6251374242956154,0.6133756897492256,0.5922402285512366,0.6628777798281862,0.012929137366018993,0.0001469989736761571,0.03082878676670575
random search for 1 group,0.7733783721923828,0.005529022216796875,0.6340761379959088,,,,8,5,,"{'max_depth': 8, 'min_child_weight': 5}",196,10,0.6751917391883147,0.6127918121564904,0.6100443539496252,0.6173072623544325,0.6550455223306814,0.01734039254785391,0.00012438401239526212,0.026237195360622734
random search for 1 group,0.31809682846069337,0.0049798011779785155,0.6483210879979175,,,,3,6,,"{'max_depth': 3, 'min_child_weight': 6}",75,10,0.7064330630194322,0.6358017815723074,0.5508468211754239,0.6810647122074753,0.6674590620149485,0.00988771822001937,0.00013743861454544568,0.05380218274887263
random search for 1 group,0.6452516078948974,0.00532374382019043,0.645074590906151,,,,7,4,,"{'max_depth': 7, 'min_child_weight': 4}",118,10,0.7014958114390037,0.6301407236889833,0.6171310030016468,0.6115389309508901,0.6650664854502313,0.018985290119301373,0.00010791085114082716,0.03379803236151498
random search for 1 group,0.6415574550628662,0.005652046203613282,0.645074590906151,,,,7,4,,"{'max_depth': 7, 'min_child_weight': 4}",118,10,0.7014958114390037,0.6301407236889833,0.6171310030016468,0.6115389309508901,0.6650664854502313,0.018734550743443434,0.0006059146822370105,0.03379803236151498
random search for 1 group,0.6115431785583496,0.005286693572998047,0.6392722735171613,,,,7,5,,"{'max_depth': 7, 'min_child_weight': 5}",167,10,0.6905585114381925,0.6184113511283627,0.6225688548685377,0.6123903160529944,0.6524323340977192,0.011408923841134287,7.490032647668164e-05,0.029121426164061784
random search for 1 group,0.5910580635070801,0.005282306671142578,0.642000610172335,,,,7,6,,"{'max_depth': 7, 'min_child_weight': 6}",153,10,0.700784311104035,0.6344014319065386,0.6020944565185362,0.6255508126437883,0.6471720386887767,0.017838076523113137,3.329696208187357e-05,0.03287282043456068
random search for 1 group,0.5477295398712159,0.00540471076965332,0.6502157254341994,,,,7,8,,"{'max_depth': 7, 'min_child_weight': 8}",53,10,0.7060232094929373,0.6329650611184205,0.6072640929453329,0.6464226407872394,0.6584036228270664,0.02453467520646938,9.241751204315628e-05,0.03267516667016634
random search for 1 group,0.3168939113616943,0.005133771896362304,0.6483210879979175,,,,3,6,,"{'max_depth': 3, 'min_child_weight': 6}",75,10,0.7064330630194322,0.6358017815723074,0.5508468211754239,0.6810647122074753,0.6674590620149485,0.008645752456486572,0.00019481296332387024,0.05380218274887263
