experiment_name,mean_fit_time,mean_score_time,mean_test_score,param_alpha,param_colsample_bytree,param_gamma,param_lambda,param_max_depth,param_min_child_weight,param_subsample,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_fit_time,std_score_time,std_test_score
grid search,4.776353597640991,0.02124018669128418,0.6278127562688649,0.25,,,0.25,3,1,,"{'alpha': 0.25, 'lambda': 0.25, 'max_depth': 3, 'min_child_weight': 1}",46,0.6230215874356113,0.5781565829329676,0.6231980441180596,0.6449853580831653,0.6697022087745208,0.1304569725863184,0.0006534501570525166,0.03019804928032381
grid search,4.788539791107178,0.02095370292663574,0.6360738852821071,0.25,,,0.25,3,3,,"{'alpha': 0.25, 'lambda': 0.25, 'max_depth': 3, 'min_child_weight': 3}",19,0.6282328048866945,0.5840530170025755,0.6293854530711489,0.6608308856150116,0.6778672658351048,0.048417266259759215,0.0003367105294450311,0.03216204013210419
grid search,4.714406967163086,0.020522117614746094,0.6357314995961719,0.25,,,0.25,3,6,,"{'alpha': 0.25, 'lambda': 0.25, 'max_depth': 3, 'min_child_weight': 6}",28,0.6325964248577781,0.5785765504073703,0.6355781531589866,0.6544734517876145,0.6774329177691101,0.08631931933048703,0.0005631246571286626,0.03276220223092514
grid search,7.522525835037231,0.03352971076965332,0.6309637607523934,0.25,,,0.25,5,1,,"{'alpha': 0.25, 'lambda': 0.25, 'max_depth': 5, 'min_child_weight': 1}",37,0.627165835107139,0.6304625327992928,0.5856644086387762,0.6937107848581083,0.6178152423586508,0.08873152219235088,0.00060676443356329,0.03514762962321949
grid search,7.536263036727905,0.03301258087158203,0.6399382017770486,0.25,,,0.25,5,3,,"{'alpha': 0.25, 'lambda': 0.25, 'max_depth': 5, 'min_child_weight': 3}",10,0.6583651545837573,0.612571450116695,0.586610446986249,0.6929015285450888,0.6492424286534532,0.10847448603056077,0.0005868870870158403,0.03694326389834445
grid search,7.580406713485718,0.031968879699707034,0.6452277358507079,0.25,,,0.25,5,6,,"{'alpha': 0.25, 'lambda': 0.25, 'max_depth': 5, 'min_child_weight': 6}",1,0.667886005862347,0.615705249722164,0.5912438258254535,0.681694681608501,0.6696089162350738,0.07976150850020708,0.0005017218265824455,0.03528035435928041
grid search,16.59421248435974,0.10025382041931152,0.5769513944862472,0.25,,,0.25,10,1,,"{'alpha': 0.25, 'lambda': 0.25, 'max_depth': 10, 'min_child_weight': 1}",73,0.6464474731418786,0.5877990038446821,0.5089612830349138,0.6470384375776506,0.49451077483211103,0.0822160678330669,0.002256180574037917,0.06523600265301639
grid search,15.997811555862427,0.08798103332519532,0.6036184729862168,0.25,,,0.25,10,3,,"{'alpha': 0.25, 'lambda': 0.25, 'max_depth': 10, 'min_child_weight': 3}",64,0.671273701941133,0.5827098514039655,0.5254928481643798,0.64996961230807,0.5886463511135358,0.2044116373176086,0.005514625683315923,0.051943442829713575
grid search,15.043554639816284,0.07081484794616699,0.6162946843615874,0.25,,,0.25,10,6,,"{'alpha': 0.25, 'lambda': 0.25, 'max_depth': 10, 'min_child_weight': 6}",55,0.6627030353666639,0.5710802832571023,0.5596508692850348,0.6489035606151176,0.6391356732840181,0.14070890747564474,0.005045212619160944,0.04240671758612538
grid search,4.8100017547607425,0.021004104614257814,0.6278127562688649,0.25,,,0.5,3,1,,"{'alpha': 0.25, 'lambda': 0.5, 'max_depth': 3, 'min_child_weight': 1}",46,0.6230215874356113,0.5781565829329676,0.6231980441180596,0.6449853580831653,0.6697022087745208,0.044164280968478874,0.0006403487475446305,0.03019804928032381
grid search,4.769985723495483,0.021569108963012694,0.6360738852821071,0.25,,,0.5,3,3,,"{'alpha': 0.25, 'lambda': 0.5, 'max_depth': 3, 'min_child_weight': 3}",19,0.6282328048866945,0.5840530170025755,0.6293854530711489,0.6608308856150116,0.6778672658351048,0.04730011175910601,0.0011390887463539503,0.03216204013210419
grid search,4.78055329322815,0.021014833450317384,0.6357314995961719,0.25,,,0.5,3,6,,"{'alpha': 0.25, 'lambda': 0.5, 'max_depth': 3, 'min_child_weight': 6}",28,0.6325964248577781,0.5785765504073703,0.6355781531589866,0.6544734517876145,0.6774329177691101,0.0844576128745681,0.0006152786671073044,0.03276220223092514
grid search,7.722447061538697,0.033542728424072264,0.6309637607523934,0.25,,,0.5,5,1,,"{'alpha': 0.25, 'lambda': 0.5, 'max_depth': 5, 'min_child_weight': 1}",37,0.627165835107139,0.6304625327992928,0.5856644086387762,0.6937107848581083,0.6178152423586508,0.15914576453276047,0.00028849241550110325,0.03514762962321949
grid search,7.601968050003052,0.03218564987182617,0.6399382017770486,0.25,,,0.5,5,3,,"{'alpha': 0.25, 'lambda': 0.5, 'max_depth': 5, 'min_child_weight': 3}",10,0.6583651545837573,0.612571450116695,0.586610446986249,0.6929015285450888,0.6492424286534532,0.12237476134851681,0.0004867936548287097,0.03694326389834445
grid search,7.711444330215454,0.03151555061340332,0.6452277358507079,0.25,,,0.5,5,6,,"{'alpha': 0.25, 'lambda': 0.5, 'max_depth': 5, 'min_child_weight': 6}",1,0.667886005862347,0.615705249722164,0.5912438258254535,0.681694681608501,0.6696089162350738,0.15925680032928916,0.000519707428438869,0.03528035435928041
grid search,16.81810884475708,0.10398163795471191,0.5769513944862472,0.25,,,0.5,10,1,,"{'alpha': 0.25, 'lambda': 0.5, 'max_depth': 10, 'min_child_weight': 1}",73,0.6464474731418786,0.5877990038446821,0.5089612830349138,0.6470384375776506,0.49451077483211103,0.2317756609636797,0.007119377135063863,0.06523600265301639
