split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_max_depth,param_min_child_weight,param_reg_alpha,param_reg_lambda,param_subsample,params,run_number,experiment_name
0.8295970197401495,0.6551468971239371,0.32991904498053604,0.6048876539482076,0.2070652284642291,590,0.37349573771158856,0.04252215289957511,0.003314495086669922,0.0009518422370623113,0.7390188157601771,6,14,0.3218961615271227,0.1323878813913181,0.8679633536712983,"OrderedDict([('colsample_bytree', 0.7390188157601771), ('max_depth', 6), ('min_child_weight', 14), ('reg_alpha', 0.3218961615271227), ('reg_lambda', 0.1323878813913181), ('subsample', 0.8679633536712983)])",8,bayes_opt
0.8464547783219983,0.6732927398460171,0.3575912456858453,0.6257795879512869,0.20238579180631489,459,0.7706545988718668,0.058292520469601164,0.00400551160176595,0.0012321151740140011,0.7166589562896782,20,9,0.23746114880063635,0.8071867464269179,0.5381145690552991,"OrderedDict([('colsample_bytree', 0.7166589562896782), ('max_depth', 20), ('min_child_weight', 9), ('reg_alpha', 0.23746114880063635), ('reg_lambda', 0.807186746426918), ('subsample', 0.5381145690552991)])",8,bayes_opt
0.8563195246161979,0.6813413884767903,0.32158814153194504,0.6197496848749777,0.22260513093551945,507,0.18802420298258465,0.007275049503893436,0.005611975987752278,0.00407074560200968,0.8008474223381573,4,13,0.7686087895803336,0.7167847159975591,0.6389853080336846,"OrderedDict([('colsample_bytree', 0.8008474223381573), ('max_depth', 4), ('min_child_weight', 13), ('reg_alpha', 0.7686087895803336), ('reg_lambda', 0.7167847159975591), ('subsample', 0.6389853080336846)])",8,bayes_opt
0.8218771794939349,0.6542146267811892,0.35359239715984025,0.6098947344783215,0.19372807227610894,564,0.5944764614105225,0.029962045841384736,0.014077186584472656,0.014691735759915402,0.6628236686685759,11,1,0.8419792926755364,0.8659114069851669,0.6313583613565236,"OrderedDict([('colsample_bytree', 0.6628236686685759), ('max_depth', 11), ('min_child_weight', 1), ('reg_alpha', 0.8419792926755364), ('reg_lambda', 0.8659114069851669), ('subsample', 0.6313583613565236)])",8,bayes_opt
0.808118791123139,0.31483909054328474,0.4354444111483371,0.5194674309382536,0.20996208648547354,719,0.16838693618774414,0.00924236199977851,0.002642552057902018,9.186313195997684e-05,0.7326010531445745,7,20,0.8525410126675596,0.3873797364382904,0.5649092268459467,"OrderedDict([('colsample_bytree', 0.7326010531445745), ('max_depth', 7), ('min_child_weight', 20), ('reg_alpha', 0.8525410126675596), ('reg_lambda', 0.3873797364382904), ('subsample', 0.5649092268459467)])",8,bayes_opt
0.8398710581007893,0.7046893027342971,0.4381451376519144,0.6609018328290003,0.1669010399022015,101,0.3610103925069173,0.008842069170587748,0.005025227864583333,0.0024584124682828943,0.6493692422896264,7,5,0.7014599659954167,0.011423126018299758,0.8201929010421908,"OrderedDict([('colsample_bytree', 0.6493692422896264), ('max_depth', 7), ('min_child_weight', 5), ('reg_alpha', 0.7014599659954167), ('reg_lambda', 0.011423126018299758), ('subsample', 0.8201929010421908)])",8,bayes_opt
0.8169486093989955,0.6343446258452348,0.3802463830908969,0.610513206111709,0.1790775642759287,562,0.25774629910786945,0.05356007241675317,0.002361615498860677,0.00023609373628929865,0.6095163895403412,6,13,0.18491980349006054,0.2691648749625929,0.8253118440751113,"OrderedDict([('colsample_bytree', 0.6095163895403412), ('max_depth', 6), ('min_child_weight', 13), ('reg_alpha', 0.18491980349006057), ('reg_lambda', 0.26916487496259295), ('subsample', 0.8253118440751113)])",8,bayes_opt
0.8315489778895069,0.3649150106710114,0.42352134513116624,0.5399951112305615,0.2075434387986452,706,0.2171611785888672,0.03181239572577945,0.0024028619130452475,0.0002046372588855163,0.5978607000328321,14,19,0.2903085681176769,0.4738085583857837,0.6934006142873673,"OrderedDict([('colsample_bytree', 0.5978607000328321), ('max_depth', 14), ('min_child_weight', 19), ('reg_alpha', 0.29030856811767686), ('reg_lambda', 0.47380855838578373), ('subsample', 0.6934006142873673)])",8,bayes_opt
0.8485711275815947,0.6924003156923424,0.3778804573536368,0.6396173002091913,0.1957497753128246,315,0.6465395291646322,0.06545641481587987,0.0031543572743733725,0.0005648769750428032,0.7043509209282098,19,3,0.33137932894064864,0.3001430242952212,0.6169081006966862,"OrderedDict([('colsample_bytree', 0.7043509209282098), ('max_depth', 19), ('min_child_weight', 3), ('reg_alpha', 0.33137932894064864), ('reg_lambda', 0.30014302429522116), ('subsample', 0.6169081006966862)])",8,bayes_opt
0.8245599974810564,0.4294739757702932,0.3722512288867759,0.5420950673793751,0.20109440277845375,704,0.11917845408121745,0.007042810519772093,0.00234675407409668,8.468816765120405e-05,0.8426501712509396,1,17,0.3376467071504285,0.6647757114871441,0.5119977997724502,"OrderedDict([('colsample_bytree', 0.8426501712509396), ('max_depth', 1), ('min_child_weight', 17), ('reg_alpha', 0.3376467071504285), ('reg_lambda', 0.6647757114871441), ('subsample', 0.5119977997724502)])",8,bayes_opt
0.8404196650981279,0.7009959020767687,0.3343211262983511,0.6252455644910825,0.2134440097965996,468,0.3733336130777995,0.04490942601905532,0.003189563751220703,0.00020516312397946804,0.9,12,5,0.8620689972492913,0.6128624982730639,0.7073383610231545,"OrderedDict([('colsample_bytree', 0.9), ('max_depth', 12), ('min_child_weight', 5), ('reg_alpha', 0.8620689972492913), ('reg_lambda', 0.6128624982730639), ('subsample', 0.7073383610231545)])",8,bayes_opt
