mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_child_weight,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,experiment_name,run_number,param_colsample_bytree,param_subsample,iter_num
3.6934477488199864,0.47625696566313697,0.2095003922780355,0.0061800285654664685,18.0,12.0,"{'max_depth': 18, 'min_child_weight': 12}",0.6292195683441266,0.6335546456197761,0.6712302505340464,0.6446681548326497,0.01886543434934342,115,random search for 1 group,10.0,,,
1.0312550862630208,0.07315583101661742,0.11519384384155272,0.0016957683079200005,10.0,8.0,"{'max_depth': 10, 'min_child_weight': 8}",0.6237683753660401,0.6282873821898847,0.6752973756204148,0.6424510443921132,0.02329901946488971,134,random search for 1 group,10.0,,,
3.4951268831888838,0.13972408385887028,0.19124229749043786,0.007460509213878577,16.0,8.0,"{'max_depth': 16, 'min_child_weight': 8}",0.6201050782963193,0.64752004320792,0.6645703174391085,0.6440651463144493,0.01831650635200836,120,random search for 1 group,10.0,,,
0.1427164077758789,0.0015351420483559351,0.044430812199910484,0.0009603990515257918,2.0,16.0,"{'max_depth': 2, 'min_child_weight': 16}",0.6058041414639306,0.568087556831064,0.632256910247085,0.6020495361806931,0.026331214367264245,210,random search for 1 group,10.0,,,
3.008176565170288,0.08613480152877316,0.20772711435953772,0.0019796068426047642,19.0,18.0,"{'max_depth': 19, 'min_child_weight': 18}",0.6360698750861427,0.6257781948751209,0.6896047930008942,0.6504842876540525,0.027979636932784786,59,random search for 1 group,10.0,,,
2.30528457959493,0.118589647468419,0.16162935892740884,0.013919227800208423,13.0,7.0,"{'max_depth': 13, 'min_child_weight': 7}",0.6183970522613531,0.6326420080774136,0.6649654782614061,0.638668179533391,0.019483165927593814,156,random search for 1 group,10.0,,,
0.4979872703552246,0.033952601207064365,0.09656023979187013,0.006724852243629951,8.0,18.0,"{'max_depth': 8, 'min_child_weight': 18}",0.6423027763261487,0.6258674667970476,0.6963723903601868,0.654847544494461,0.030119367721988588,30,random search for 1 group,10.0,,,
0.5522870222727457,0.05634845233060525,0.1037443478902181,0.005286648400556807,8.0,13.0,"{'max_depth': 8, 'min_child_weight': 13}",0.6416026891263481,0.6345766036712022,0.6905701838097724,0.6555831588691076,0.024905292675182964,19,random search for 1 group,10.0,,,
4.769901911417644,0.34209140274247285,0.16495331128438315,0.003548235944710283,13.0,2.0,"{'max_depth': 13, 'min_child_weight': 2}",0.5579023943837194,0.5705381804159297,0.6376101883597156,0.5886835877197882,0.03497880272200253,223,random search for 1 group,10.0,,,
8.10687549908956,0.568995152992514,0.20551538467407227,0.007228095361403933,15.0,2.0,"{'max_depth': 15, 'min_child_weight': 2}",0.5592822635142296,0.5659579570339258,0.6404626499444579,0.5885676234975378,0.03679639066029106,225,random search for 1 group,10.0,,,
