mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_lambda,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,experiment_name,run_number
0.34087713559468585,0.015869504269264808,0.07727400461832683,0.003661073868669387,0.7719896006208301,0.1514889790457511,"{'alpha': 0.7719896006208301, 'lambda': 0.1514889790457511}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3397616545359294,0.016007670357077924,0.07492438952128093,0.0007652104952011963,0.6575739949423917,0.12272604439795609,"{'alpha': 0.6575739949423917, 'lambda': 0.12272604439795609}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3396763801574707,0.016428566462901376,0.075041929880778,0.0010440978016823383,0.5063848148150615,0.5446440860990003,"{'alpha': 0.5063848148150615, 'lambda': 0.5446440860990003}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.34053834279378253,0.016977676916510198,0.07506831487019856,0.0006554215443603222,0.6462008253303987,0.8480583333830279,"{'alpha': 0.6462008253303987, 'lambda': 0.8480583333830279}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.356176217397054,0.017718955157708962,0.09136795997619629,0.011946877338537809,0.14382841288757664,0.026090648423424567,"{'alpha': 0.14382841288757664, 'lambda': 0.026090648423424567}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.34467196464538574,0.02226578100265649,0.07857227325439453,0.005606607652685549,0.642236155825457,0.969122602830291,"{'alpha': 0.642236155825457, 'lambda': 0.969122602830291}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3407941659291585,0.018153853542881654,0.07474819819132487,0.0010175788065805214,0.3851548239771049,0.10710716011224486,"{'alpha': 0.3851548239771049, 'lambda': 0.10710716011224486}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.4028478463490804,0.0760594173974719,0.08126258850097656,0.009396945348451622,0.7701735058876432,0.6511459109427823,"{'alpha': 0.7701735058876432, 'lambda': 0.6511459109427823}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3400717576344808,0.016453017624074775,0.07471513748168945,0.0017310397422954657,0.7351495463081107,0.23824866026352776,"{'alpha': 0.7351495463081107, 'lambda': 0.23824866026352776}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3656767209370931,0.0119512763399829,0.0902564525604248,0.011145152020296359,0.7611904589624565,0.06738114114504057,"{'alpha': 0.7611904589624565, 'lambda': 0.06738114114504057}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3437962532043457,0.0149259570205874,0.07524148623148601,0.0009111881978369783,0.8564900458399318,0.0058616311285264455,"{'alpha': 0.8564900458399318, 'lambda': 0.0058616311285264455}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3432723681131999,0.015910966263438426,0.07649072011311848,0.0014484384295846225,0.8548707728857541,0.8407971539448504,"{'alpha': 0.8548707728857541, 'lambda': 0.8407971539448504}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3530290126800537,0.01799506239333726,0.08665728569030762,0.007997175640555243,0.05711467096898837,0.06415054507124929,"{'alpha': 0.05711467096898837, 'lambda': 0.06415054507124929}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.37402884165445965,0.028925782080961006,0.08738160133361816,0.008946622851198103,0.9174054151802977,0.2818034150555674,"{'alpha': 0.9174054151802977, 'lambda': 0.2818034150555674}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.34441932042439777,0.014742097575238061,0.07592860857645671,0.0007904103980523205,0.6337422437096468,0.17170242812736858,"{'alpha': 0.6337422437096468, 'lambda': 0.17170242812736858}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.34277041753133136,0.016762087706123557,0.07588990529378255,0.0007580401482808356,0.5356463567816824,0.8877362008392076,"{'alpha': 0.5356463567816824, 'lambda': 0.8877362008392076}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3465232849121094,0.016829668498487167,0.0760633150736491,0.0009291905105378468,0.35630610560551346,0.5358433676983095,"{'alpha': 0.35630610560551346, 'lambda': 0.5358433676983095}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3743961652119954,0.003714107420862213,0.10181196530659993,0.009266198761076294,0.33788739950445223,0.22561447948273572,"{'alpha': 0.33788739950445223, 'lambda': 0.22561447948273572}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3428317705790202,0.017165415467563457,0.07693966229756673,0.0015122218243790607,0.5280249911732474,0.9345294521744715,"{'alpha': 0.5280249911732474, 'lambda': 0.9345294521744715}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.34328023592631024,0.016007774143333386,0.07474287350972493,0.000979200271887544,0.47008561305336805,0.2931735604779775,"{'alpha': 0.47008561305336805, 'lambda': 0.2931735604779775}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3414701620737712,0.015375986160220914,0.07601547241210938,0.0017213360418344482,0.49089893361129355,0.124786725707695,"{'alpha': 0.49089893361129355, 'lambda': 0.124786725707695}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3650389512379964,0.002726236059427551,0.08213249842325847,0.010263028230412283,0.6549450497968682,0.9766115288484094,"{'alpha': 0.6549450497968682, 'lambda': 0.9766115288484094}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.34799353281656903,0.01570617237444407,0.07837367057800293,0.003742004266138876,0.164709888934238,0.021670212094669017,"{'alpha': 0.164709888934238, 'lambda': 0.021670212094669017}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3438444932301839,0.015519065203121333,0.07596254348754883,0.0005774618079829057,0.8212407548013982,0.42466213408659925,"{'alpha': 0.8212407548013982, 'lambda': 0.42466213408659925}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.34412074089050293,0.015710815739669887,0.07585811614990234,0.0007827635250780526,0.6146055048338953,0.5740207401628292,"{'alpha': 0.6146055048338953, 'lambda': 0.5740207401628292}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.34301916758219403,0.016949018497344683,0.07614016532897949,0.0008329517630555082,0.12974328044177286,0.47541936024233333,"{'alpha': 0.12974328044177286, 'lambda': 0.47541936024233333}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3444945812225342,0.015545705990177038,0.0758959452311198,0.000805933075112037,0.33299260655116325,0.21615980497576914,"{'alpha': 0.33299260655116325, 'lambda': 0.21615980497576914}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3446543216705322,0.015514922958156362,0.07635998725891113,0.0009578919924183752,0.5853104211974074,0.875226936249149,"{'alpha': 0.5853104211974074, 'lambda': 0.875226936249149}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.34356943766276044,0.01637223136559073,0.07615232467651367,0.0007537681210518395,0.2566577888054403,0.6789831344614841,"{'alpha': 0.2566577888054403, 'lambda': 0.6789831344614841}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.34331242243448895,0.01761467349227629,0.07744661966959636,0.0023044409838088057,0.9496001569860059,0.6911203312907692,"{'alpha': 0.9496001569860059, 'lambda': 0.6911203312907692}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.367048978805542,0.02834106860288447,0.0821991761525472,0.010854191073829563,0.6452942172423676,0.19193852643036302,"{'alpha': 0.6452942172423676, 'lambda': 0.19193852643036302}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3411548932393392,0.0161957307985751,0.07510924339294434,0.0006965915519691163,0.3886671131920635,0.7529849151085878,"{'alpha': 0.3886671131920635, 'lambda': 0.7529849151085878}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.34119733174641925,0.015829172063510723,0.07488663991292317,0.0013728161705776735,0.4204641046981946,0.21023180921614482,"{'alpha': 0.4204641046981946, 'lambda': 0.21023180921614482}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3399046262105306,0.01653943430532277,0.07455945014953613,0.0012072367227982537,0.7129658321311152,0.7067278750126649,"{'alpha': 0.7129658321311152, 'lambda': 0.7067278750126649}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.34089016914367676,0.015845417879071913,0.07523322105407715,0.001290657098338116,0.3741971033063809,0.14699986753946814,"{'alpha': 0.3741971033063809, 'lambda': 0.14699986753946814}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
0.3422093391418457,0.017216831783465072,0.07912723223368327,0.006086407022460943,0.4675067302359823,0.3332370011876895,"{'alpha': 0.4675067302359823, 'lambda': 0.3332370011876895}",0.6546544776798779,0.6385771774341453,0.7010496569903296,0.6647604373681176,0.02648648071991584,1,random search for 2 group,6
