mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,experiment_name,run_number
0.2674020131429036,0.01226438948228182,0.07142726580301921,0.000919159444154742,0.6010420445475007,0.5595111948955576,"{'colsample_bytree': 0.6010420445475007, 'subsample': 0.5595111948955576}",0.6488020957409455,0.6248440050072974,0.6887830573027569,0.6541430526836666,0.02637479817184549,180,random search for 3 group,10
0.268351952234904,0.005763954473345685,0.07303182284037273,0.003955326154550025,0.6757163108673463,0.6592974300161736,"{'colsample_bytree': 0.6757163108673463, 'subsample': 0.6592974300161736}",0.6514029735950894,0.6371687201729952,0.6855729218601496,0.6580482052094113,0.02031191789153467,108,random search for 3 group,10
0.2595858573913574,0.0034459393494368704,0.07191014289855957,0.000787209938316871,0.5509619937947521,0.7703206799246041,"{'colsample_bytree': 0.5509619937947521, 'subsample': 0.7703206799246041}",0.6469872298644443,0.6316906483847516,0.6821619741167457,0.6536132841219806,0.021130816777937107,190,random search for 3 group,10
0.2532774607340495,0.005916767591099235,0.0799097220102946,0.013474800117984787,0.5051233289237815,0.6091113757817361,"{'colsample_bytree': 0.5051233289237815, 'subsample': 0.6091113757817361}",0.6449828306923837,0.6264258326511221,0.6863560094961001,0.6525882242798686,0.025050456188567407,213,random search for 3 group,10
0.3048897584279378,0.03599561690925335,0.08934354782104492,0.022555760502212467,0.835106706409743,0.8597594054285749,"{'colsample_bytree': 0.835106706409743, 'subsample': 0.8597594054285749}",0.667833892745668,0.6356880204032744,0.6966982473247572,0.6667400534912332,0.02491932731152817,9,random search for 3 group,10
0.2603268623352051,0.005445380764605766,0.0712896188100179,0.0009402072127464937,0.8221577089701357,0.5053350004951835,"{'colsample_bytree': 0.8221577089701357, 'subsample': 0.5053350004951835}",0.6430663337511231,0.6326079793485264,0.7025116733475955,0.6593953288157484,0.030785371726890966,77,random search for 3 group,10
0.2691378593444824,0.004592719565953794,0.07238189379374187,0.0018175520957209197,0.6326216281124909,0.7299769009355218,"{'colsample_bytree': 0.6326216281124909, 'subsample': 0.7299769009355218}",0.6457992576333328,0.6460749896490241,0.689848354715015,0.6605742006657906,0.020700258911575804,56,random search for 3 group,10
0.2627745469411214,0.006039494084105387,0.07103705406188965,0.002269658152475645,0.596543019591612,0.5487795222926657,"{'colsample_bytree': 0.596543019591612, 'subsample': 0.5487795222926657}",0.642581296512956,0.6188100688180259,0.6886841734257878,0.6500251795855899,0.029007541204353473,233,random search for 3 group,10
0.26308584213256836,0.009498342455353184,0.06979894638061523,0.0019771779021017927,0.8527503817297226,0.6666491546188207,"{'colsample_bytree': 0.8527503817297226, 'subsample': 0.6666491546188207}",0.6412793652020172,0.6097693902777838,0.6946495751476448,0.6485661102091486,0.0350331646252011,234,random search for 3 group,10
0.2694438298543294,0.005582530805469238,0.07298986117045085,0.003001852906834476,0.7027077522524409,0.8193187968479452,"{'colsample_bytree': 0.7027077522524409, 'subsample': 0.8193187968479452}",0.6493344593070947,0.6393621097714262,0.6899176519691512,0.6595380736825573,0.021863988984459532,73,random search for 3 group,10
0.2570179303487142,0.007260031810847269,0.0715169906616211,0.000824097281871361,0.7635282841690818,0.5049244145632584,"{'colsample_bytree': 0.7635282841690818, 'subsample': 0.5049244145632584}",0.6419071777296685,0.6288056512460738,0.6952779631354643,0.6553302640370688,0.028749220238608684,159,random search for 3 group,10
0.25175102551778156,0.005097490272396606,0.07319506009419759,0.001219031130323067,0.5122192254273341,0.6174555725456,"{'colsample_bytree': 0.5122192254273341, 'subsample': 0.6174555725456}",0.64723523971263,0.6227603866414659,0.6869069188872619,0.6523008484137859,0.026431542941785218,216,random search for 3 group,10
0.26326918601989746,0.006973006962200336,0.07210485140482585,0.0016768755054011866,0.6016877217569373,0.5860578042302476,"{'colsample_bytree': 0.6016877217569373, 'subsample': 0.5860578042302476}",0.6400363358774206,0.6405260118406959,0.6870310049254065,0.6558644508811743,0.022038988389991722,150,random search for 3 group,10
0.26731030146280926,0.006373121207587799,0.07157667477925618,0.0021141172037013162,0.6282256142230142,0.6631783571805825,"{'colsample_bytree': 0.6282256142230142, 'subsample': 0.6631783571805825}",0.6492064224130654,0.6272104633370674,0.6883079036040387,0.6549082631180572,0.025266678219384216,165,random search for 3 group,10
0.2917923132578532,0.02517839151303336,0.09489750862121582,0.012180924374561248,0.6345613272014106,0.55896311790922,"{'colsample_bytree': 0.6345613272014106, 'subsample': 0.55896311790922}",0.6450726730514476,0.627885168402776,0.6862122853633015,0.653056708939175,0.024472048886080837,204,random search for 3 group,10
0.271920124689738,0.02141283065824742,0.07249792416890462,0.002222620375687227,0.6721952230721966,0.6713274792467608,"{'colsample_bytree': 0.6721952230721966, 'subsample': 0.6713274792467608}",0.6507196018836452,0.6291835357158417,0.6877086541254018,0.6558705972416295,0.02416880821909016,149,random search for 3 group,10
0.2631083329518636,0.009871985229677343,0.07084178924560547,0.0007984393906673973,0.7024987437539942,0.6520708370203832,"{'colsample_bytree': 0.7024987437539942, 'subsample': 0.6520708370203832}",0.6532504297178059,0.6272802807864843,0.6889094947567911,0.6564800684203604,0.025263450915782686,139,random search for 3 group,10
0.27280370394388836,0.008856663173898702,0.07188804944356282,0.0006038512199818979,0.7858843181824868,0.8789134021537351,"{'colsample_bytree': 0.7858843181824868, 'subsample': 0.8789134021537351}",0.6684804141445596,0.6246313507306223,0.6940815214546163,0.6623977621099327,0.028677291192727664,30,random search for 3 group,10
