split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_subsample,params,experiment_name,run_number
0.7142215971606051,0.6663945563503342,0.5434915345799434,0.6413692293636276,0.07191146783971179,225,0.41963760058085126,0.05185392893379216,0.2053088347117106,0.024232023804803805,0.543164856162194,0.6691325809003651,"OrderedDict([('colsample_bytree', 0.543164856162194), ('subsample', 0.6691325809003651)])",BO for 3 group,7
0.70394153485883,0.6546924610779589,0.6233544840850727,0.6606628266739538,0.03316928435682043,165,0.6609635353088379,0.1715778626060144,0.20421902338663736,0.00825964772268962,0.5332919994941843,0.7930951262958761,"OrderedDict([('colsample_bytree', 0.5332919994941843), ('subsample', 0.7930951262958761)])",BO for 3 group,7
0.5274365259636842,0.6688091634670781,0.6478011787289499,0.6146822893865708,0.06228537164867886,243,0.47100098927815753,0.06973664168897224,0.19729208946228027,0.037018345167694415,0.6338718547835565,0.6925468060835791,"OrderedDict([('colsample_bytree', 0.6338718547835565), ('subsample', 0.6925468060835791)])",BO for 3 group,7
0.7179923018984847,0.6686147518212887,0.6311540527831411,0.6725870355009715,0.03556266446315599,79,0.46464983622233075,0.10926642898389878,0.21190730730692545,0.0262845205758045,0.8074892150164293,0.5453640989965064,"OrderedDict([('colsample_bytree', 0.8074892150164293), ('subsample', 0.5453640989965064)])",BO for 3 group,7
0.7284344934872488,0.6758982282693926,0.6400708753284772,0.6814678656950394,0.03628863825237106,18,0.552879810333252,0.051651827556655906,0.2100194295247396,0.041590352386770627,0.7324043715678501,0.8205177787022875,"OrderedDict([('colsample_bytree', 0.7324043715678501), ('subsample', 0.8205177787022875)])",BO for 3 group,7
0.7190254627747619,0.6559008283835934,0.6078436435276413,0.6609233115619989,0.045528512939569867,164,0.543525775273641,0.16911038664266134,0.20084857940673828,0.03506455923399941,0.6063385639496238,0.8363426336843466,"OrderedDict([('colsample_bytree', 0.6063385639496238), ('subsample', 0.8363426336843466)])",BO for 3 group,7
0.7122950103806919,0.6754047933767646,0.5578809610776654,0.6485269216117073,0.06584193014841694,208,0.3626426060994466,0.051144846099673597,0.09715954462687175,0.0407133832977703,0.8468295880031866,0.8421162157106719,"OrderedDict([('colsample_bytree', 0.8468295880031866), ('subsample', 0.8421162157106719)])",BO for 3 group,7
0.7111794181874982,0.6667159518300377,0.6094970580489593,0.6624641426888317,0.041620379635989344,153,0.2966243426005046,0.07969611318000104,0.130047877629598,0.0297665315108582,0.5276041246944605,0.6441879187408773,"OrderedDict([('colsample_bytree', 0.5276041246944605), ('subsample', 0.6441879187408773)])",BO for 3 group,7
0.7230006209678489,0.6950899141690292,0.5505444506809865,0.6562116619392883,0.0755818388231474,182,0.2709043025970459,0.03821575873851523,0.06561827659606934,0.02333891400085809,0.7770300752227736,0.5088249469747707,"OrderedDict([('colsample_bytree', 0.7770300752227736), ('subsample', 0.5088249469747707)])",BO for 3 group,7
0.7180055117620825,0.6682274666252614,0.6473983015294006,0.6778770933055815,0.029621850105540828,36,0.37409162521362305,0.0440882764954049,0.11969359715779622,0.08860600355839991,0.8601827689612342,0.7103111738745798,"OrderedDict([('colsample_bytree', 0.8601827689612342), ('subsample', 0.7103111738745798)])",BO for 3 group,7
0.7215825820633139,0.6766240946285648,0.6504137236462482,0.6828734667793755,0.02938868933571311,6,0.5056086381276449,0.1554190662019241,0.15282225608825684,0.0536924470434498,0.7326220339069985,0.8169301632718806,"OrderedDict([('colsample_bytree', 0.7326220339069985), ('subsample', 0.8169301632718806)])",BO for 3 group,7
0.7220732703691322,0.6790691248739368,0.5526097608852338,0.6512507187094343,0.07192527628402386,195,0.5054918924967448,0.077446722215438,0.1923240820566813,0.055162929468192824,0.7410813438618619,0.6643774140665772,"OrderedDict([('colsample_bytree', 0.7410813438618619), ('subsample', 0.6643774140665772)])",BO for 3 group,7
0.7156745378767599,0.6348602083056347,0.607551920125466,0.6526955554359536,0.045907151387645735,192,0.5753866036732992,0.08105031964151548,0.23712952931722006,0.010089367285475485,0.7723286217991039,0.7771255821536032,"OrderedDict([('colsample_bytree', 0.7723286217991039), ('subsample', 0.7771255821536032)])",BO for 3 group,7
0.7147879825326531,0.6858371705472701,0.5923816994866995,0.6643356175222076,0.05223384674805349,137,0.44752248128255206,0.03296618118202543,0.18629829088846842,0.06608196558292571,0.7352937369029184,0.5976705681965071,"OrderedDict([('colsample_bytree', 0.7352937369029184), ('subsample', 0.5976705681965071)])",BO for 3 group,7
0.6932326553294497,0.6778264208740028,0.5883807178253664,0.6531465980096063,0.046226272775363994,188,0.3799094359079997,0.07495389584906234,0.09673253695170085,0.04421777328185935,0.7258719742244134,0.9,"OrderedDict([('colsample_bytree', 0.7258719742244134), ('subsample', 0.9)])",BO for 3 group,7
0.6932326553294497,0.6778264208740028,0.5883807178253664,0.6531465980096063,0.046226272775363994,188,0.3745230833689372,0.10459987325571915,0.0888659159342448,0.03291713611323225,0.7351168117724266,0.9,"OrderedDict([('colsample_bytree', 0.7351168117724266), ('subsample', 0.9)])",BO for 3 group,7
0.7091879821142829,0.6739070396901199,0.6214258818276621,0.6681736345440216,0.03605736644669344,110,0.3232460021972656,0.1347223510430554,0.12859002749125162,0.06932568924848613,0.7311780985673613,0.5145017060321447,"OrderedDict([('colsample_bytree', 0.7311780985673613), ('subsample', 0.5145017060321447)])",BO for 3 group,7
