mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_lambda,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,iter_num,experiment_name,run_number,param_colsample_bytree,param_subsample
0.541579802831014,0.30952312580137686,0.04838951428731283,0.005192628594617558,0.19962600897289762,0.7353183857620185,"{'alpha': 0.19962600897289762, 'lambda': 0.7353183857620185}",0.8988240864967249,0.8992976087128087,0.8977111286503552,0.8986109412866297,0.0006649826602153199,198,63,random search for 2 group,6,,
0.5226995944976807,0.13920987694479053,0.20034138361612955,0.046354324123152504,0.5385360861401859,0.5903868299240537,"{'alpha': 0.5385360861401859, 'lambda': 0.5903868299240537}",0.9006392549917134,0.8993765290821562,0.8977111286503552,0.8992423042414082,0.0011991644865333763,71,64,random search for 2 group,6,,
0.6482793490091959,0.08037820473781909,0.1603525479634603,0.0349593912139642,0.9634857986445114,0.20486264922582542,"{'alpha': 0.9634857986445114, 'lambda': 0.20486264922582542}",0.9009549364691026,0.897166758740431,0.898973954222573,0.8990318831440355,0.0015470594571546361,102,65,random search for 2 group,6,,
0.940133253733317,0.20401535517532438,0.2288054625193278,0.009641095325360245,0.7815697760236554,0.4787949532458853,"{'alpha': 0.7815697760236554, 'lambda': 0.4787949532458853}",0.8984294846499882,0.8968510772630416,0.8966061562746646,0.8972955727292314,0.0008080073249101017,329,66,random search for 2 group,6,,
0.6140730381011963,0.18104290576209936,0.14592623710632324,0.06425175866339801,0.09066359929488599,0.42363039793578094,"{'alpha': 0.09066359929488599, 'lambda': 0.42363039793578094}",0.8992976087128087,0.8966143161549996,0.898579321231255,0.8981637486996877,0.0011341781560358323,271,67,random search for 2 group,6,,
0.8115507761637369,0.17394897555726233,0.20199457804361978,0.03339259773816112,0.26427736449250105,0.11583813099045082,"{'alpha': 0.26427736449250105, 'lambda': 0.11583813099045082}",0.9001657327756294,0.9006392549917134,0.8981846882399369,0.8996632253357598,0.0010632057750265668,32,68,random search for 2 group,6,,
0.7841123739878336,0.023007390062082717,0.20310346285502115,0.02539937635865275,0.9930210954679337,0.5903727761732642,"{'alpha': 0.9930210954679337, 'lambda': 0.5903727761732642}",0.9001657327756294,0.8989819272354195,0.8964483030781374,0.8985319876963954,0.0015506246226455018,216,69,random search for 2 group,6,,
0.812417189280192,0.14126604454682157,0.1578207015991211,0.0727806095950481,0.1410171479442004,0.8692332921985733,"{'alpha': 0.1410171479442004, 'lambda': 0.8692332921985733}",0.89985005129824,0.9008760160997553,0.8958168902920284,0.8988476525633412,0.0021836194574447877,144,70,random search for 2 group,6,,
0.7637785275777181,0.11629424496221875,0.17778468132019043,0.041176366267336825,0.9850116990704937,0.04512987032782856,"{'alpha': 0.9850116990704937, 'lambda': 0.04512987032782856}",0.900323573514324,0.8990608476047668,0.8975532754538279,0.8989792321909729,0.0011324409161404968,115,71,random search for 2 group,6,,
0.6677235762278239,0.14508924532840395,0.2716681957244873,0.05034970736709275,0.7778368920701868,0.6039512960547774,"{'alpha': 0.7778368920701868, 'lambda': 0.6039512960547774}",0.901270617946492,0.8978770420645569,0.8951065509076559,0.8980847369729016,0.0025207516730835983,283,72,random search for 2 group,6,,
