mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_child_weight,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,experiment_name,run_number,param_alpha,param_lambda,param_colsample_bytree,param_subsample
14.546532789866127,0.2950789144437406,0.08202274640401204,0.0004943278824331356,19.0,10.0,"{'max_depth': 19, 'min_child_weight': 10}",0.05164414646504312,0.046440591631746415,0.031970801094991286,0.043351846397260266,0.008323276192101504,216,random search for 1 group,1,,,,
0.7506563663482666,0.0009397276284913168,0.036932706832885735,0.00019711752576142318,4.0,9.0,"{'max_depth': 4, 'min_child_weight': 9}",0.11226339845952472,0.11767068185294816,0.1054964545454724,0.11181017828598176,0.00498042896598287,17,random search for 1 group,1,,,,
1.5802296002705891,0.036104274981831504,0.05011741320292155,0.0016474695676444338,8.0,6.0,"{'max_depth': 8, 'min_child_weight': 6}",0.09736487685454608,0.10987019850815627,0.08468839052970867,0.097307821964137,0.010280509219269946,94,random search for 1 group,1,,,,
0.9985464413960776,0.0066247049065127975,0.04287060101826986,0.0005210755120902072,6.0,5.0,"{'max_depth': 6, 'min_child_weight': 5}",0.1113466400555828,0.11421055837148407,0.0968850427089346,0.10748074704533384,0.007582973023747819,52,random search for 1 group,1,,,,
0.7494564851125082,0.0022736331442999398,0.03744681676228842,0.0005521952153688426,4.0,6.0,"{'max_depth': 4, 'min_child_weight': 6}",0.1097074455330368,0.1163745192363802,0.10277899237036857,0.1096203190465952,0.0055506925069214366,32,random search for 1 group,1,,,,
2.905270338058472,0.058376055497598923,0.05809362729390464,0.00045702929720166065,11.0,13.0,"{'max_depth': 11, 'min_child_weight': 13}",0.09126482322656017,0.08659694264149209,0.06804616547053466,0.08196931044619564,0.01002788617802273,122,random search for 1 group,1,,,,
6.924335638682049,0.2820044759739924,0.06429394086201985,0.00023169423252938134,13.0,5.0,"{'max_depth': 13, 'min_child_weight': 5}",0.06387227799570927,0.06888674128600103,0.04508387236242517,0.05928096388137849,0.01024546293798945,179,random search for 1 group,1,,,,
1.1932361125946045,0.009621960590402445,0.04524699846903483,0.0006773766900193801,7.0,9.0,"{'max_depth': 7, 'min_child_weight': 9}",0.1032855700011578,0.1140067716897274,0.09596284270862887,0.104418394799838,0.007409827361331727,66,random search for 1 group,1,,,,
1.4861556688944502,0.023890015966636848,0.048668464024861656,9.663226549643504e-05,8.0,11.0,"{'max_depth': 8, 'min_child_weight': 11}",0.1018229518592807,0.10443161183670724,0.09318081641514543,0.09981179337037778,0.004808233789038258,75,random search for 1 group,1,,,,
2.6166794300079346,0.023181755891478414,0.05711174011230469,0.00021853227251482582,11.0,19.0,"{'max_depth': 11, 'min_child_weight': 19}",0.09251253992418862,0.09322114968844007,0.0834654396184924,0.08973304307704037,0.004441296491243668,107,random search for 1 group,1,,,,
0.5715727806091309,0.0020336974919848427,0.02801132202148437,0.00034533255683153743,1.0,14.0,"{'max_depth': 1, 'min_child_weight': 14}",0.0730792762672795,0.08001164425081009,0.07481471261713535,0.07596854437840833,0.0029453836495734226,135,random search for 1 group,1,,,,
0.8490451176961263,0.005056603174881589,0.03982917467753092,0.0003695045123346917,5.0,5.0,"{'max_depth': 5, 'min_child_weight': 5}",0.11251036686920624,0.11828216509211352,0.10473571451858887,0.1118427488266362,0.005550427381341034,15,random search for 1 group,1,,,,
0.6902140776316324,0.0024674313561189386,0.03354191780090332,0.00045513513510241386,3.0,15.0,"{'max_depth': 3, 'min_child_weight': 15}",0.1068729436369219,0.11314609058044135,0.10211836449168576,0.10737913290301633,0.004516256292696935,53,random search for 1 group,1,,,,
0.6918992201487223,0.0029085808237748587,0.033414602279663086,0.00028425901072776316,3.0,8.0,"{'max_depth': 3, 'min_child_weight': 8}",0.10651158245672754,0.11188880949189506,0.10266872026517293,0.10702303740459852,0.0037814195711800814,58,random search for 1 group,1,,,,
0.6410806973775228,0.0015465175870813276,0.03122425079345703,0.0007363898401050403,2.0,1.0,"{'max_depth': 2, 'min_child_weight': 1}",0.09645088455138118,0.1017552461539456,0.09592312461629816,0.09804308510720833,0.0026337220006364863,90,random search for 1 group,1,,,,
10.678634484608967,0.2366069368437529,0.068816343943278,0.0003692280153020964,14.0,3.0,"{'max_depth': 14, 'min_child_weight': 3}",0.060701599414064826,0.055062978073816105,0.0342089708439669,0.049991182777282615,0.01139465292101948,203,random search for 1 group,1,,,,
9.331598202387493,0.2030383427397968,0.07571665445963542,0.00019619848456558988,18.0,15.0,"{'max_depth': 18, 'min_child_weight': 15}",0.062236374991695875,0.05788189595170622,0.0457548835004078,0.05529105148126997,0.0069734853431572255,187,random search for 1 group,1,,,,
28.515645106633507,0.8423484168642138,0.0860751469930013,0.0005489229827878576,19.0,4.0,"{'max_depth': 19, 'min_child_weight': 4}",0.028347345038297056,0.037316598615037784,0.011430704325944174,0.025698215993093004,0.010732607459207044,231,random search for 1 group,1,,,,
1.174806833267212,0.01695376203606445,0.04672368367513021,0.00024626360586067823,7.0,13.0,"{'max_depth': 7, 'min_child_weight': 13}",0.10845166018182396,0.11041871080441368,0.098006018641849,0.1056254632093622,0.005447279056312589,62,random search for 1 group,1,,,,
1.8523768583933515,0.0408901133893462,0.052137533823649086,0.00029319775119340867,9.0,13.0,"{'max_depth': 9, 'min_child_weight': 13}",0.10177807930442627,0.10363421868490796,0.08273296416428921,0.09604842071787448,0.009445893314831106,97,random search for 1 group,1,,,,
