split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_subsample,params,iter_num,experiment_name,run_number
0.7228416835222735,0.6828598110720577,0.6380814402005373,0.6812609782649561,0.034621687921001024,26,0.4272119998931885,0.07810348942318368,0.1703153451283773,0.02883397741214663,0.7639232359471257,0.6086059329400184,"OrderedDict([('colsample_bytree', 0.7639232359471257), ('subsample', 0.6086059329400184)])",355,random search for 3 group,2
0.7234039997776591,0.6847155291813216,0.5742666487936444,0.6607953925842084,0.06319080664015779,232,0.691423495610555,0.0960575909115904,0.18006539344787598,0.0601273702572866,0.7138224136855734,0.6795613152844272,"OrderedDict([('colsample_bytree', 0.7138224136855734), ('subsample', 0.6795613152844272)])",356,random search for 3 group,2
0.709944521608596,0.672191652737867,0.6412697539046774,0.6744686427503801,0.028082550245476966,105,0.4006756941477458,0.06777023104807268,0.15132729212443033,0.01376115777066733,0.8848855231863264,0.7909370467915792,"OrderedDict([('colsample_bytree', 0.8848855231863264), ('subsample', 0.7909370467915792)])",357,random search for 3 group,2
0.7083859976325568,0.6495410044551918,0.5551288305917129,0.6376852775598206,0.06312610927083186,356,0.6423525015513102,0.17651580135702022,0.21321924527486166,0.02343711374236699,0.5236408469686669,0.7321679642384163,"OrderedDict([('colsample_bytree', 0.5236408469686669), ('subsample', 0.7321679642384163)])",358,random search for 3 group,2
0.7071326757840647,0.6507173917801474,0.5983605446133528,0.6520702040591883,0.04441633862781716,298,0.6461160977681478,0.19273000673053,0.2665093739827474,0.01856060857441741,0.5182148256770265,0.7384026497826559,"OrderedDict([('colsample_bytree', 0.5182148256770265), ('subsample', 0.7384026497826559)])",359,random search for 3 group,2
0.7185666048839183,0.6724048706433594,0.5239470404864472,0.638306172004575,0.08303105703373619,354,0.7338417371114095,0.22700153076809781,0.2589120070139567,0.019030114813298353,0.8075674477915394,0.7809361853205836,"OrderedDict([('colsample_bytree', 0.8075674477915394), ('subsample', 0.7809361853205836)])",360,random search for 3 group,2
0.7193861660559024,0.6738106298666859,0.549198713862307,0.6474651699282985,0.07193286066678528,327,0.7909149328867594,0.29394147801782405,0.2788732051849365,0.003988951105478126,0.8489609336577848,0.8519167061529489,"OrderedDict([('colsample_bytree', 0.8489609336577848), ('subsample', 0.8519167061529489)])",361,random search for 3 group,2
0.72903562962027,0.6415278208420754,0.6058012088998062,0.6587882197873839,0.051769499652404585,249,0.7677177588144938,0.19121185093496165,0.22563370068868002,0.04660359661284543,0.6711632171795389,0.6531247777303746,"OrderedDict([('colsample_bytree', 0.6711632171795389), ('subsample', 0.6531247777303746)])",362,random search for 3 group,2
0.7113674274690903,0.6758167817851282,0.6026584146771174,0.6632808746437786,0.04525685282506016,209,0.9654602209726969,0.13999294263405043,0.314137061436971,0.02874129086577661,0.8567008804855787,0.8507648899218885,"OrderedDict([('colsample_bytree', 0.8567008804855787), ('subsample', 0.8507648899218885)])",363,random search for 3 group,2
0.7009406030487038,0.6641203988173862,0.5928925544924317,0.6526511854528405,0.044849766559078345,292,0.6664172013600668,0.09607961868506965,0.20098416010538736,0.05881568184471674,0.8731686817260607,0.6411659859289301,"OrderedDict([('colsample_bytree', 0.8731686817260607), ('subsample', 0.6411659859289301)])",364,random search for 3 group,2
0.7121862494507184,0.6808498073733096,0.6464848074655067,0.6798402880965115,0.026831998516841832,41,0.6546737353006998,0.08247512935881758,0.2028954823811849,0.024917974887625847,0.7610544613150243,0.6117688251400595,"OrderedDict([('colsample_bytree', 0.7610544613150243), ('subsample', 0.6117688251400595)])",365,random search for 3 group,2
0.694512456727651,0.6452932911673281,0.5922663511222812,0.6440240330057535,0.041751445404733425,340,0.5014296372731527,0.061555951187660295,0.16071661313374838,0.046217024909816544,0.5157679948938396,0.6048006342318335,"OrderedDict([('colsample_bytree', 0.5157679948938396), ('subsample', 0.6048006342318335)])",366,random search for 3 group,2
0.7184903334596078,0.6533716304997523,0.6583648008563652,0.6767422549385751,0.029590645849674323,74,0.6001565456390381,0.10536392336177379,0.24773510297139487,0.04316428949566086,0.7629665473501693,0.5318194214487237,"OrderedDict([('colsample_bytree', 0.7629665473501693), ('subsample', 0.5318194214487237)])",367,random search for 3 group,2
0.725269545414531,0.6773824650046725,0.6373484276699624,0.6800001460297219,0.035941340420424454,38,0.7092024485270182,0.1508058923368446,0.275821050008138,0.0014520818180813254,0.76372485236614,0.811836063115851,"OrderedDict([('colsample_bytree', 0.76372485236614), ('subsample', 0.811836063115851)])",368,random search for 3 group,2
0.7158045701123306,0.6537513404362503,0.5665595460973575,0.6453718188819795,0.0612164552192537,337,0.7910892168680826,0.09247978506011506,0.3153665065765381,0.08184266049264421,0.767153566189225,0.576464411517732,"OrderedDict([('colsample_bytree', 0.767153566189225), ('subsample', 0.576464411517732)])",369,random search for 3 group,2
0.7147637029779965,0.6343103427063195,0.619341007953522,0.6561383512126127,0.04190241956376406,272,0.672130266825358,0.16657781510026207,0.24300201733907065,0.028362928102119187,0.8897410119065472,0.8140117984260249,"OrderedDict([('colsample_bytree', 0.8897410119065472), ('subsample', 0.8140117984260249)])",370,random search for 3 group,2
0.7169096205696588,0.6827890904958449,0.5752059950765775,0.6583015687140271,0.06038602714608796,254,0.6038209597269694,0.10165051045082066,0.25306328137715656,0.02436330775105636,0.7564720253677926,0.8818544497843519,"OrderedDict([('colsample_bytree', 0.7564720253677926), ('subsample', 0.8818544497843519)])",371,random search for 3 group,2
