split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reg_alpha,param_reg_lambda,params,iter_num,experiment_name,run_number
0.9266665132653765,0.9263903909431879,0.9261019133196038,0.9263862725093895,0.00023051535858355682,69,3.559859275817871,0.21256747607785023,0.8737409114837646,0.195195444461698,0.28084024378325617,0.38388328701414276,"OrderedDict([('reg_alpha', 0.28084024378325617), ('reg_lambda', 0.38388328701414276)])",182,random search for 2 group,7
0.9260452380404519,0.925700085137716,0.9263090074438832,0.9260181102073504,0.0002493304811337831,243,2.6740827560424805,0.32721888896476237,0.42507044474283856,0.029257775660132518,0.8218726356629624,0.946488907904188,"OrderedDict([('reg_alpha', 0.8218726356629624), ('reg_lambda', 0.946488907904188)])",183,random search for 2 group,7
0.9258611564923261,0.9265859775880715,0.9266426590885557,0.9263632643896512,0.00035579718337030097,79,3.8901239236195884,0.525127146048014,0.7027578353881836,0.08297407811679038,0.558624283522839,0.42496975989493857,"OrderedDict([('reg_alpha', 0.558624283522839), ('reg_lambda', 0.42496975989493857)])",184,random search for 2 group,7
0.9258956717825997,0.9267585540394395,0.9264010492768964,0.9263517583663118,0.00035399024722153035,87,3.4743412335713706,0.0733389867918367,0.7560390631357828,0.35328358737767435,0.1728401461022843,0.5974963989189939,"OrderedDict([('reg_alpha', 0.1728401461022843), ('reg_lambda', 0.5974963989189939)])",185,random search for 2 group,7
0.9262753399756092,0.9262983501691249,0.9260789028613505,0.9262175310020281,9.847398401682014e-05,161,2.806351979573568,0.1311696298316999,0.6015877723693848,0.19799703022594928,0.1812653613284996,0.8774792447709965,"OrderedDict([('reg_alpha', 0.1812653613284996), ('reg_lambda', 0.8774792447709965)])",186,random search for 2 group,7
0.9254009526220115,0.9258611564923261,0.9263780388186431,0.9258800493109937,0.00039911741201465156,266,3.7347230911254883,0.27504953637889357,0.7762146790822347,0.5171802198657776,0.0474024074236591,0.628852704300004,"OrderedDict([('reg_alpha', 0.0474024074236591), ('reg_lambda', 0.628852704300004)])",187,random search for 2 group,7
0.9261948042983041,0.9261487839112726,0.9264240597351496,0.9262558826482422,0.00012039412617496372,138,3.474466880162557,0.03339152889938327,0.525493303934733,0.08572756782457434,0.4105814666882056,0.462554292938953,"OrderedDict([('reg_alpha', 0.4105814666882056), ('reg_lambda', 0.462554292938953)])",188,random search for 2 group,7
0.9265054419107664,0.9262753399756092,0.9261364290069837,0.9263057369644532,0.00015217449082688278,111,4.186899105707805,0.5391940562742245,0.5955410798390707,0.16912661316299862,0.27167792136453545,0.41986725434055994,"OrderedDict([('reg_alpha', 0.27167792136453545), ('reg_lambda', 0.41986725434055994)])",189,random search for 2 group,7
0.9264134011367036,0.9261602890080306,0.9257567564458046,0.926110148863513,0.00027040844179456646,207,3.5483588377634683,0.42144128091136407,0.7997132937113444,0.3221792935265715,0.14150709750935722,0.8057648033721022,"OrderedDict([('reg_alpha', 0.14150709750935722), ('reg_lambda', 0.8057648033721022)])",190,random search for 2 group,7
0.9261602890080306,0.9265054419107664,0.9265736277137959,0.9264131195441977,0.00018093237401044641,63,3.465781847635905,0.43520450187890636,0.44219573338826496,0.059698109519748896,0.8870819216013992,0.979370921775591,"OrderedDict([('reg_alpha', 0.8870819216013992), ('reg_lambda', 0.979370921775591)])",191,random search for 2 group,7
0.9259877125566626,0.9268620999102603,0.9261134185487304,0.9263210770052178,0.0003859877691895732,101,4.305452426274617,0.9553639954805354,0.6588519414265951,0.27834571024151755,0.7548244324278457,0.6642230031327955,"OrderedDict([('reg_alpha', 0.7548244324278457), ('reg_lambda', 0.6642230031327955)])",192,random search for 2 group,7
0.9264594215237351,0.9261717941047884,0.9261594394652369,0.9262635516979202,0.00013859269047148017,132,2.976900577545166,0.3075886718584857,0.6250685056050619,0.1285345943838728,0.0903565664771664,0.7811245198811271,"OrderedDict([('reg_alpha', 0.0903565664771664), ('reg_lambda', 0.7811245198811271)])",193,random search for 2 group,7
0.9261832992015463,0.9267930693297131,0.9263895440477697,0.9264553041930097,0.0002532432293634103,53,3.286193609237671,0.020096031488214747,0.7321333885192871,0.021450504394167753,0.8475405181210242,0.9643052092999401,"OrderedDict([('reg_alpha', 0.8475405181210242), ('reg_lambda', 0.9643052092999401)])",194,random search for 2 group,7
0.9261948042983041,0.9261027635242413,0.9257682616749312,0.9260219431658255,0.00018327320251344543,242,3.5437562465667725,0.40047317169924634,0.4171639283498128,0.04252720297487985,0.8476667815495996,0.6014426633787553,"OrderedDict([('reg_alpha', 0.8476667815495996), ('reg_lambda', 0.6014426633787553)])",195,random search for 2 group,7
0.9271727375227226,0.9261372788145148,0.9255151466341452,0.9262750543237942,0.0006836853353658771,127,3.2468183040618896,0.2891304944055665,0.8108751773834229,0.10955145244530437,0.4034573414905557,0.4373470459435421,"OrderedDict([('reg_alpha', 0.4034573414905557), ('reg_lambda', 0.4373470459435421)])",196,random search for 2 group,7
0.9262638348788513,0.9260797533307256,0.926412554506023,0.9262520475718666,0.0001361209291385238,139,3.457344134648641,0.1508495762628588,0.6101816495259603,0.09370901221661412,0.548710664940413,0.4188747392280685,"OrderedDict([('reg_alpha', 0.548710664940413), ('reg_lambda', 0.4188747392280685)])",197,random search for 2 group,7
