mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,iter_num,experiment_name,run_number
0.8032053311665853,0.0007723612546111877,0.03923710187276205,0.0003567388044521521,0.5066299199691668,0.5567836177463994,"{'colsample_bytree': 0.5066299199691668, 'subsample': 0.5567836177463994}",0.11653957560266981,0.1180000501386953,0.10847272282662368,0.11433744952266293,0.004189630921057471,88,488,random search for 3 group,7
0.8099722862243652,0.001993546621270693,0.04046440124511719,0.0016807922393598169,0.535067650136319,0.6764284459038177,"{'colsample_bytree': 0.535067650136319, 'subsample': 0.6764284459038177}",0.11451087277117944,0.11853308821364017,0.10793844160075172,0.1136608008618571,0.004366814315666235,149,489,random search for 3 group,7
0.8357595602671305,0.0028544722130277762,0.039528210957845054,0.00038544089522993166,0.8340298015966624,0.8310303431794492,"{'colsample_bytree': 0.8340298015966624, 'subsample': 0.8310303431794492}",0.1153660130557923,0.11841285601906015,0.10606434175987356,0.11328107027824201,0.005252408393082043,183,490,random search for 3 group,7
0.8332916895548502,0.005696571508392685,0.03937156995137533,0.0003988756525102676,0.8288551969349514,0.7446476473407053,"{'colsample_bytree': 0.8288551969349514, 'subsample': 0.7446476473407053}",0.1134849570006945,0.12023809869671198,0.10863054954499751,0.11411786841413467,0.00475984817477154,111,491,random search for 3 group,7
0.8331263065338135,0.002626573744889185,0.039321502049764,0.0001854590410032469,0.7831623753834757,0.7747490407739814,"{'colsample_bytree': 0.7831623753834757, 'subsample': 0.7747490407739814}",0.11589891004340414,0.11983404125190023,0.10622213000367908,0.11398502709966114,0.005719454688407807,123,492,random search for 3 group,7
0.8065973122914633,0.0017284571568134818,0.039031982421875,0.00020611723971860536,0.6800762156596851,0.5362630825972581,"{'colsample_bytree': 0.6800762156596851, 'subsample': 0.5362630825972581}",0.11391524259553132,0.12122322824562604,0.10671797369971314,0.11395214818029016,0.005921802871709001,127,493,random search for 3 group,7
0.8078092734018961,0.00390009075276594,0.038851022720336914,9.990222118022677e-05,0.5650585875286751,0.5392278692297869,"{'colsample_bytree': 0.5650585875286751, 'subsample': 0.5392278692297869}",0.11312024784598573,0.11713027957073352,0.11131281876626109,0.11385444872766011,0.0024310492595971574,133,494,random search for 3 group,7
0.8167261282602946,0.004007994840204695,0.03989768028259277,0.0006399596426923382,0.5964905589610048,0.8518091298353094,"{'colsample_bytree': 0.5964905589610048, 'subsample': 0.8518091298353094}",0.11534966499192068,0.11685344420840993,0.11033910317966611,0.1141807374599989,0.002784954032039226,106,495,random search for 3 group,7
0.8132032553354899,0.007271337867386207,0.039350430170694985,0.0003406331184204735,0.586014812432591,0.6262554785016078,"{'colsample_bytree': 0.586014812432591, 'subsample': 0.6262554785016078}",0.11484736900377412,0.11875798924104208,0.11114816358515978,0.114917840609992,0.003107097929332487,46,496,random search for 3 group,7
0.8289966583251953,0.0018212411934053427,0.0391234556833903,0.00020226153500611758,0.8563920823710703,0.6793508281733891,"{'colsample_bytree': 0.8563920823710703, 'subsample': 0.6793508281733891}",0.11257776508199036,0.11552810923556567,0.1081826588076581,0.1120961777084047,0.003018040787885383,233,497,random search for 3 group,7
0.8352642059326172,0.0016372792600610217,0.03954744338989258,0.00032401432847640565,0.8992432516422593,0.7691608304832477,"{'colsample_bytree': 0.8992432516422593, 'subsample': 0.7691608304832477}",0.1126490171815101,0.12027420147359846,0.10474455738906019,0.11255592534805625,0.0063402923652462854,215,498,random search for 3 group,7
0.8136506875356039,0.00489432258128695,0.039186954498291016,0.00020405844917234097,0.5145698841510491,0.8987452385614861,"{'colsample_bytree': 0.5145698841510491, 'subsample': 0.8987452385614861}",0.11267687302502993,0.12038700288043658,0.10841906697481474,0.11382764762676041,0.004953186455758157,135,499,random search for 3 group,7
0.8271334171295166,0.004663857653021089,0.03947599728902181,0.00011044079991616527,0.7538961130375329,0.5542753317830107,"{'colsample_bytree': 0.7538961130375329, 'subsample': 0.5542753317830107}",0.1146853322776451,0.1189760026185992,0.10863329490958162,0.11409820993527531,0.00424275344340011,112,500,random search for 3 group,7
0.8116244475046793,0.002063030562984059,0.0395359992980957,2.7336122335550487e-05,0.5426001584690883,0.8084011511362837,"{'colsample_bytree': 0.5426001584690883, 'subsample': 0.8084011511362837}",0.11463012583847754,0.12026432548777022,0.10873513637200027,0.11454319589941601,0.004707173109735535,69,501,random search for 3 group,7
0.8089111646016439,0.002415595597364454,0.03931427001953125,0.000509528264360614,0.5701676779009502,0.7045208315909662,"{'colsample_bytree': 0.5701676779009502, 'subsample': 0.7045208315909662}",0.11440675854977489,0.12041188113813539,0.11023564691849896,0.11501809553546975,0.004176859698049378,36,502,random search for 3 group,7
0.8131209214528402,0.00588807695059258,0.03962500890096029,0.0003165376566356894,0.7051116601776355,0.603948340458236,"{'colsample_bytree': 0.7051116601776355, 'subsample': 0.603948340458236}",0.1154397466837852,0.11675559055673945,0.10660304200840265,0.11293279308297577,0.004507931733736473,201,503,random search for 3 group,7
0.8301710287729899,0.003163863068465404,0.03926865259806315,0.0004934166178403128,0.855704178221548,0.7418356409378788,"{'colsample_bytree': 0.855704178221548, 'subsample': 0.7418356409378788}",0.11373293621418501,0.11678970392964272,0.10589851398912231,0.11214038471098335,0.004586695963900059,231,504,random search for 3 group,7
0.8093849817911783,0.003878863165068125,0.04013379414876302,0.0006285005078552175,0.63806897149827,0.5181444374125168,"{'colsample_bytree': 0.63806897149827, 'subsample': 0.5181444374125168}",0.11326047581318177,0.11651032992970833,0.10764951054322591,0.11247343876203868,0.003659972726662472,219,505,random search for 3 group,7
