mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_colsample_bytree,param_lambda,param_max_depth,param_min_child_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,experiment_name
0.6503738562266032,0.0020814566653241254,0.03136404355367025,0.0006686449605848387,0.25,0.625,0.25,2,2,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.25, 'max_depth': 2, 'min_child_weight': 2, 'subsample': 0.625}",0.09656296247180607,0.10525963043555064,0.09489647056982908,0.09890635449239527,0.004543668504798471,82,grid_search
0.6498488585154215,0.001987256117012928,0.03063488006591797,0.000384290567274285,0.25,0.625,0.25,2,2,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.25, 'max_depth': 2, 'min_child_weight': 2, 'subsample': 0.75}",0.09529968668563016,0.10389812681042387,0.09472589431556566,0.0979745692705399,0.004195132883650075,226,grid_search
0.6503547032674154,0.0006390802884814893,0.030668020248413086,0.00028533056603883395,0.25,0.625,0.25,2,2,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.25, 'max_depth': 2, 'min_child_weight': 2, 'subsample': 0.875}",0.09545646260610174,0.10283396676369372,0.09594632460510111,0.0980789179916322,0.003368269368981525,199,grid_search
0.6467079321543375,0.0010834365878523784,0.03052059809366862,6.795008512041337e-05,0.25,0.625,0.25,2,10,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.25, 'max_depth': 2, 'min_child_weight': 10, 'subsample': 0.625}",0.09578496852631102,0.10504587472102134,0.09514665526426147,0.09865916617053128,0.004523597059627381,109,grid_search
0.6499495506286621,0.0022753109905832712,0.030987262725830078,0.0004405795148024389,0.25,0.625,0.25,2,10,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.25, 'max_depth': 2, 'min_child_weight': 10, 'subsample': 0.75}",0.09654410366498056,0.10501711783241074,0.09502092406126916,0.09886071518622015,0.004397422668094533,91,grid_search
0.6503833929697672,0.0022699011448126605,0.03074932098388672,0.0005647758554730711,0.25,0.625,0.25,2,10,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.25, 'max_depth': 2, 'min_child_weight': 10, 'subsample': 0.875}",0.09573007679768941,0.10346357661028893,0.09652073390897853,0.09857146243898562,0.0034742740695679146,145,grid_search
0.6479090849558512,0.0023663407492974953,0.03028130531311035,0.0003257841940739421,0.25,0.625,0.25,2,18,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.25, 'max_depth': 2, 'min_child_weight': 18, 'subsample': 0.625}",0.09616852200992787,0.10554861308062302,0.0951841662818117,0.0989671004574542,0.004671150490444277,64,grid_search
0.6525754928588867,0.003527406560039242,0.03165396054585775,0.0009074169845852461,0.25,0.625,0.25,2,18,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.25, 'max_depth': 2, 'min_child_weight': 18, 'subsample': 0.75}",0.09676399343824871,0.10513342336275378,0.09577653111822115,0.09922464930640788,0.004197537261703049,46,grid_search
0.6474382877349854,0.0008384121458248368,0.030972401301066082,0.000895526680719643,0.25,0.625,0.25,2,18,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.25, 'max_depth': 2, 'min_child_weight': 18, 'subsample': 0.875}",0.09624415214099846,0.10297504643695155,0.09652953909560902,0.09858291255785301,0.0031078922586869426,127,grid_search
3.0995654265085855,0.012554185379252384,0.05621194839477539,0.0018541528347576063,0.25,0.625,0.25,10,2,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.25, 'max_depth': 10, 'min_child_weight': 2, 'subsample': 0.625}",0.080732784740698,0.0765125773141746,0.06780926838269008,0.07501821014585423,0.005380778672846523,460,grid_search
3.1314756870269775,0.05599360736904744,0.05500253041585287,0.0005026474485690086,0.25,0.625,0.25,10,2,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.25, 'max_depth': 10, 'min_child_weight': 2, 'subsample': 0.75}",0.09042373384043989,0.08000417124869097,0.07980960614038801,0.08341250374317295,0.004958324616437727,415,grid_search
3.2591193517049155,0.06303538008838447,0.05509352684020996,0.0005105958619026405,0.25,0.625,0.25,10,2,0.875,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.25, 'max_depth': 10, 'min_child_weight': 2, 'subsample': 0.875}",0.09385673904323133,0.08634889955110436,0.07735181689919357,0.08585248516450976,0.006747243100091602,388,grid_search
2.193326552708944,0.02867213453601545,0.05476133028666178,0.0006753791495385528,0.25,0.625,0.25,10,10,0.625,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.25, 'max_depth': 10, 'min_child_weight': 10, 'subsample': 0.625}",0.09580213600190901,0.08480064514447505,0.0804533375238412,0.08701870622340842,0.006459424633432581,370,grid_search
2.2698511282602944,0.039334688181201706,0.0540769894917806,0.00011604403715829727,0.25,0.625,0.25,10,10,0.75,"{'alpha': 0.25, 'colsample_bytree': 0.625, 'lambda': 0.25, 'max_depth': 10, 'min_child_weight': 10, 'subsample': 0.75}",0.09532369186318834,0.0955152414596917,0.08438079719006863,0.09173991017098289,0.005204266244238196,325,grid_search
