experiment_name,mean_fit_time,mean_score_time,mean_test_score,param_alpha,param_colsample_bytree,param_gamma,param_lambda,param_max_depth,param_min_child_weight,param_subsample,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_fit_time,std_score_time,std_test_score
random search for 2 group,6.1586662292480465,0.02640252113342285,0.6635918809218545,0.0622279224970861,,0.2972816589603684,0.06021788369023793,,,,"{'alpha': 0.0622279224970861, 'gamma': 0.2972816589603684, 'lambda': 0.06021788369023793}",1,0.7206934410631793,0.7010841447042762,0.6374803576759678,0.7179124487592674,0.5407890124065815,0.07566788110016497,0.00040824636568348834,0.06838031627022928
random search for 2 group,6.210575866699219,0.026462697982788087,0.6635918809218545,0.03771914631079102,,0.16022329743102842,0.037944688583852706,,,,"{'alpha': 0.03771914631079102, 'gamma': 0.16022329743102842, 'lambda': 0.037944688583852706}",1,0.7206934410631793,0.7010841447042762,0.6374803576759678,0.7179124487592674,0.5407890124065815,0.0632464924920796,0.0005250326737447855,0.06838031627022928
random search for 2 group,6.1351104259490965,0.026114511489868163,0.6635918809218545,0.08823794344840177,,0.3382120571118056,0.03647379469962288,,,,"{'alpha': 0.08823794344840177, 'gamma': 0.3382120571118056, 'lambda': 0.03647379469962288}",1,0.7206934410631793,0.7010841447042762,0.6374803576759678,0.7179124487592674,0.5407890124065815,0.09817688339560697,0.0002970536826291207,0.06838031627022928
random search for 2 group,6.178261089324951,0.026381158828735353,0.6635918809218545,0.021469967456940166,,0.40322451443349056,0.0014385014210323234,,,,"{'alpha': 0.021469967456940166, 'gamma': 0.40322451443349056, 'lambda': 0.0014385014210323234}",1,0.7206934410631793,0.7010841447042762,0.6374803576759678,0.7179124487592674,0.5407890124065815,0.08473086767889225,0.00028665844586181743,0.06838031627022928
random search for 2 group,6.108714818954468,0.026415252685546876,0.6635918809218545,0.03957297696813694,,0.4555389621067049,0.08830872296278441,,,,"{'alpha': 0.03957297696813694, 'gamma': 0.4555389621067049, 'lambda': 0.08830872296278441}",1,0.7206934410631793,0.7010841447042762,0.6374803576759678,0.7179124487592674,0.5407890124065815,0.09959566214441534,0.0007005901382859299,0.06838031627022928
random search for 2 group,6.141377782821655,0.026920843124389648,0.6635918809218545,0.0909819313994566,,0.38541217782712456,0.0627945548243342,,,,"{'alpha': 0.0909819313994566, 'gamma': 0.38541217782712456, 'lambda': 0.0627945548243342}",1,0.7206934410631793,0.7010841447042762,0.6374803576759678,0.7179124487592674,0.5407890124065815,0.08778716006614386,0.0009158922923400126,0.06838031627022928
random search for 2 group,6.173012638092041,0.026677846908569336,0.6635918809218545,0.010236308038663922,,0.38356427193550147,0.015129917837100338,,,,"{'alpha': 0.010236308038663922, 'gamma': 0.38356427193550147, 'lambda': 0.015129917837100338}",1,0.7206934410631793,0.7010841447042762,0.6374803576759678,0.7179124487592674,0.5407890124065815,0.07395912467845503,0.00020541910118810022,0.06838031627022928
random search for 2 group,6.187614774703979,0.026247453689575196,0.6635918809218545,0.08783038985780377,,0.472478828863565,0.02495361522444034,,,,"{'alpha': 0.08783038985780377, 'gamma': 0.472478828863565, 'lambda': 0.02495361522444034}",1,0.7206934410631793,0.7010841447042762,0.6374803576759678,0.7179124487592674,0.5407890124065815,0.08130730337598802,0.00047082499691104986,0.06838031627022928
random search for 2 group,6.244792318344116,0.026443290710449218,0.6635918809218545,0.0611651138439302,,0.22211146714924496,0.07073910963017334,,,,"{'alpha': 0.0611651138439302, 'gamma': 0.22211146714924496, 'lambda': 0.07073910963017334}",1,0.7206934410631793,0.7010841447042762,0.6374803576759678,0.7179124487592674,0.5407890124065815,0.051032627976828296,0.0002033755144297377,0.06838031627022928
random search for 2 group,6.217294311523437,0.026935052871704102,0.6635918809218545,0.09477561708160642,,0.016267730729862817,0.09899772639320598,,,,"{'alpha': 0.09477561708160642, 'gamma': 0.016267730729862817, 'lambda': 0.09899772639320598}",1,0.7206934410631793,0.7010841447042762,0.6374803576759678,0.7179124487592674,0.5407890124065815,0.03579294160486764,0.0007475001618428834,0.06838031627022928
random search for 2 group,6.384116697311401,0.026509475708007813,0.6635918809218545,0.02103363450008753,,0.37166359806727517,0.04138082490617159,,,,"{'alpha': 0.02103363450008753, 'gamma': 0.37166359806727517, 'lambda': 0.04138082490617159}",1,0.7206934410631793,0.7010841447042762,0.6374803576759678,0.7179124487592674,0.5407890124065815,0.09698374044088581,0.0002695332064856695,0.06838031627022928
random search for 2 group,6.185294198989868,0.026392078399658202,0.6635918809218545,0.031328773853262215,,0.2615148600108993,0.010832273090061961,,,,"{'alpha': 0.031328773853262215, 'gamma': 0.2615148600108993, 'lambda': 0.010832273090061961}",1,0.7206934410631793,0.7010841447042762,0.6374803576759678,0.7179124487592674,0.5407890124065815,0.09587087073208189,0.00044268008064738713,0.06838031627022928
random search for 2 group,6.160615873336792,0.026504325866699218,0.6635918809218545,0.012307977480433031,,0.10202437367575945,0.018723676149493884,,,,"{'alpha': 0.012307977480433031, 'gamma': 0.10202437367575945, 'lambda': 0.018723676149493884}",1,0.7206934410631793,0.7010841447042762,0.6374803576759678,0.7179124487592674,0.5407890124065815,0.08347271836271415,0.0004465061341945069,0.06838031627022928
random search for 2 group,6.215707492828369,0.026531076431274413,0.6635918809218545,0.05081913278942668,,0.14612284766597194,0.012009404797010383,,,,"{'alpha': 0.05081913278942668, 'gamma': 0.14612284766597194, 'lambda': 0.012009404797010383}",1,0.7206934410631793,0.7010841447042762,0.6374803576759678,0.7179124487592674,0.5407890124065815,0.17340454021202145,0.0004223301944234842,0.06838031627022928
random search for 3 group,4.512295579910278,0.026643753051757812,0.6613067139949138,,0.5911151837783972,,,,,0.8307875198020407,"{'colsample_bytree': 0.5911151837783972, 'subsample': 0.8307875198020407}",2,0.7165969312159794,0.6944351142656129,0.6444130940167411,0.712088843805341,0.5389995866708949,0.01922429824566207,0.0007758563316798625,0.06629894648205513
random search for 3 group,6.754953098297119,0.02438521385192871,0.6591701978212015,,0.8853043419389819,,,,,0.5810906033506644,"{'colsample_bytree': 0.8853043419389819, 'subsample': 0.5810906033506644}",6,0.7176134569395358,0.7199889021375097,0.6147775674834632,0.7031563337073625,0.5403147288381364,0.054287106735745015,0.0005602463648942898,0.07091775182106459
random search for 3 group,6.381584787368775,0.024052143096923828,0.6516781633656273,,0.8364152305751384,,,,,0.5796488687922218,"{'colsample_bytree': 0.8364152305751384, 'subsample': 0.5796488687922218}",18,0.7150103212080415,0.7067283190417871,0.6142080922797981,0.7069176968192525,0.5155263874792574,0.06801530469219773,0.00026041945285846434,0.07750380663852514
random search for 3 group,5.44215145111084,0.025124359130859374,0.6547045532358048,,0.7332342721602569,,,,,0.7006839266898424,"{'colsample_bytree': 0.7332342721602569, 'subsample': 0.7006839266898424}",16,0.703783954757597,0.706223437082268,0.6306240203490548,0.7094417443984594,0.5234496095916452,0.03722127756921221,0.0004506399609652283,0.07192617804115692
random search for 3 group,5.554678583145142,0.02514185905456543,0.6557337958039222,,0.785435862606342,,,,,0.8436629610487438,"{'colsample_bytree': 0.785435862606342, 'subsample': 0.8436629610487438}",12,0.6986990526704091,0.7075587782538126,0.6397406363143214,0.6990426164702945,0.5336278953107733,0.0711445377707681,0.0005385489426735157,0.06568580993905647
random search for 3 group,6.156371212005615,0.024594688415527345,0.656984933693881,,0.8224852841459692,,,,,0.6423265083172364,"{'colsample_bytree': 0.8224852841459692, 'subsample': 0.6423265083172364}",10,0.7258315969843111,0.7077933058103333,0.6224995739231305,0.7090986442272941,0.5197015475243356,0.03538394222411421,0.0006979728168507264,0.07755405947544555
random search for 3 group,6.068784523010254,0.024489784240722658,0.6568222967206294,,0.8196208239784111,,,,,0.6423858233591665,"{'colsample_bytree': 0.8196208239784111, 'subsample': 0.6423858233591665}",11,0.7258382041313933,0.7046533664345233,0.6188648009485531,0.7075521885349049,0.5272029235537725,0.07574629246730591,0.0009312898829253665,0.07465451361391445
random search for 3 group,5.0498839855194095,0.025994205474853517,0.6592982431547079,,0.7180893964976449,,,,,0.8761179319890231,"{'colsample_bytree': 0.7180893964976449, 'subsample': 0.8761179319890231}",5,0.7109372089382467,0.7039489382703812,0.6336537411667374,0.7101715091383181,0.5377798182598559,0.06039902950453331,0.0005877419568282257,0.0673390297293958
random search for 3 group,5.954688596725464,0.02473173141479492,0.6556464379630941,,0.7474976401255895,,,,,0.6024221044511703,"{'colsample_bytree': 0.7474976401255895, 'subsample': 0.6024221044511703}",13,0.7143229702522804,0.7171736897875525,0.6291099923088821,0.7049204285224755,0.5127051089442801,0.03280740189377043,0.00040443366281321696,0.0784765835059402
random search for 3 group,4.731005144119263,0.026022815704345705,0.6603696184693445,,0.6521638555152863,,,,,0.8568442909502632,"{'colsample_bytree': 0.6521638555152863, 'subsample': 0.8568442909502632}",4,0.7239610643236725,0.6933895375761593,0.6409690429020346,0.7128153645442419,0.5307130830006144,0.06620275981997453,0.0006705828040898969,0.07081234757740222
random search for 3 group,6.215966510772705,0.024557971954345705,0.6517839106792923,,0.8733549668122653,,,,,0.7190392849486407,"{'colsample_bytree': 0.8733549668122653, 'subsample': 0.7190392849486407}",17,0.7053458173776184,0.6974964786124984,0.6160280557605913,0.7101836423289833,0.5298655593167696,0.03613614635465745,0.0003977362049478328,0.07001658508223153
random search for 3 group,4.016506624221802,0.02736797332763672,0.647094363825934,,0.5247512496527672,,,,,0.8966787277468784,"{'colsample_bytree': 0.5247512496527672, 'subsample': 0.8966787277468784}",25,0.7230062635952836,0.6577430609075936,0.6317740918189452,0.7032946485752085,0.5196537542326394,0.04611793286984254,0.0006459260257882642,0.0714287099000212
random search for 3 group,4.086232376098633,0.026931190490722658,0.6515102495467866,,0.5172313642029961,,,,,0.856154336816314,"{'colsample_bytree': 0.5172313642029961, 'subsample': 0.856154336816314}",19,0.7165855844369906,0.6738103634175873,0.6358001971753879,0.7052834270416601,0.5260716756623075,0.07050710258302334,0.0005459142130634372,0.0687099562964525
random search for 3 group,5.801730680465698,0.02513918876647949,0.6623009976364592,,0.8413800327471688,,,,,0.8193187009591876,"{'colsample_bytree': 0.8413800327471688, 'subsample': 0.8193187009591876}",1,0.7108767233362412,0.7155238790549041,0.6305135083634665,0.7133110239957001,0.5412798534319843,0.07832097685892786,0.0006422545085128591,0.06848483166622184
random search for 3 group,6.255178689956665,0.024585485458374023,0.6499083882833065,,0.8838158515355213,,,,,0.7579177857655297,"{'colsample_bytree': 0.8838158515355213, 'subsample': 0.7579177857655297}",23,0.715007004775353,0.6965758148676423,0.6201789101534885,0.6850602269041236,0.5327199847159256,0.08438775942977321,0.0007509319618838642,0.06673573874941302
random search for 3 group,5.826470470428466,0.02465815544128418,0.6425702304018993,,0.7362615005108746,,,,,0.508859609559846,"{'colsample_bytree': 0.7362615005108746, 'subsample': 0.508859609559846}",27,0.707046219232115,0.6836583264786996,0.620488108041356,0.6856997833389074,0.5159587149184187,0.047295080583769356,0.0008340712490128866,0.069604079036169
random search for 3 group,6.0600013256073,0.025175952911376955,0.657676769351595,,0.8861818546276012,,,,,0.8361206814011114,"{'colsample_bytree': 0.8861818546276012, 'subsample': 0.8361206814011114}",8,0.6963557674178859,0.7154564573640907,0.627411402500851,0.7076773839121309,0.541482835563017,0.10786627993776235,0.0007264149318883896,0.06595701839006869
random search for 3 group,5.3086143970489506,0.02449069023132324,0.6458898333278456,,0.6456674043365519,,,,,0.5479960309177565,"{'colsample_bytree': 0.6456674043365519, 'subsample': 0.5479960309177565}",26,0.7084479572160662,0.6925581718440068,0.6215667789230985,0.7001803380856653,0.5066959205703911,0.07015056818031917,0.00039885852381282675,0.0761649104449522
random search for 3 group,4.799652242660523,0.025111675262451172,0.6480712898827552,,0.5565186227419338,,,,,0.5225936057808047,"{'colsample_bytree': 0.5565186227419338, 'subsample': 0.5225936057808047}",24,0.7062776275876341,0.6970798163698845,0.6206245850495555,0.7011907423314407,0.5151836780752606,0.06532111463131667,0.0005760481216148307,0.07351724780485516
random search for 3 group,5.1172398090362545,0.024869155883789063,0.6554429783601524,,0.6627075293719854,,,,,0.7008765093001023,"{'colsample_bytree': 0.6627075293719854, 'subsample': 0.7008765093001023}",15,0.7103869701215598,0.7025787578932541,0.6221081991526842,0.7122136503627954,0.5299273142704688,0.152400765987255,0.0003971866738368364,0.07117432483583865
random search for 3 group,5.646653556823731,0.025009775161743165,0.6606959342620089,,0.8104286211506018,,,,,0.8552698337607769,"{'colsample_bytree': 0.8104286211506018, 'subsample': 0.8552698337607769}",3,0.7145650208377776,0.7147913010083589,0.6343026694648118,0.6934014193563328,0.5464192606427636,0.08690271302370288,0.00043140363457090067,0.06427067528401938
random search for 3 group,6.364597129821777,0.024552202224731444,0.6582682643604778,,0.8457221696065838,,,,,0.6424605099839821,"{'colsample_bytree': 0.8457221696065838, 'subsample': 0.6424605099839821}",7,0.7248815968497719,0.707661439778819,0.6259370374761759,0.707317885857423,0.5255433618401993,0.07903801353000708,0.0006977950253714617,0.07475840446811513
random search for 3 group,6.175625467300415,0.02454037666320801,0.6575035812654523,,0.7834962402544736,,,,,0.5543955059987098,"{'colsample_bytree': 0.7834962402544736, 'subsample': 0.5543955059987098}",9,0.7117652324711088,0.7119632636657978,0.6259089240679475,0.7066463947091803,0.5312340914132269,0.08179358223007142,0.0008875524695986543,0.07108784191807342
random search for 3 group,4.378538513183594,0.026502466201782225,0.6511826237786185,,0.5495602376075484,,,,,0.8082165612305867,"{'colsample_bytree': 0.5495602376075484, 'subsample': 0.8082165612305867}",20,0.7159099979653128,0.6789145046141916,0.6301887460523914,0.6998623123623438,0.5310375578988528,0.10007728255090982,0.00029850952907330033,0.06663930074907488
random search for 3 group,4.229896020889282,0.025977706909179686,0.6504649515281988,,0.51561875381766,,,,,0.7460704809212657,"{'colsample_bytree': 0.51561875381766, 'subsample': 0.7460704809212657}",21,0.7161579698762162,0.6841053311801225,0.635829068481884,0.701968086270624,0.5142643018321474,0.023280227177016326,0.0006748168834996303,0.07330026840505677
random search for 3 group,5.315878438949585,0.02526702880859375,0.6502099700022018,,0.7149504556162325,,,,,0.7564725308714537,"{'colsample_bytree': 0.7149504556162325, 'subsample': 0.7564725308714537}",22,0.7122780646426821,0.6868921295873909,0.6174567064895563,0.7004515554627603,0.5339713938286195,0.04400912160014599,0.0008487164903678816,0.06679285736561057
random search for 3 group,4.747168397903442,0.026355791091918945,0.6554824394753899,,0.6218409721193544,,,,,0.79854558581573,"{'colsample_bytree': 0.6218409721193544, 'subsample': 0.79854558581573}",14,0.7207701234717596,0.6916271989845763,0.63594574524685,0.7090844994786121,0.5199846301951514,0.018104931292879472,0.0016134242200292392,0.0737339065821134
