mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,experiment_name,run_number
0.6359721819559733,0.0659659704226532,0.05800859133402506,0.01015339021038067,0.8683952711277818,0.7340392320568593,"{'colsample_bytree': 0.8683952711277818, 'subsample': 0.7340392320568593}",0.7205806894625177,0.6431326769913674,0.6424347709769391,0.6687160458102749,0.036674947980711615,73,random search for 3 group,7
0.6016460259755453,0.0706216882914508,0.10366908709208171,0.03844132066864788,0.8713495680296905,0.6140745616550124,"{'colsample_bytree': 0.8713495680296905, 'subsample': 0.6140745616550124}",0.7168680963619822,0.6840857644961883,0.6557084623599932,0.6855541077393879,0.02498989438051842,2,random search for 3 group,7
0.6910372575124105,0.1338336003657879,0.1782515048980713,0.012423073181261825,0.5645978243481642,0.7938117650322594,"{'colsample_bytree': 0.5645978243481642, 'subsample': 0.7938117650322594}",0.7080721739626308,0.6561904511371051,0.5987112093540969,0.654324611484611,0.04466591663475155,177,random search for 3 group,7
0.730358362197876,0.13589089472395946,0.14201203982035318,0.06091072770107484,0.7625386532083771,0.7864626751546633,"{'colsample_bytree': 0.7625386532083771, 'subsample': 0.7864626751546633}",0.7144046837491268,0.6652525415974181,0.6262291697614939,0.6686287983693463,0.03607658196197181,74,random search for 3 group,7
0.6726167996724447,0.004230266003705686,0.15587449073791504,0.08458819144601545,0.7138308278280393,0.6159767120559818,"{'colsample_bytree': 0.7138308278280393, 'subsample': 0.6159767120559818}",0.7282939991970492,0.6711018975103149,0.6068788854866347,0.6687582607313329,0.04959520766056647,72,random search for 3 group,7
0.579058567682902,0.23672659755988543,0.17239165306091309,0.06899045281375638,0.7278285541267899,0.5817167641095847,"{'colsample_bytree': 0.7278285541267899, 'subsample': 0.5817167641095847}",0.7202187283290451,0.6572928733974975,0.6460035877156295,0.6745050631473907,0.032651354040907285,34,random search for 3 group,7
0.6365520159403483,0.07130850086530872,0.1204673449198405,0.08423724304983482,0.6993306283520424,0.678481676507408,"{'colsample_bytree': 0.6993306283520424, 'subsample': 0.678481676507408}",0.7011746200010246,0.6664569382974407,0.5954462465642038,0.6543592682875564,0.04400293514566198,176,random search for 3 group,7
0.5411527951558431,0.05008703664305844,0.08433930079142253,0.04553370611179835,0.7203700130082614,0.707639940383287,"{'colsample_bytree': 0.7203700130082614, 'subsample': 0.707639940383287}",0.719091593598526,0.6572081625454117,0.6245891714987233,0.666962975880887,0.03919221209279379,82,random search for 3 group,7
0.7056381702423096,0.1381619514110904,0.20175735155741373,0.10657992774064348,0.6224148023091542,0.6969080137704978,"{'colsample_bytree': 0.6224148023091542, 'subsample': 0.6969080137704978}",0.6901143968087153,0.6506611256959971,0.6023932896647568,0.6477229373898231,0.035872207185436905,200,random search for 3 group,7
0.7863330046335856,0.0805991472791067,0.19239203135172525,0.1181192870435303,0.7212350730966993,0.5552042341399201,"{'colsample_bytree': 0.7212350730966993, 'subsample': 0.5552042341399201}",0.7231708118973779,0.6691841038222259,0.5924224361243295,0.6615924506146444,0.0536470523616517,125,random search for 3 group,7
0.6300416787465414,0.16840474475343917,0.12215908368428548,0.055307470953708394,0.5021513479643845,0.7394716196788733,"{'colsample_bytree': 0.5021513479643845, 'subsample': 0.7394716196788733}",0.7126968759618668,0.6636853133195232,0.5948970104999017,0.657093066593764,0.048316976749959786,156,random search for 3 group,7
0.6996332804361979,0.12498979147802361,0.16407990455627441,0.07338047291042817,0.5971358857670643,0.8134193370787282,"{'colsample_bytree': 0.5971358857670643, 'subsample': 0.8134193370787282}",0.7285794316284163,0.6689114254197883,0.5970558274317982,0.6648488948266676,0.053771074822387535,99,random search for 3 group,7
0.668708324432373,0.0774907443238686,0.06667184829711914,0.004736439770218334,0.849380150411996,0.7114359106083726,"{'colsample_bytree': 0.849380150411996, 'subsample': 0.7114359106083726}",0.7005048945319956,0.671722414056377,0.6517427085397581,0.6746566723760435,0.020014912766906073,31,random search for 3 group,7
0.7580293019612631,0.007823447596702374,0.25354329744974774,0.059861409699725324,0.7072036154013004,0.5973147282465122,"{'colsample_bytree': 0.7072036154013004, 'subsample': 0.5973147282465122}",0.7153737336800694,0.6665263983468226,0.6317711003319008,0.6712237441195975,0.034291873368373395,55,random search for 3 group,7
0.5684799353281657,0.12407972135946836,0.09445397059122722,0.04609006939176608,0.7735419011077793,0.7118986763725113,"{'colsample_bytree': 0.7735419011077793, 'subsample': 0.7118986763725113}",0.6997335839821077,0.6688518055716355,0.6489164424024021,0.6725006106520484,0.02090583337203753,47,random search for 3 group,7
0.6761097113291422,0.1966995744767267,0.18161948521931967,0.00044609988600483584,0.7213561091119653,0.8309407653255805,"{'colsample_bytree': 0.7213561091119653, 'subsample': 0.8309407653255805}",0.7014751188542556,0.6760253292321747,0.5827731677179772,0.6534245386014691,0.0510270196643543,184,random search for 3 group,7
0.6515445709228516,0.09413394305272578,0.11605405807495117,0.03645523500555429,0.8271861686063839,0.7801410724946201,"{'colsample_bytree': 0.8271861686063839, 'subsample': 0.7801410724946201}",0.7196014069562782,0.6719167279062682,0.5997952716116468,0.6637711354913978,0.04924862450462232,107,random search for 3 group,7
0.8080566724141439,0.15229652529261817,0.08717854817708333,0.04930364454527371,0.8295815904125972,0.8132429445862548,"{'colsample_bytree': 0.8295815904125972, 'subsample': 0.8132429445862548}",0.7171838015880196,0.6730746609709715,0.5701384594464418,0.6534656406684777,0.06161151634394949,183,random search for 3 group,7
